year,species,location,mt_escape,y,time,y_10000,source
1972,Sockeye,BCWC,15048.000000000002,15048.000000000002,21,1.5048000000000001,"For details of collection, contact Dr. Greg Ruggerone"
1973,Pink,BeringSea,455.99999999999994,455.99999999999994,22,0.045599999999999995,"For details of collection, contact Dr. Greg Ruggerone"
1973,Pink,CentralAK,9612,9612,22,0.9612,"For details of collection, contact Dr. Greg Ruggerone"
1973,Pink,SEAK,13203,13203,22,1.3203,"For details of collection, contact Dr. Greg Ruggerone"
1973,Pink,BCWC,9900,9900,22,0.99,"For details of collection, contact Dr. Greg Ruggerone"
1973,Chum,BeringSea,13280,13280,22,1.328,"For details of collection, contact Dr. Greg Ruggerone"
1973,Chum,CentralAK,11310,11310,22,1.131,"For details of collection, contact Dr. Greg Ruggerone"
1973,Chum,SEAK,11880.000000000002,11880.000000000002,22,1.1880000000000002,"For details of collection, contact Dr. Greg Ruggerone"
1973,Chum,BCWC,34060,34060,22,3.406,"For details of collection, contact Dr. Greg Ruggerone"
1973,Sockeye,BeringSea,6500,6500,22,0.65,"For details of collection, contact Dr. Greg Ruggerone"
1973,Sockeye,CentralAK,9558.000000000002,9558.000000000002,22,0.9558000000000002,"For details of collection, contact Dr. Greg Ruggerone"
1973,Sockeye,SEAK,2191,2191,22,0.2191,"For details of collection, contact Dr. Greg Ruggerone"
1973,Sockeye,BCWC,22240,22240,22,2.224,"For details of collection, contact Dr. Greg Ruggerone"
1974,Pink,BeringSea,5152,5152,23,0.5152,"For details of collection, contact Dr. Greg Ruggerone"
1974,Pink,CentralAK,12610,12610,23,1.261,"For details of collection, contact Dr. Greg Ruggerone"
1974,Pink,SEAK,13277,13277,23,1.3277,"For details of collection, contact Dr. Greg Ruggerone"
1974,Pink,BCWC,14180.999999999998,14180.999999999998,23,1.4181,"For details of collection, contact Dr. Greg Ruggerone"
1974,Chum,BeringSea,14040,14040,23,1.404,"For details of collection, contact Dr. Greg Ruggerone"
1974,Chum,CentralAK,7353,7353,23,0.7353,"For details of collection, contact Dr. Greg Ruggerone"
1974,Chum,SEAK,11629,11629,23,1.1629,"For details of collection, contact Dr. Greg Ruggerone"
1974,Chum,BCWC,21372,21372,23,2.1372,"For details of collection, contact Dr. Greg Ruggerone"
1974,Sockeye,BeringSea,25608,25608,23,2.5608,"For details of collection, contact Dr. Greg Ruggerone"
1974,Sockeye,CentralAK,8758,8758,23,0.8758,"For details of collection, contact Dr. Greg Ruggerone"
1974,Sockeye,SEAK,2044,2044,23,0.2044,"For details of collection, contact Dr. Greg Ruggerone"
1974,Sockeye,BCWC,22575,22575,23,2.2575,"For details of collection, contact Dr. Greg Ruggerone"
1975,Pink,BeringSea,396,396,24,0.0396,"For details of collection, contact Dr. Greg Ruggerone"
1975,Pink,CentralAK,13943,13943,24,1.3943,"For details of collection, contact Dr. Greg Ruggerone"
1975,Pink,SEAK,15570,15570,24,1.557,"For details of collection, contact Dr. Greg Ruggerone"
1975,Pink,BCWC,28910.000000000004,28910.000000000004,24,2.8910000000000005,"For details of collection, contact Dr. Greg Ruggerone"
1975,Chum,BeringSea,19276,19276,24,1.9276,"For details of collection, contact Dr. Greg Ruggerone"
1975,Chum,CentralAK,7488,7488,24,0.7488,"For details of collection, contact Dr. Greg Ruggerone"
1975,Chum,SEAK,7488,7488,24,0.7488,"For details of collection, contact Dr. Greg Ruggerone"
1975,Chum,BCWC,11775,11775,24,1.1775,"For details of collection, contact Dr. Greg Ruggerone"
1975,Sockeye,BeringSea,50752,50752,24,5.0752,"For details of collection, contact Dr. Greg Ruggerone"
1975,Sockeye,CentralAK,7400,7400,24,0.74,"For details of collection, contact Dr. Greg Ruggerone"
1975,Sockeye,SEAK,1541.9999999999998,1541.9999999999998,24,0.15419999999999998,"For details of collection, contact Dr. Greg Ruggerone"
1975,Sockeye,BCWC,10824,10824,24,1.0824,"For details of collection, contact Dr. Greg Ruggerone"
1976,Pink,BeringSea,4495,4495,25,0.4495,"For details of collection, contact Dr. Greg Ruggerone"
1976,Pink,CentralAK,19635,19635,25,1.9635,"For details of collection, contact Dr. Greg Ruggerone"
1976,Pink,SEAK,45770,45770,25,4.577,"For details of collection, contact Dr. Greg Ruggerone"
1976,Pink,BCWC,16647.000000000004,16647.000000000004,25,1.6647000000000003,"For details of collection, contact Dr. Greg Ruggerone"
1976,Chum,BeringSea,13728.000000000002,13728.000000000002,25,1.3728000000000002,"For details of collection, contact Dr. Greg Ruggerone"
1976,Chum,CentralAK,5580,5580,25,0.558,"For details of collection, contact Dr. Greg Ruggerone"
1976,Chum,SEAK,24683.999999999996,24683.999999999996,25,2.4683999999999995,"For details of collection, contact Dr. Greg Ruggerone"
1976,Chum,BCWC,22918.999999999996,22918.999999999996,25,2.2918999999999996,"For details of collection, contact Dr. Greg Ruggerone"
1976,Sockeye,BeringSea,18491.999999999996,18491.999999999996,25,1.8491999999999997,"For details of collection, contact Dr. Greg Ruggerone"
1976,Sockeye,CentralAK,11304,11304,25,1.1304,"For details of collection, contact Dr. Greg Ruggerone"
1976,Sockeye,SEAK,1794,1794,25,0.1794,"For details of collection, contact Dr. Greg Ruggerone"
1976,Sockeye,BCWC,8128,8128,25,0.8128,"For details of collection, contact Dr. Greg Ruggerone"
1976,Chinook,BeringSea,3740,3740,1,0.374,"For details of collection, contact Dr. Greg Ruggerone"
1976,Chinook,CentralAK,600.0000000000001,600.0000000000001,1,0.06000000000000001,"For details of collection, contact Dr. Greg Ruggerone"
1976,Chinook,SEAK,291.00000000000006,291.00000000000006,1,0.029100000000000004,"For details of collection, contact Dr. Greg Ruggerone"
1976,Chinook,BCWC,6458.4000000000005,6458.4000000000005,1,0.6458400000000001,"For details of collection, contact Dr. Greg Ruggerone"
1976,Coho,BeringSea,330,330,1,0.033,"For details of collection, contact Dr. Greg Ruggerone"
1976,Coho,CentralAK,1134.6,1134.6,1,0.11345999999999999,"For details of collection, contact Dr. Greg Ruggerone"
1976,Coho,SEAK,1224.9999999999998,1224.9999999999998,1,0.12249999999999998,"For details of collection, contact Dr. Greg Ruggerone"
1976,Coho,BCWC,4438.800000000001,4438.800000000001,1,0.4438800000000001,"For details of collection, contact Dr. Greg Ruggerone"
1977,Pink,BeringSea,491.99999999999994,491.99999999999994,26,0.049199999999999994,"For details of collection, contact Dr. Greg Ruggerone"
1977,Pink,CentralAK,22990,22990,26,2.299,"For details of collection, contact Dr. Greg Ruggerone"
1977,Pink,SEAK,24198.000000000004,24198.000000000004,26,2.4198000000000004,"For details of collection, contact Dr. Greg Ruggerone"
1977,Pink,BCWC,18216,18216,26,1.8216,"For details of collection, contact Dr. Greg Ruggerone"
1977,Chum,BeringSea,17680,17680,26,1.768,"For details of collection, contact Dr. Greg Ruggerone"
1977,Chum,CentralAK,20617,20617,26,2.0617,"For details of collection, contact Dr. Greg Ruggerone"
1977,Chum,SEAK,3234,3234,26,0.3234,"For details of collection, contact Dr. Greg Ruggerone"
1977,Chum,BCWC,26304.000000000004,26304.000000000004,26,2.6304000000000003,"For details of collection, contact Dr. Greg Ruggerone"
1977,Sockeye,BeringSea,16390,16390,26,1.639,"For details of collection, contact Dr. Greg Ruggerone"
1977,Sockeye,CentralAK,13922.999999999998,13922.999999999998,26,1.3922999999999999,"For details of collection, contact Dr. Greg Ruggerone"
1977,Sockeye,SEAK,2198,2198,26,0.2198,"For details of collection, contact Dr. Greg Ruggerone"
1977,Sockeye,BCWC,18956.999999999996,18956.999999999996,26,1.8956999999999997,"For details of collection, contact Dr. Greg Ruggerone"
1977,Chinook,BeringSea,5030.4,5030.4,2,0.5030399999999999,"For details of collection, contact Dr. Greg Ruggerone"
1977,Chinook,CentralAK,620.0000000000001,620.0000000000001,2,0.06200000000000001,"For details of collection, contact Dr. Greg Ruggerone"
1977,Chinook,SEAK,526.4,526.4,2,0.05264,"For details of collection, contact Dr. Greg Ruggerone"
1977,Chinook,BCWC,6006,6006,2,0.6006,"For details of collection, contact Dr. Greg Ruggerone"
1977,Coho,BeringSea,982.8,982.8,2,0.09827999999999999,"For details of collection, contact Dr. Greg Ruggerone"
1977,Coho,CentralAK,1176,1176,2,0.1176,"For details of collection, contact Dr. Greg Ruggerone"
1977,Coho,SEAK,1676.0000000000002,1676.0000000000002,2,0.16760000000000003,"For details of collection, contact Dr. Greg Ruggerone"
1977,Coho,BCWC,5952.000000000001,5952.000000000001,2,0.5952000000000001,"For details of collection, contact Dr. Greg Ruggerone"
1978,Pink,BeringSea,19387.999999999996,19387.999999999996,27,1.9387999999999996,"For details of collection, contact Dr. Greg Ruggerone"
1978,Pink,CentralAK,26235,26235,27,2.6235,"For details of collection, contact Dr. Greg Ruggerone"
1978,Pink,SEAK,27404.999999999996,27404.999999999996,27,2.7404999999999995,"For details of collection, contact Dr. Greg Ruggerone"
1978,Pink,BCWC,12936.000000000002,12936.000000000002,27,1.2936,"For details of collection, contact Dr. Greg Ruggerone"
1978,Chum,BeringSea,18200,18200,27,1.82,"For details of collection, contact Dr. Greg Ruggerone"
1978,Chum,CentralAK,9375,9375,27,0.9375,"For details of collection, contact Dr. Greg Ruggerone"
1978,Chum,SEAK,3807.0000000000005,3807.0000000000005,27,0.38070000000000004,"For details of collection, contact Dr. Greg Ruggerone"
1978,Chum,BCWC,29400,29400,27,2.94,"For details of collection, contact Dr. Greg Ruggerone"
1978,Sockeye,BeringSea,32817.99999999999,32817.99999999999,27,3.281799999999999,"For details of collection, contact Dr. Greg Ruggerone"
1978,Sockeye,CentralAK,9408,9408,27,0.9408,"For details of collection, contact Dr. Greg Ruggerone"
1978,Sockeye,SEAK,2099.9999999999995,2099.9999999999995,27,0.20999999999999996,"For details of collection, contact Dr. Greg Ruggerone"
1978,Sockeye,BCWC,18600,18600,27,1.86,"For details of collection, contact Dr. Greg Ruggerone"
1978,Chinook,BeringSea,5556.6,5556.6,3,0.55566,"For details of collection, contact Dr. Greg Ruggerone"
1978,Chinook,CentralAK,832.3000000000001,832.3000000000001,3,0.08323000000000001,"For details of collection, contact Dr. Greg Ruggerone"
1978,Chinook,SEAK,391.5,391.5,3,0.03915,"For details of collection, contact Dr. Greg Ruggerone"
1978,Chinook,BCWC,7473.2,7473.2,3,0.74732,"For details of collection, contact Dr. Greg Ruggerone"
1978,Coho,BeringSea,807.5,807.5,3,0.08075,"For details of collection, contact Dr. Greg Ruggerone"
1978,Coho,CentralAK,1768.9,1768.9,3,0.17689000000000002,"For details of collection, contact Dr. Greg Ruggerone"
1978,Coho,SEAK,2336,2336,3,0.2336,"For details of collection, contact Dr. Greg Ruggerone"
1978,Coho,BCWC,4838,4838,3,0.4838,"For details of collection, contact Dr. Greg Ruggerone"
1979,Pink,BeringSea,1312,1312,28,0.1312,"For details of collection, contact Dr. Greg Ruggerone"
1979,Pink,CentralAK,26560,26560,28,2.656,"For details of collection, contact Dr. Greg Ruggerone"
1979,Pink,SEAK,39559.00000000001,39559.00000000001,28,3.9559000000000006,"For details of collection, contact Dr. Greg Ruggerone"
1979,Pink,BCWC,10350,10350,28,1.035,"For details of collection, contact Dr. Greg Ruggerone"
1979,Chum,BeringSea,15181.000000000002,15181.000000000002,28,1.5181000000000002,"For details of collection, contact Dr. Greg Ruggerone"
1979,Chum,CentralAK,12320,12320,28,1.232,"For details of collection, contact Dr. Greg Ruggerone"
1979,Chum,SEAK,8640,8640,28,0.864,"For details of collection, contact Dr. Greg Ruggerone"
1979,Chum,BCWC,16384,16384,28,1.6384,"For details of collection, contact Dr. Greg Ruggerone"
1979,Sockeye,BeringSea,55860,55860,28,5.586,"For details of collection, contact Dr. Greg Ruggerone"
1979,Sockeye,CentralAK,9180,9180,28,0.918,"For details of collection, contact Dr. Greg Ruggerone"
1979,Sockeye,SEAK,2023.0000000000002,2023.0000000000002,28,0.20230000000000004,"For details of collection, contact Dr. Greg Ruggerone"
1979,Sockeye,BCWC,18721.999999999996,18721.999999999996,28,1.8721999999999996,"For details of collection, contact Dr. Greg Ruggerone"
1979,Chinook,BeringSea,4255,4255,4,0.4255,"For details of collection, contact Dr. Greg Ruggerone"
1979,Chinook,CentralAK,621,621,4,0.0621,"For details of collection, contact Dr. Greg Ruggerone"
1979,Chinook,SEAK,458.4,458.4,4,0.04584,"For details of collection, contact Dr. Greg Ruggerone"
1979,Chinook,BCWC,6633.1,6633.1,4,0.6633100000000001,"For details of collection, contact Dr. Greg Ruggerone"
1979,Coho,BeringSea,1483.5,1483.5,4,0.14835,"For details of collection, contact Dr. Greg Ruggerone"
1979,Coho,CentralAK,3044.8,3044.8,4,0.30448000000000003,"For details of collection, contact Dr. Greg Ruggerone"
1979,Coho,SEAK,1820.5000000000002,1820.5000000000002,4,0.18205000000000002,"For details of collection, contact Dr. Greg Ruggerone"
1979,Coho,BCWC,4913.8,4913.8,4,0.49138000000000004,"For details of collection, contact Dr. Greg Ruggerone"
1980,Pink,BeringSea,10728,10728,29,1.0728,"For details of collection, contact Dr. Greg Ruggerone"
1980,Pink,CentralAK,20850,20850,29,2.085,"For details of collection, contact Dr. Greg Ruggerone"
1980,Pink,SEAK,30976.000000000004,30976.000000000004,29,3.0976000000000004,"For details of collection, contact Dr. Greg Ruggerone"
1980,Pink,BCWC,12530.000000000002,12530.000000000002,29,1.2530000000000001,"For details of collection, contact Dr. Greg Ruggerone"
1980,Chum,BeringSea,20907,20907,29,2.0907,"For details of collection, contact Dr. Greg Ruggerone"
1980,Chum,CentralAK,7613,7613,29,0.7613,"For details of collection, contact Dr. Greg Ruggerone"
1980,Chum,SEAK,10441.999999999998,10441.999999999998,29,1.0441999999999998,"For details of collection, contact Dr. Greg Ruggerone"
1980,Chum,BCWC,19760,19760,29,1.976,"For details of collection, contact Dr. Greg Ruggerone"
1980,Sockeye,BeringSea,103223.99999999999,103223.99999999999,29,10.322399999999998,"For details of collection, contact Dr. Greg Ruggerone"
1980,Sockeye,CentralAK,9660,9660,29,0.966,"For details of collection, contact Dr. Greg Ruggerone"
1980,Sockeye,SEAK,2023.0000000000002,2023.0000000000002,29,0.20230000000000004,"For details of collection, contact Dr. Greg Ruggerone"
1980,Sockeye,BCWC,11808,11808,29,1.1808,"For details of collection, contact Dr. Greg Ruggerone"
1980,Chinook,BeringSea,6344.4,6344.4,5,0.63444,"For details of collection, contact Dr. Greg Ruggerone"
1980,Chinook,CentralAK,520,520,5,0.052,"For details of collection, contact Dr. Greg Ruggerone"
1980,Chinook,SEAK,735.3,735.3,5,0.07353,"For details of collection, contact Dr. Greg Ruggerone"
1980,Chinook,BCWC,5801.6,5801.6,5,0.58016,"For details of collection, contact Dr. Greg Ruggerone"
1980,Coho,BeringSea,1526.4,1526.4,5,0.15264,"For details of collection, contact Dr. Greg Ruggerone"
1980,Coho,CentralAK,2855.2,2855.2,5,0.28552,"For details of collection, contact Dr. Greg Ruggerone"
1980,Coho,SEAK,1675.8,1675.8,5,0.16758,"For details of collection, contact Dr. Greg Ruggerone"
1980,Coho,BCWC,3959.3000000000006,3959.3000000000006,5,0.39593000000000006,"For details of collection, contact Dr. Greg Ruggerone"
1981,Pink,BeringSea,1683.0000000000002,1683.0000000000002,30,0.16830000000000003,"For details of collection, contact Dr. Greg Ruggerone"
1981,Pink,CentralAK,25159.000000000004,25159.000000000004,30,2.5159000000000002,"For details of collection, contact Dr. Greg Ruggerone"
1981,Pink,SEAK,38793,38793,30,3.8793,"For details of collection, contact Dr. Greg Ruggerone"
1981,Pink,BCWC,15079.999999999998,15079.999999999998,30,1.5079999999999998,"For details of collection, contact Dr. Greg Ruggerone"
1981,Chum,BeringSea,21568,21568,30,2.1568,"For details of collection, contact Dr. Greg Ruggerone"
1981,Chum,CentralAK,13756,13756,30,1.3756,"For details of collection, contact Dr. Greg Ruggerone"
1981,Chum,SEAK,4520,4520,30,0.452,"For details of collection, contact Dr. Greg Ruggerone"
1981,Chum,BCWC,29095,29095,30,2.9095,"For details of collection, contact Dr. Greg Ruggerone"
1981,Sockeye,BeringSea,29959.999999999996,29959.999999999996,30,2.9959999999999996,"For details of collection, contact Dr. Greg Ruggerone"
1981,Sockeye,CentralAK,11622,11622,30,1.1622,"For details of collection, contact Dr. Greg Ruggerone"
1981,Sockeye,SEAK,2240,2240,30,0.224,"For details of collection, contact Dr. Greg Ruggerone"
1981,Sockeye,BCWC,21575.999999999996,21575.999999999996,30,2.1575999999999995,"For details of collection, contact Dr. Greg Ruggerone"
1981,Chinook,BeringSea,5859.000000000001,5859.000000000001,6,0.5859000000000001,"For details of collection, contact Dr. Greg Ruggerone"
1981,Chinook,CentralAK,667.8,667.8,6,0.06677999999999999,"For details of collection, contact Dr. Greg Ruggerone"
1981,Chinook,SEAK,909.7,909.7,6,0.09097000000000001,"For details of collection, contact Dr. Greg Ruggerone"
1981,Chinook,BCWC,6058.5,6058.5,6,0.60585,"For details of collection, contact Dr. Greg Ruggerone"
1981,Coho,BeringSea,1377.1,1377.1,6,0.13771,"For details of collection, contact Dr. Greg Ruggerone"
1981,Coho,CentralAK,3430.9999999999995,3430.9999999999995,6,0.34309999999999996,"For details of collection, contact Dr. Greg Ruggerone"
1981,Coho,SEAK,2172,2172,6,0.2172,"For details of collection, contact Dr. Greg Ruggerone"
1981,Coho,BCWC,3415.3,3415.3,6,0.34153,"For details of collection, contact Dr. Greg Ruggerone"
1982,Pink,BeringSea,7300,7300,31,0.73,"For details of collection, contact Dr. Greg Ruggerone"
1982,Pink,CentralAK,21038,21038,31,2.1038,"For details of collection, contact Dr. Greg Ruggerone"
1982,Pink,SEAK,26788,26788,31,2.6788,"For details of collection, contact Dr. Greg Ruggerone"
1982,Pink,BCWC,8164.000000000002,8164.000000000002,31,0.8164000000000002,"For details of collection, contact Dr. Greg Ruggerone"
1982,Chum,BeringSea,14740.000000000002,14740.000000000002,31,1.4740000000000002,"For details of collection, contact Dr. Greg Ruggerone"
1982,Chum,CentralAK,12342,12342,31,1.2342,"For details of collection, contact Dr. Greg Ruggerone"
1982,Chum,SEAK,4994.000000000001,4994.000000000001,31,0.49940000000000007,"For details of collection, contact Dr. Greg Ruggerone"
1982,Chum,BCWC,29174,29174,31,2.9174,"For details of collection, contact Dr. Greg Ruggerone"
1982,Sockeye,BeringSea,24276.000000000004,24276.000000000004,31,2.4276000000000004,"For details of collection, contact Dr. Greg Ruggerone"
1982,Sockeye,CentralAK,13860.000000000002,13860.000000000002,31,1.3860000000000001,"For details of collection, contact Dr. Greg Ruggerone"
1982,Sockeye,SEAK,2135,2135,31,0.2135,"For details of collection, contact Dr. Greg Ruggerone"
1982,Sockeye,BCWC,36000,36000,31,3.6,"For details of collection, contact Dr. Greg Ruggerone"
1982,Chinook,BeringSea,4301,4301,7,0.4301,"For details of collection, contact Dr. Greg Ruggerone"
1982,Chinook,CentralAK,1276.8,1276.8,7,0.12768,"For details of collection, contact Dr. Greg Ruggerone"
1982,Chinook,SEAK,710.1,710.1,7,0.07101,"For details of collection, contact Dr. Greg Ruggerone"
1982,Chinook,BCWC,6648.9000000000005,6648.9000000000005,7,0.6648900000000001,"For details of collection, contact Dr. Greg Ruggerone"
1982,Coho,BeringSea,2921.5999999999995,2921.5999999999995,7,0.2921599999999999,"For details of collection, contact Dr. Greg Ruggerone"
1982,Coho,CentralAK,6472.8,6472.8,7,0.64728,"For details of collection, contact Dr. Greg Ruggerone"
1982,Coho,SEAK,3062.4,3062.4,7,0.30624,"For details of collection, contact Dr. Greg Ruggerone"
1982,Coho,BCWC,4189.5,4189.5,7,0.41895,"For details of collection, contact Dr. Greg Ruggerone"
1983,Pink,BeringSea,648.0000000000001,648.0000000000001,32,0.06480000000000001,"For details of collection, contact Dr. Greg Ruggerone"
1983,Pink,CentralAK,17289,17289,32,1.7289,"For details of collection, contact Dr. Greg Ruggerone"
1983,Pink,SEAK,34222,34222,32,3.4222,"For details of collection, contact Dr. Greg Ruggerone"
1983,Pink,BCWC,29726,29726,32,2.9726,"For details of collection, contact Dr. Greg Ruggerone"
1983,Chum,BeringSea,13502,13502,32,1.3502,"For details of collection, contact Dr. Greg Ruggerone"
1983,Chum,CentralAK,10890,10890,32,1.089,"For details of collection, contact Dr. Greg Ruggerone"
1983,Chum,SEAK,3296.0000000000005,3296.0000000000005,32,0.32960000000000006,"For details of collection, contact Dr. Greg Ruggerone"
1983,Chum,BCWC,21780,21780,32,2.178,"For details of collection, contact Dr. Greg Ruggerone"
1983,Sockeye,BeringSea,32381.999999999996,32381.999999999996,32,3.2381999999999995,"For details of collection, contact Dr. Greg Ruggerone"
1983,Sockeye,CentralAK,11440,11440,32,1.144,"For details of collection, contact Dr. Greg Ruggerone"
1983,Sockeye,SEAK,1945.9999999999998,1945.9999999999998,32,0.19459999999999997,"For details of collection, contact Dr. Greg Ruggerone"
1983,Sockeye,BCWC,20202,20202,32,2.0202,"For details of collection, contact Dr. Greg Ruggerone"
1983,Chinook,BeringSea,4711.200000000001,4711.200000000001,8,0.4711200000000001,"For details of collection, contact Dr. Greg Ruggerone"
1983,Chinook,CentralAK,1467.2000000000003,1467.2000000000003,8,0.14672000000000002,"For details of collection, contact Dr. Greg Ruggerone"
1983,Chinook,SEAK,406.50000000000006,406.50000000000006,8,0.040650000000000006,"For details of collection, contact Dr. Greg Ruggerone"
1983,Chinook,BCWC,5059.6,5059.6,8,0.5059600000000001,"For details of collection, contact Dr. Greg Ruggerone"
1983,Coho,BeringSea,790.4,790.4,8,0.07904,"For details of collection, contact Dr. Greg Ruggerone"
1983,Coho,CentralAK,3130.4,3130.4,8,0.31304,"For details of collection, contact Dr. Greg Ruggerone"
1983,Coho,SEAK,2788.7999999999997,2788.7999999999997,8,0.27887999999999996,"For details of collection, contact Dr. Greg Ruggerone"
1983,Coho,BCWC,3631.2,3631.2,8,0.36312,"For details of collection, contact Dr. Greg Ruggerone"
1984,Pink,BeringSea,7295.999999999999,7295.999999999999,33,0.7295999999999999,"For details of collection, contact Dr. Greg Ruggerone"
1984,Pink,CentralAK,35237,35237,33,3.5237,"For details of collection, contact Dr. Greg Ruggerone"
1984,Pink,SEAK,44226.00000000001,44226.00000000001,33,4.422600000000001,"For details of collection, contact Dr. Greg Ruggerone"
1984,Pink,BCWC,13494,13494,33,1.3494,"For details of collection, contact Dr. Greg Ruggerone"
1984,Chum,BeringSea,20740,20740,33,2.074,"For details of collection, contact Dr. Greg Ruggerone"
1984,Chum,CentralAK,12172,12172,33,1.2172,"For details of collection, contact Dr. Greg Ruggerone"
1984,Chum,SEAK,15300,15300,33,1.53,"For details of collection, contact Dr. Greg Ruggerone"
1984,Chum,BCWC,22800,22800,33,2.28,"For details of collection, contact Dr. Greg Ruggerone"
1984,Sockeye,BeringSea,43263.99999999999,43263.99999999999,33,4.3264,"For details of collection, contact Dr. Greg Ruggerone"
1984,Sockeye,CentralAK,12971.999999999998,12971.999999999998,33,1.2972,"For details of collection, contact Dr. Greg Ruggerone"
1984,Sockeye,SEAK,2232,2232,33,0.2232,"For details of collection, contact Dr. Greg Ruggerone"
1984,Sockeye,BCWC,15372,15372,33,1.5372,"For details of collection, contact Dr. Greg Ruggerone"
1984,Chinook,BeringSea,3233.8,3233.8,9,0.32338,"For details of collection, contact Dr. Greg Ruggerone"
1984,Chinook,CentralAK,987.3000000000001,987.3000000000001,9,0.09873000000000001,"For details of collection, contact Dr. Greg Ruggerone"
1984,Chinook,SEAK,575.4000000000001,575.4000000000001,9,0.05754000000000001,"For details of collection, contact Dr. Greg Ruggerone"
1984,Chinook,BCWC,6896.999999999999,6896.999999999999,9,0.6896999999999999,"For details of collection, contact Dr. Greg Ruggerone"
1984,Coho,BeringSea,3633,3633,9,0.3633,"For details of collection, contact Dr. Greg Ruggerone"
1984,Coho,CentralAK,4978.4,4978.4,9,0.49783999999999995,"For details of collection, contact Dr. Greg Ruggerone"
1984,Coho,SEAK,3183.7000000000003,3183.7000000000003,9,0.31837000000000004,"For details of collection, contact Dr. Greg Ruggerone"
1984,Coho,BCWC,5393.8,5393.8,9,0.53938,"For details of collection, contact Dr. Greg Ruggerone"
1985,Pink,BeringSea,346.00000000000006,346.00000000000006,34,0.034600000000000006,"For details of collection, contact Dr. Greg Ruggerone"
1985,Pink,CentralAK,23532.000000000004,23532.000000000004,34,2.3532,"For details of collection, contact Dr. Greg Ruggerone"
1985,Pink,SEAK,66095.99999999999,66095.99999999999,34,6.609599999999999,"For details of collection, contact Dr. Greg Ruggerone"
1985,Pink,BCWC,32844,32844,34,3.2844,"For details of collection, contact Dr. Greg Ruggerone"
1985,Chum,BeringSea,18087.999999999996,18087.999999999996,34,1.8087999999999997,"For details of collection, contact Dr. Greg Ruggerone"
1985,Chum,CentralAK,14663,14663,34,1.4663,"For details of collection, contact Dr. Greg Ruggerone"
1985,Chum,SEAK,10225,10225,34,1.0225,"For details of collection, contact Dr. Greg Ruggerone"
1985,Chum,BCWC,31828.000000000004,31828.000000000004,34,3.1828000000000003,"For details of collection, contact Dr. Greg Ruggerone"
1985,Sockeye,BeringSea,36784,36784,34,3.6784,"For details of collection, contact Dr. Greg Ruggerone"
1985,Sockeye,CentralAK,14300,14300,34,1.43,"For details of collection, contact Dr. Greg Ruggerone"
1985,Sockeye,SEAK,2520,2520,34,0.252,"For details of collection, contact Dr. Greg Ruggerone"
1985,Sockeye,BCWC,22445.999999999996,22445.999999999996,34,2.2445999999999997,"For details of collection, contact Dr. Greg Ruggerone"
1985,Chinook,BeringSea,3946.5,3946.5,10,0.39465,"For details of collection, contact Dr. Greg Ruggerone"
1985,Chinook,CentralAK,784,784,10,0.0784,"For details of collection, contact Dr. Greg Ruggerone"
1985,Chinook,SEAK,575.2,575.2,10,0.05752,"For details of collection, contact Dr. Greg Ruggerone"
1985,Chinook,BCWC,11435.3,11435.3,10,1.14353,"For details of collection, contact Dr. Greg Ruggerone"
1985,Coho,BeringSea,1791.4,1791.4,10,0.17914000000000002,"For details of collection, contact Dr. Greg Ruggerone"
1985,Coho,CentralAK,6803.999999999999,6803.999999999999,10,0.6803999999999999,"For details of collection, contact Dr. Greg Ruggerone"
1985,Coho,SEAK,3951.6000000000004,3951.6000000000004,10,0.39516,"For details of collection, contact Dr. Greg Ruggerone"
1985,Coho,BCWC,4577.999999999999,4577.999999999999,10,0.45779999999999993,"For details of collection, contact Dr. Greg Ruggerone"
1986,Pink,BeringSea,1630,1630,35,0.163,"For details of collection, contact Dr. Greg Ruggerone"
1986,Pink,CentralAK,19584,19584,35,1.9584,"For details of collection, contact Dr. Greg Ruggerone"
1986,Pink,SEAK,58890,58890,35,5.889,"For details of collection, contact Dr. Greg Ruggerone"
1986,Pink,BCWC,26599.999999999996,26599.999999999996,35,2.6599999999999997,"For details of collection, contact Dr. Greg Ruggerone"
1986,Chum,BeringSea,17108,17108,35,1.7108,"For details of collection, contact Dr. Greg Ruggerone"
1986,Chum,CentralAK,11628,11628,35,1.1628,"For details of collection, contact Dr. Greg Ruggerone"
1986,Chum,SEAK,8800,8800,35,0.88,"For details of collection, contact Dr. Greg Ruggerone"
1986,Chum,BCWC,38930,38930,35,3.893,"For details of collection, contact Dr. Greg Ruggerone"
1986,Sockeye,BeringSea,24288,24288,35,2.4288,"For details of collection, contact Dr. Greg Ruggerone"
1986,Sockeye,CentralAK,12512,12512,35,1.2512,"For details of collection, contact Dr. Greg Ruggerone"
1986,Sockeye,SEAK,1746,1746,35,0.1746,"For details of collection, contact Dr. Greg Ruggerone"
1986,Sockeye,BCWC,22496,22496,35,2.2496,"For details of collection, contact Dr. Greg Ruggerone"
1986,Chinook,BeringSea,2709.4,2709.4,11,0.27094,"For details of collection, contact Dr. Greg Ruggerone"
1986,Chinook,CentralAK,997.0000000000001,997.0000000000001,11,0.09970000000000001,"For details of collection, contact Dr. Greg Ruggerone"
1986,Chinook,SEAK,770,770,11,0.077,"For details of collection, contact Dr. Greg Ruggerone"
