chemical,Chinook,Chum,Coho,Pink,Sockeye
N,31426.321614662345,30383.557719142293,32770.52547940153,31210.25678359894,33615.57189347887
P,3694.6298309859376,3694.6298309859376,3694.6298309859376,3694.6298309859376,3694.6298309859376
DHA,7845.476115922168,8441.189773343285,8738.166797802682,6204.966764622938,10895.993254999463
EPA,7665.973469324391,6806.5710645638765,7559.567818552865,3646.62985899968,6909.259312429042
Hg,0.05050413253934423,0.03156854670233211,0.033633766982432485,0.012550258346684868,0.03182846017383924
DDTs,0.015063549966792485,0.0028802163851482003,0.011016954687177566,0.002872340291975176,0.010253504621767145
PBDEs,0.004243521102519632,5.087825859641389e-4,6.273138762716351e-4,8.629291975485078e-4,6.969283055932141e-4
PCBs,0.018970582731240488,0.004215317875112396,0.01417547654335438,0.0038613230484405214,0.0055815778368269175
