species,All_mt_yr,All_percent_diff,BCWC_mt_yr,BCWC_percent_diff,BeringSea_mt_yr,BeringSea_percent_diff,CentralAK_mt_yr,CentralAK_percent_diff,SEAK_mt_yr,SEAK_percent_diff
Chinook,-31.829670262720523,-0.05070066151289854,172.9189941452416,0.5738713633136858,-175.1430202632451,-0.7209637263510664,-16.040397393183056,-0.44970989812101947,-6.387005836828999,-0.28950598904003333
Chum,300.1954964903928,0.09972221108928192,-35.915293640843124,-0.029423650687042335,465.5937328664239,0.5708915334179716,-161.30644296529158,-0.2836090379543902,7.086034709563043,0.0126629471276547
Coho,236.29610170349417,0.5198599556855799,82.79502945947542,0.36135631720483197,-6.358590222731875,-0.15567630224028894,60.35365868010872,0.6841037343958616,98.36381580303818,1.1168437154067896
Pink,2771.975181262191,0.7930055619939436,983.5707960102645,1.416536259477275,-144.27290253447822,-0.5221551784626232,503.1500304397457,0.5030333872327137,1392.3219877602444,0.9394978634037741
Sockeye,149.07409600404813,0.04039442247046088,232.68976511231304,0.2498830998705941,-549.0870139886371,-0.2604615229605549,456.4757135566916,0.7614331299234456,-35.99652800504503,-0.3005039493647492
