units,year,name,location,species,family,y,time,y_10000
metric_tons_wet,1975,SEAK_Chum salmon,SEAK,Chum,salmon,7457,24,0.7457
metric_tons_wet,1975,BCWC_Chum salmon,BCWC,Chum,salmon,11627,24,1.1627
metric_tons_wet,1975,Bering Sea_Sockeye salmon,BeringSea,Sockeye,salmon,50713,24,5.0713
metric_tons_wet,1975,Central AK_Sockeye salmon,CentralAK,Sockeye,salmon,7444,24,0.7444
metric_tons_wet,1975,SEAK_Sockeye salmon,SEAK,Sockeye,salmon,1656,24,0.1656
metric_tons_wet,1975,BCWC_Sockeye salmon,BCWC,Sockeye,salmon,10749,24,1.0749
metric_tons_wet,1976,Bering Sea_Pink salmon,BeringSea,Pink,salmon,4574,25,0.4574
metric_tons_wet,1976,Central AK_Pink salmon,CentralAK,Pink,salmon,19578,25,1.9578
metric_tons_wet,1976,SEAK_Pink salmon,SEAK,Pink,salmon,45810,25,4.581
metric_tons_wet,1976,BCWC_Pink salmon,BCWC,Pink,salmon,16570,25,1.657
metric_tons_wet,1976,Bering Sea_Chum salmon,BeringSea,Chum,salmon,13579,25,1.3579
metric_tons_wet,1976,Central AK_Chum salmon,CentralAK,Chum,salmon,5556,25,0.5556
metric_tons_wet,1976,SEAK_Chum salmon,SEAK,Chum,salmon,24485,25,2.4485
metric_tons_wet,1976,BCWC_Chum salmon,BCWC,Chum,salmon,22897,25,2.2897
metric_tons_wet,1976,Bering Sea_Sockeye salmon,BeringSea,Sockeye,salmon,18428,25,1.8428
metric_tons_wet,1976,Central AK_Sockeye salmon,CentralAK,Sockeye,salmon,11307,25,1.1307
metric_tons_wet,1976,SEAK_Sockeye salmon,SEAK,Sockeye,salmon,1914,25,0.1914
metric_tons_wet,1976,BCWC_Sockeye salmon,BCWC,Sockeye,salmon,8223,25,0.8223
metric_tons_wet,1976,Bering Sea_Chinook salmon,BeringSea,Chinook,salmon,3757,1,0.3757
metric_tons_wet,1976,Central AK_Chinook salmon,CentralAK,Chinook,salmon,652,1,0.0652
metric_tons_wet,1976,SEAK_Chinook salmon,SEAK,Chinook,salmon,281,1,0.0281
metric_tons_wet,1976,BCWC_Chinook salmon,BCWC,Chinook,salmon,6453,1,0.6453
metric_tons_wet,1976,Bering Sea_Coho salmon,BeringSea,Coho,salmon,332,1,0.0332
metric_tons_wet,1976,Central AK_Coho salmon,CentralAK,Coho,salmon,1115,1,0.1115
metric_tons_wet,1976,SEAK_Coho salmon,SEAK,Coho,salmon,1235,1,0.1235
metric_tons_wet,1976,BCWC_Coho salmon,BCWC,Coho,salmon,4435,1,0.4435
metric_tons_wet,1977,Bering Sea_Pink salmon,BeringSea,Pink,salmon,483,26,0.0483
metric_tons_wet,1977,Central AK_Pink salmon,CentralAK,Pink,salmon,22980,26,2.298
metric_tons_wet,1977,SEAK_Pink salmon,SEAK,Pink,salmon,24286,26,2.4286
metric_tons_wet,1977,BCWC_Pink salmon,BCWC,Pink,salmon,18172,26,1.8172
metric_tons_wet,1977,Bering Sea_Chum salmon,BeringSea,Chum,salmon,17566,26,1.7566
metric_tons_wet,1977,Central AK_Chum salmon,CentralAK,Chum,salmon,20484,26,2.0484
metric_tons_wet,1977,SEAK_Chum salmon,SEAK,Chum,salmon,3361,26,0.3361
metric_tons_wet,1977,BCWC_Chum salmon,BCWC,Chum,salmon,26124,26,2.6124
metric_tons_wet,1977,Bering Sea_Sockeye salmon,BeringSea,Sockeye,salmon,16533,26,1.6533
metric_tons_wet,1977,Central AK_Sockeye salmon,CentralAK,Sockeye,salmon,13815,26,1.3815
metric_tons_wet,1977,SEAK_Sockeye salmon,SEAK,Sockeye,salmon,2059,26,0.2059
metric_tons_wet,1977,BCWC_Sockeye salmon,BCWC,Sockeye,salmon,18960,26,1.896
metric_tons_wet,1977,Bering Sea_Chinook salmon,BeringSea,Chinook,salmon,5079,2,0.5079
metric_tons_wet,1977,Central AK_Chinook salmon,CentralAK,Chinook,salmon,561,2,0.0561
metric_tons_wet,1977,SEAK_Chinook salmon,SEAK,Chinook,salmon,517,2,0.0517
metric_tons_wet,1977,BCWC_Chinook salmon,BCWC,Chinook,salmon,6011,2,0.6011
metric_tons_wet,1977,Bering Sea_Coho salmon,BeringSea,Coho,salmon,968,2,0.0968
metric_tons_wet,1977,Central AK_Coho salmon,CentralAK,Coho,salmon,1195,2,0.1195
metric_tons_wet,1977,SEAK_Coho salmon,SEAK,Coho,salmon,1697,2,0.1697
metric_tons_wet,1977,BCWC_Coho salmon,BCWC,Coho,salmon,5948,2,0.5948
metric_tons_wet,1978,Bering Sea_Pink salmon,BeringSea,Pink,salmon,19369,27,1.9369
metric_tons_wet,1978,Central AK_Pink salmon,CentralAK,Pink,salmon,26228,27,2.6228
metric_tons_wet,1978,SEAK_Pink salmon,SEAK,Pink,salmon,27354,27,2.7354
metric_tons_wet,1978,BCWC_Pink salmon,BCWC,Pink,salmon,13055,27,1.3055
metric_tons_wet,1978,Bering Sea_Chum salmon,BeringSea,Chum,salmon,18091,27,1.8091
metric_tons_wet,1978,Central AK_Chum salmon,CentralAK,Chum,salmon,9352,27,0.9352
metric_tons_wet,1978,SEAK_Chum salmon,SEAK,Chum,salmon,3955,27,0.3955
metric_tons_wet,1978,BCWC_Chum salmon,BCWC,Chum,salmon,29559,27,2.9559
metric_tons_wet,1978,Bering Sea_Sockeye salmon,BeringSea,Sockeye,salmon,32724,27,3.2724
metric_tons_wet,1978,Central AK_Sockeye salmon,CentralAK,Sockeye,salmon,9481,27,0.9481
metric_tons_wet,1978,SEAK_Sockeye salmon,SEAK,Sockeye,salmon,1954,27,0.1954
metric_tons_wet,1978,BCWC_Sockeye salmon,BCWC,Sockeye,salmon,18629,27,1.8629
metric_tons_wet,1978,Bering Sea_Chinook salmon,BeringSea,Chinook,salmon,5587,3,0.5587
metric_tons_wet,1978,Central AK_Chinook salmon,CentralAK,Chinook,salmon,824,3,0.0824
metric_tons_wet,1978,SEAK_Chinook salmon,SEAK,Chinook,salmon,400,3,0.04
metric_tons_wet,1978,BCWC_Chinook salmon,BCWC,Chinook,salmon,7473,3,0.7473
metric_tons_wet,1978,Bering Sea_Coho salmon,BeringSea,Coho,salmon,807,3,0.0807
metric_tons_wet,1978,Central AK_Coho salmon,CentralAK,Coho,salmon,1761,3,0.1761
metric_tons_wet,1978,SEAK_Coho salmon,SEAK,Coho,salmon,2348,3,0.2348
metric_tons_wet,1978,BCWC_Coho salmon,BCWC,Coho,salmon,4841,3,0.4841
metric_tons_wet,1979,Bering Sea_Pink salmon,BeringSea,Pink,salmon,1355,28,0.1355
metric_tons_wet,1979,Central AK_Pink salmon,CentralAK,Pink,salmon,26591,28,2.6591
metric_tons_wet,1979,SEAK_Pink salmon,SEAK,Pink,salmon,39581,28,3.9581
metric_tons_wet,1979,BCWC_Pink salmon,BCWC,Pink,salmon,10263,28,1.0263
metric_tons_wet,1979,Bering Sea_Chum salmon,BeringSea,Chum,salmon,15028,28,1.5028
metric_tons_wet,1979,Central AK_Chum salmon,CentralAK,Chum,salmon,12222,28,1.2222
metric_tons_wet,1979,SEAK_Chum salmon,SEAK,Chum,salmon,8542,28,0.8542
metric_tons_wet,1979,BCWC_Chum salmon,BCWC,Chum,salmon,16205,28,1.6205
metric_tons_wet,1979,Bering Sea_Sockeye salmon,BeringSea,Sockeye,salmon,55841,28,5.5841
metric_tons_wet,1979,Central AK_Sockeye salmon,CentralAK,Sockeye,salmon,9198,28,0.9198
metric_tons_wet,1979,SEAK_Sockeye salmon,SEAK,Sockeye,salmon,1898,28,0.1898
metric_tons_wet,1979,BCWC_Sockeye salmon,BCWC,Sockeye,salmon,18796,28,1.8796
metric_tons_wet,1979,Bering Sea_Chinook salmon,BeringSea,Chinook,salmon,4211,4,0.4211
metric_tons_wet,1979,Central AK_Chinook salmon,CentralAK,Chinook,salmon,595,4,0.0595
metric_tons_wet,1979,SEAK_Chinook salmon,SEAK,Chinook,salmon,489,4,0.0489
metric_tons_wet,1979,BCWC_Chinook salmon,BCWC,Chinook,salmon,6636,4,0.6636
metric_tons_wet,1979,Bering Sea_Coho salmon,BeringSea,Coho,salmon,1489,4,0.1489
metric_tons_wet,1979,Central AK_Coho salmon,CentralAK,Coho,salmon,3032,4,0.3032
metric_tons_wet,1979,SEAK_Coho salmon,SEAK,Coho,salmon,1824,4,0.1824
metric_tons_wet,1979,BCWC_Coho salmon,BCWC,Coho,salmon,4910,4,0.491
metric_tons_wet,1980,Bering Sea_Pink salmon,BeringSea,Pink,salmon,10659,29,1.0659
metric_tons_wet,1980,Central AK_Pink salmon,CentralAK,Pink,salmon,20852,29,2.0852
metric_tons_wet,1980,SEAK_Pink salmon,SEAK,Pink,salmon,31088,29,3.1088
metric_tons_wet,1980,BCWC_Pink salmon,BCWC,Pink,salmon,12626,29,1.2626
metric_tons_wet,1980,Bering Sea_Chum salmon,BeringSea,Chum,salmon,20927,29,2.0927
metric_tons_wet,1980,Central AK_Chum salmon,CentralAK,Chum,salmon,7517,29,0.7517
metric_tons_wet,1980,SEAK_Chum salmon,SEAK,Chum,salmon,10589,29,1.0589
metric_tons_wet,1980,BCWC_Chum salmon,BCWC,Chum,salmon,19891,29,1.9891
metric_tons_wet,1980,Bering Sea_Sockeye salmon,BeringSea,Sockeye,salmon,103097,29,10.3097
metric_tons_wet,1980,Central AK_Sockeye salmon,CentralAK,Sockeye,salmon,9658,29,0.9658
metric_tons_wet,1980,SEAK_Sockeye salmon,SEAK,Sockeye,salmon,1957,29,0.1957
metric_tons_wet,1980,BCWC_Sockeye salmon,BCWC,Sockeye,salmon,11870,29,1.187
metric_tons_wet,1980,Bering Sea_Chinook salmon,BeringSea,Chinook,salmon,6297,5,0.6297
metric_tons_wet,1980,Central AK_Chinook salmon,CentralAK,Chinook,salmon,492,5,0.0492
metric_tons_wet,1980,SEAK_Chinook salmon,SEAK,Chinook,salmon,776,5,0.0776
metric_tons_wet,1980,BCWC_Chinook salmon,BCWC,Chinook,salmon,5800,5,0.58
metric_tons_wet,1980,Bering Sea_Coho salmon,BeringSea,Coho,salmon,1515,5,0.1515
metric_tons_wet,1980,Central AK_Coho salmon,CentralAK,Coho,salmon,2840,5,0.284
metric_tons_wet,1980,SEAK_Coho salmon,SEAK,Coho,salmon,1668,5,0.1668
metric_tons_wet,1980,BCWC_Coho salmon,BCWC,Coho,salmon,3953,5,0.3953
metric_tons_wet,1981,Bering Sea_Pink salmon,BeringSea,Pink,salmon,1661,30,0.1661
metric_tons_wet,1981,Central AK_Pink salmon,CentralAK,Pink,salmon,25179,30,2.5179
metric_tons_wet,1981,SEAK_Pink salmon,SEAK,Pink,salmon,38908,30,3.8908
metric_tons_wet,1981,BCWC_Pink salmon,BCWC,Pink,salmon,14988,30,1.4988
metric_tons_wet,1981,Bering Sea_Chum salmon,BeringSea,Chum,salmon,21643,30,2.1643
metric_tons_wet,1981,Central AK_Chum salmon,CentralAK,Chum,salmon,13600,30,1.36
metric_tons_wet,1981,SEAK_Chum salmon,SEAK,Chum,salmon,4525,30,0.4525
metric_tons_wet,1981,BCWC_Chum salmon,BCWC,Chum,salmon,28965,30,2.8965
metric_tons_wet,1981,Bering Sea_Sockeye salmon,BeringSea,Sockeye,salmon,30123,30,3.0123
metric_tons_wet,1981,Central AK_Sockeye salmon,CentralAK,Sockeye,salmon,11560,30,1.156
metric_tons_wet,1981,SEAK_Sockeye salmon,SEAK,Sockeye,salmon,2219,30,0.2219
metric_tons_wet,1981,BCWC_Sockeye salmon,BCWC,Sockeye,salmon,21672,30,2.1672
metric_tons_wet,1981,Bering Sea_Chinook salmon,BeringSea,Chinook,salmon,5851,6,0.5851
metric_tons_wet,1981,Central AK_Chinook salmon,CentralAK,Chinook,salmon,652,6,0.0652
metric_tons_wet,1981,SEAK_Chinook salmon,SEAK,Chinook,salmon,891,6,0.0891
metric_tons_wet,1981,BCWC_Chinook salmon,BCWC,Chinook,salmon,6060,6,0.606
metric_tons_wet,1981,Bering Sea_Coho salmon,BeringSea,Coho,salmon,1384,6,0.1384
metric_tons_wet,1981,Central AK_Coho salmon,CentralAK,Coho,salmon,3431,6,0.3431
metric_tons_wet,1981,SEAK_Coho salmon,SEAK,Coho,salmon,2184,6,0.2184
metric_tons_wet,1981,BCWC_Coho salmon,BCWC,Coho,salmon,3420,6,0.342
metric_tons_wet,1982,Bering Sea_Pink salmon,BeringSea,Pink,salmon,7315,31,0.7315
metric_tons_wet,1982,Central AK_Pink salmon,CentralAK,Pink,salmon,20967,31,2.0967
metric_tons_wet,1982,SEAK_Pink salmon,SEAK,Pink,salmon,26845,31,2.6845
metric_tons_wet,1982,BCWC_Pink salmon,BCWC,Pink,salmon,8137,31,0.8137
metric_tons_wet,1982,Bering Sea_Chum salmon,BeringSea,Chum,salmon,14663,31,1.4663
metric_tons_wet,1982,Central AK_Chum salmon,CentralAK,Chum,salmon,12204,31,1.2204
metric_tons_wet,1982,SEAK_Chum salmon,SEAK,Chum,salmon,5212,31,0.5212
metric_tons_wet,1982,BCWC_Chum salmon,BCWC,Chum,salmon,29044,31,2.9044
metric_tons_wet,1982,Bering Sea_Sockeye salmon,BeringSea,Sockeye,salmon,24292,31,2.4292
metric_tons_wet,1982,Central AK_Sockeye salmon,CentralAK,Sockeye,salmon,13696,31,1.3696
metric_tons_wet,1982,SEAK_Sockeye salmon,SEAK,Sockeye,salmon,2287,31,0.2287
metric_tons_wet,1982,BCWC_Sockeye salmon,BCWC,Sockeye,salmon,35937,31,3.5937
metric_tons_wet,1982,Bering Sea_Chinook salmon,BeringSea,Chinook,salmon,4256,7,0.4256
metric_tons_wet,1982,Central AK_Chinook salmon,CentralAK,Chinook,salmon,1234,7,0.1234
metric_tons_wet,1982,SEAK_Chinook salmon,SEAK,Chinook,salmon,736,7,0.0736
metric_tons_wet,1982,BCWC_Chinook salmon,BCWC,Chinook,salmon,6649,7,0.6649
metric_tons_wet,1982,Bering Sea_Coho salmon,BeringSea,Coho,salmon,2917,7,0.2917
metric_tons_wet,1982,Central AK_Coho salmon,CentralAK,Coho,salmon,6487,7,0.6487
metric_tons_wet,1982,SEAK_Coho salmon,SEAK,Coho,salmon,3052,7,0.3052
metric_tons_wet,1982,BCWC_Coho salmon,BCWC,Coho,salmon,4189,7,0.4189
metric_tons_wet,1983,Bering Sea_Pink salmon,BeringSea,Pink,salmon,727,32,0.0727
metric_tons_wet,1983,Central AK_Pink salmon,CentralAK,Pink,salmon,17290,32,1.729
metric_tons_wet,1983,SEAK_Pink salmon,SEAK,Pink,salmon,34150,32,3.415
metric_tons_wet,1983,BCWC_Pink salmon,BCWC,Pink,salmon,29749,32,2.9749
metric_tons_wet,1983,Bering Sea_Chum salmon,BeringSea,Chum,salmon,13512,32,1.3512
metric_tons_wet,1983,Central AK_Chum salmon,CentralAK,Chum,salmon,10724,32,1.0724
metric_tons_wet,1983,SEAK_Chum salmon,SEAK,Chum,salmon,3371,32,0.3371
metric_tons_wet,1983,BCWC_Chum salmon,BCWC,Chum,salmon,21712,32,2.1712
metric_tons_wet,1983,Bering Sea_Sockeye salmon,BeringSea,Sockeye,salmon,32474,32,3.2474
metric_tons_wet,1983,Central AK_Sockeye salmon,CentralAK,Sockeye,salmon,11537,32,1.1537
metric_tons_wet,1983,SEAK_Sockeye salmon,SEAK,Sockeye,salmon,2034,32,0.2034
metric_tons_wet,1983,BCWC_Sockeye salmon,BCWC,Sockeye,salmon,20135,32,2.0135
metric_tons_wet,1983,Bering Sea_Chinook salmon,BeringSea,Chinook,salmon,4738,8,0.4738
metric_tons_wet,1983,Central AK_Chinook salmon,CentralAK,Chinook,salmon,1471,8,0.1471
metric_tons_wet,1983,SEAK_Chinook salmon,SEAK,Chinook,salmon,374,8,0.0374
metric_tons_wet,1983,BCWC_Chinook salmon,BCWC,Chinook,salmon,5057,8,0.5057
metric_tons_wet,1983,Bering Sea_Coho salmon,BeringSea,Coho,salmon,789,8,0.0789
metric_tons_wet,1983,Central AK_Coho salmon,CentralAK,Coho,salmon,3133,8,0.3133
metric_tons_wet,1983,SEAK_Coho salmon,SEAK,Coho,salmon,2781,8,0.2781
metric_tons_wet,1983,BCWC_Coho salmon,BCWC,Coho,salmon,3630,8,0.363
metric_tons_wet,1984,Bering Sea_Pink salmon,BeringSea,Pink,salmon,7348,33,0.7348
metric_tons_wet,1984,Central AK_Pink salmon,CentralAK,Pink,salmon,35192,33,3.5192
metric_tons_wet,1984,SEAK_Pink salmon,SEAK,Pink,salmon,44359,33,4.4359
metric_tons_wet,1984,BCWC_Pink salmon,BCWC,Pink,salmon,13491,33,1.3491
metric_tons_wet,1984,Bering Sea_Chum salmon,BeringSea,Chum,salmon,20747,33,2.0747
metric_tons_wet,1984,Central AK_Chum salmon,CentralAK,Chum,salmon,12220,33,1.222
metric_tons_wet,1984,SEAK_Chum salmon,SEAK,Chum,salmon,15226,33,1.5226
metric_tons_wet,1984,BCWC_Chum salmon,BCWC,Chum,salmon,22871,33,2.2871
metric_tons_wet,1984,Bering Sea_Sockeye salmon,BeringSea,Sockeye,salmon,43251,33,4.3251
metric_tons_wet,1984,Central AK_Sockeye salmon,CentralAK,Sockeye,salmon,13112,33,1.3112
metric_tons_wet,1984,SEAK_Sockeye salmon,SEAK,Sockeye,salmon,2203,33,0.2203
metric_tons_wet,1984,BCWC_Sockeye salmon,BCWC,Sockeye,salmon,15278,33,1.5278
metric_tons_wet,1984,Bering Sea_Chinook salmon,BeringSea,Chinook,salmon,3221,9,0.3221
metric_tons_wet,1984,Central AK_Chinook salmon,CentralAK,Chinook,salmon,1005,9,0.1005
metric_tons_wet,1984,SEAK_Chinook salmon,SEAK,Chinook,salmon,555,9,0.0555
metric_tons_wet,1984,BCWC_Chinook salmon,BCWC,Chinook,salmon,6892,9,0.6892
metric_tons_wet,1984,Bering Sea_Coho salmon,BeringSea,Coho,salmon,3622,9,0.3622
metric_tons_wet,1984,Central AK_Coho salmon,CentralAK,Coho,salmon,4956,9,0.4956
metric_tons_wet,1984,SEAK_Coho salmon,SEAK,Coho,salmon,3184,9,0.3184
metric_tons_wet,1984,BCWC_Coho salmon,BCWC,Coho,salmon,5397,9,0.5397
metric_tons_wet,1985,Bering Sea_Pink salmon,BeringSea,Pink,salmon,319,34,0.0319
metric_tons_wet,1985,Central AK_Pink salmon,CentralAK,Pink,salmon,23648,34,2.3648
metric_tons_wet,1985,SEAK_Pink salmon,SEAK,Pink,salmon,66308,34,6.6308
metric_tons_wet,1985,BCWC_Pink salmon,BCWC,Pink,salmon,32805,34,3.2805
metric_tons_wet,1985,Bering Sea_Chum salmon,BeringSea,Chum,salmon,18034,34,1.8034
metric_tons_wet,1985,Central AK_Chum salmon,CentralAK,Chum,salmon,14740,34,1.474
metric_tons_wet,1985,SEAK_Chum salmon,SEAK,Chum,salmon,10411,34,1.0411
metric_tons_wet,1985,BCWC_Chum salmon,BCWC,Chum,salmon,31973,34,3.1973
metric_tons_wet,1985,Bering Sea_Sockeye salmon,BeringSea,Sockeye,salmon,36719,34,3.6719
metric_tons_wet,1985,Central AK_Sockeye salmon,CentralAK,Sockeye,salmon,14224,34,1.4224
metric_tons_wet,1985,SEAK_Sockeye salmon,SEAK,Sockeye,salmon,2497,34,0.2497
metric_tons_wet,1985,BCWC_Sockeye salmon,BCWC,Sockeye,salmon,22572,34,2.2572
metric_tons_wet,1985,Bering Sea_Chinook salmon,BeringSea,Chinook,salmon,3954,10,0.3954
metric_tons_wet,1985,Central AK_Chinook salmon,CentralAK,Chinook,salmon,805,10,0.0805
metric_tons_wet,1985,SEAK_Chinook salmon,SEAK,Chinook,salmon,579,10,0.0579
metric_tons_wet,1985,BCWC_Chinook salmon,BCWC,Chinook,salmon,11438,10,1.1438
metric_tons_wet,1985,Bering Sea_Coho salmon,BeringSea,Coho,salmon,1780,10,0.178
metric_tons_wet,1985,Central AK_Coho salmon,CentralAK,Coho,salmon,6805,10,0.6805
metric_tons_wet,1985,SEAK_Coho salmon,SEAK,Coho,salmon,3962,10,0.3962
metric_tons_wet,1985,BCWC_Coho salmon,BCWC,Coho,salmon,4585,10,0.4585
metric_tons_wet,1986,Bering Sea_Pink salmon,BeringSea,Pink,salmon,1692,35,0.1692
metric_tons_wet,1986,Central AK_Pink salmon,CentralAK,Pink,salmon,19544,35,1.9544
metric_tons_wet,1986,SEAK_Pink salmon,SEAK,Pink,salmon,58811,35,5.8811
metric_tons_wet,1986,BCWC_Pink salmon,BCWC,Pink,salmon,26682,35,2.6682
metric_tons_wet,1986,Bering Sea_Chum salmon,BeringSea,Chum,salmon,17078,35,1.7078
metric_tons_wet,1986,Central AK_Chum salmon,CentralAK,Chum,salmon,11667,35,1.1667
metric_tons_wet,1986,SEAK_Chum salmon,SEAK,Chum,salmon,8793,35,0.8793
metric_tons_wet,1986,BCWC_Chum salmon,BCWC,Chum,salmon,38850,35,3.885
metric_tons_wet,1986,Bering Sea_Sockeye salmon,BeringSea,Sockeye,salmon,24368,35,2.4368
metric_tons_wet,1986,Central AK_Sockeye salmon,CentralAK,Sockeye,salmon,12416,35,1.2416
metric_tons_wet,1986,SEAK_Sockeye salmon,SEAK,Sockeye,salmon,1769,35,0.1769
metric_tons_wet,1986,BCWC_Sockeye salmon,BCWC,Sockeye,salmon,22558,35,2.2558
metric_tons_wet,1986,Bering Sea_Chinook salmon,BeringSea,Chinook,salmon,2750,11,0.275
metric_tons_wet,1986,Central AK_Chinook salmon,CentralAK,Chinook,salmon,949,11,0.0949
metric_tons_wet,1986,SEAK_Chinook salmon,SEAK,Chinook,salmon,759,11,0.0759
metric_tons_wet,1986,BCWC_Chinook salmon,BCWC,Chinook,salmon,10761,11,1.0761
metric_tons_wet,1986,Bering Sea_Coho salmon,BeringSea,Coho,salmon,2261,11,0.2261
metric_tons_wet,1986,Central AK_Coho salmon,CentralAK,Coho,salmon,4411,11,0.4411
metric_tons_wet,1986,SEAK_Coho salmon,SEAK,Coho,salmon,5026,11,0.5026
metric_tons_wet,1986,BCWC_Coho salmon,BCWC,Coho,salmon,4854,11,0.4854
metric_tons_wet,1987,Bering Sea_Pink salmon,BeringSea,Pink,salmon,293,36,0.0293
metric_tons_wet,1987,Central AK_Pink salmon,CentralAK,Pink,salmon,22138,36,2.2138
metric_tons_wet,1987,SEAK_Pink salmon,SEAK,Pink,salmon,36945,36,3.6945
metric_tons_wet,1987,BCWC_Pink salmon,BCWC,Pink,salmon,48764,36,4.8764
metric_tons_wet,1987,Bering Sea_Chum salmon,BeringSea,Chum,salmon,16985,36,1.6985
metric_tons_wet,1987,Central AK_Chum salmon,CentralAK,Chum,salmon,9530,36,0.953
metric_tons_wet,1987,SEAK_Chum salmon,SEAK,Chum,salmon,14418,36,1.4418
metric_tons_wet,1987,BCWC_Chum salmon,BCWC,Chum,salmon,26787,36,2.6787
metric_tons_wet,1987,Bering Sea_Sockeye salmon,BeringSea,Sockeye,salmon,35002,36,3.5002
metric_tons_wet,1987,Central AK_Sockeye salmon,CentralAK,Sockeye,salmon,13714,36,1.3714
metric_tons_wet,1987,SEAK_Sockeye salmon,SEAK,Sockeye,salmon,2028,36,0.2028
metric_tons_wet,1987,BCWC_Sockeye salmon,BCWC,Sockeye,salmon,19859,36,1.9859
metric_tons_wet,1987,Bering Sea_Chinook salmon,BeringSea,Chinook,salmon,3383,12,0.3383
metric_tons_wet,1987,Central AK_Chinook salmon,CentralAK,Chinook,salmon,1087,12,0.1087
metric_tons_wet,1987,SEAK_Chinook salmon,SEAK,Chinook,salmon,736,12,0.0736
metric_tons_wet,1987,BCWC_Chinook salmon,BCWC,Chinook,salmon,11374,12,1.1374
metric_tons_wet,1987,Bering Sea_Coho salmon,BeringSea,Coho,salmon,1617,12,0.1617
metric_tons_wet,1987,Central AK_Coho salmon,CentralAK,Coho,salmon,3047,12,0.3047
metric_tons_wet,1987,SEAK_Coho salmon,SEAK,Coho,salmon,2109,12,0.2109
metric_tons_wet,1987,BCWC_Coho salmon,BCWC,Coho,salmon,3691,12,0.3691
metric_tons_wet,1988,Bering Sea_Pink salmon,BeringSea,Pink,salmon,9044,37,0.9044
metric_tons_wet,1988,Central AK_Pink salmon,CentralAK,Pink,salmon,26832,37,2.6832
metric_tons_wet,1988,SEAK_Pink salmon,SEAK,Pink,salmon,19886,37,1.9886
metric_tons_wet,1988,BCWC_Pink salmon,BCWC,Pink,salmon,18502,37,1.8502
metric_tons_wet,1988,Bering Sea_Chum salmon,BeringSea,Chum,salmon,22836,37,2.2836
metric_tons_wet,1988,Central AK_Chum salmon,CentralAK,Chum,salmon,14305,37,1.4305
metric_tons_wet,1988,SEAK_Chum salmon,SEAK,Chum,salmon,13058,37,1.3058
metric_tons_wet,1988,BCWC_Chum salmon,BCWC,Chum,salmon,29819,37,2.9819
metric_tons_wet,1988,Bering Sea_Sockeye salmon,BeringSea,Sockeye,salmon,26486,37,2.6486
metric_tons_wet,1988,Central AK_Sockeye salmon,CentralAK,Sockeye,salmon,12010,37,1.201
metric_tons_wet,1988,SEAK_Sockeye salmon,SEAK,Sockeye,salmon,1451,37,0.1451
metric_tons_wet,1988,BCWC_Sockeye salmon,BCWC,Sockeye,salmon,15723,37,1.5723
metric_tons_wet,1988,Bering Sea_Chinook salmon,BeringSea,Chinook,salmon,2697,13,0.2697
metric_tons_wet,1988,Central AK_Chinook salmon,CentralAK,Chinook,salmon,1116,13,0.1116
metric_tons_wet,1988,SEAK_Chinook salmon,SEAK,Chinook,salmon,918,13,0.0918
metric_tons_wet,1988,BCWC_Chinook salmon,BCWC,Chinook,salmon,12838,13,1.2838
metric_tons_wet,1988,Bering Sea_Coho salmon,BeringSea,Coho,salmon,2545,13,0.2545
metric_tons_wet,1988,Central AK_Coho salmon,CentralAK,Coho,salmon,6692,13,0.6692
metric_tons_wet,1988,SEAK_Coho salmon,SEAK,Coho,salmon,1715,13,0.1715
metric_tons_wet,1988,BCWC_Coho salmon,BCWC,Coho,salmon,3733,13,0.3733
metric_tons_wet,1989,Bering Sea_Pink salmon,BeringSea,Pink,salmon,305,38,0.0305
metric_tons_wet,1989,Central AK_Pink salmon,CentralAK,Pink,salmon,41972,38,4.1972
metric_tons_wet,1989,SEAK_Pink salmon,SEAK,Pink,salmon,47360,38,4.736
metric_tons_wet,1989,BCWC_Pink salmon,BCWC,Pink,salmon,10080,38,1.008
metric_tons_wet,1989,Bering Sea_Chum salmon,BeringSea,Chum,salmon,17143,38,1.7143
metric_tons_wet,1989,Central AK_Chum salmon,CentralAK,Chum,salmon,10061,38,1.0061
metric_tons_wet,1989,SEAK_Chum salmon,SEAK,Chum,salmon,3903,38,0.3903
metric_tons_wet,1989,BCWC_Chum salmon,BCWC,Chum,salmon,34323,38,3.4323
metric_tons_wet,1989,Bering Sea_Sockeye salmon,BeringSea,Sockeye,salmon,43800,38,4.38
metric_tons_wet,1989,Central AK_Sockeye salmon,CentralAK,Sockeye,salmon,13508,38,1.3508
metric_tons_wet,1989,SEAK_Sockeye salmon,SEAK,Sockeye,salmon,2162,38,0.2162
metric_tons_wet,1989,BCWC_Sockeye salmon,BCWC,Sockeye,salmon,15447,38,1.5447
metric_tons_wet,1989,Bering Sea_Chinook salmon,BeringSea,Chinook,salmon,2923,14,0.2923
metric_tons_wet,1989,Central AK_Chinook salmon,CentralAK,Chinook,salmon,734,14,0.0734
metric_tons_wet,1989,SEAK_Chinook salmon,SEAK,Chinook,salmon,854,14,0.0854
metric_tons_wet,1989,BCWC_Chinook salmon,BCWC,Chinook,salmon,11402,14,1.1402
metric_tons_wet,1989,Bering Sea_Coho salmon,BeringSea,Coho,salmon,2498,14,0.2498
metric_tons_wet,1989,Central AK_Coho salmon,CentralAK,Coho,salmon,3861,14,0.3861
metric_tons_wet,1989,SEAK_Coho salmon,SEAK,Coho,salmon,2964,14,0.2964
