chemical,year,species,location,median,low75,high75,low50,high50,type,group,units
DHA,1999,Pink,CentralAK,183752666028.6603,115467223047.7349,295568674752.09204,138970279069.35925,237985638006.1813,Nutrients,Species,Kg
DHA,1999,Pink,SEAK,357196036683.6854,224536809859.16443,561906404727.0111,272375543011.5603,465704154222.0083,Nutrients,Species,Kg
DHA,1999,Sockeye,BCWC,237885289942.56128,148966957996.45395,375871583622.4622,185120491741.0057,308055013168.9491,Nutrients,Species,Kg
DHA,1999,Sockeye,BeringSea,334287061779.8324,207206311747.35162,512713321588.6693,256469025655.2091,429736911049.6869,Nutrients,Species,Kg
DHA,1999,Sockeye,CentralAK,170146013872.47354,106359380827.96721,264085319108.17407,133071728000.89899,215972460240.95212,Nutrients,Species,Kg
DHA,1999,Sockeye,SEAK,18566017214.681633,11932571596.919977,28842223789.839367,14488511234.287457,23744963270.446964,Nutrients,Species,Kg
DHA,2000,Chinook,BCWC,89199124038.63214,50709672747.26359,162073854932.77313,64464536955.7199,124967006511.73013,Nutrients,Species,Kg
DHA,2000,Chinook,BeringSea,29288035519.829357,16784648933.720156,53079853686.53108,21378165559.290245,41819901183.40775,Nutrients,Species,Kg
DHA,2000,Chinook,CentralAK,5568725533.88394,3128835661.094984,10001016302.884588,3893651950.806329,7663901851.486076,Nutrients,Species,Kg
DHA,2000,Chinook,SEAK,5602868759.206884,3200563394.014993,10140402197.886148,4017901487.814399,7964531639.126322,Nutrients,Species,Kg
DHA,2000,Chum,BCWC,255109069044.07495,117837476476.05226,542357224959.38,172521074255.034,393834104486.0392,Nutrients,Species,Kg
DHA,2000,Chum,BeringSea,134098547205.96695,61097677500.68547,284942730953.38995,89199306970.0965,207178785898.63794,Nutrients,Species,Kg
DHA,2000,Chum,CentralAK,67590114897.30298,31953776887.897617,146928764441.34604,45143258236.06051,106454861021.96075,Nutrients,Species,Kg
DHA,2000,Chum,SEAK,138076924061.68298,62647423060.58332,303993457346.915,90352127455.83423,215575426758.1468,Nutrients,Species,Kg
DHA,2000,Coho,BCWC,43581527876.31949,22873147922.880215,88390605481.86542,30432980895.732323,66270686608.396904,Nutrients,Species,Kg
DHA,2000,Coho,BeringSea,7737226943.70307,4023538337.4450064,15216644258.899035,5263044728.730942,11492399431.311796,Nutrients,Species,Kg
DHA,2000,Coho,CentralAK,27117704172.46399,14001729557.464684,54560218111.101395,19024380783.426826,42447572852.72584,Nutrients,Species,Kg
DHA,2000,Coho,SEAK,28574075994.179935,14896450339.484068,58277446331.51682,20133557921.69806,43599691242.769264,Nutrients,Species,Kg
DHA,2000,Pink,BCWC,167857472863.82324,107619594213.60533,261296618418.07474,128077593571.58833,212909568256.61743,Nutrients,Species,Kg
DHA,2000,Pink,BeringSea,21008462059.765377,13425566638.141407,33390420386.03843,16222937611.207924,27590651845.946774,Nutrients,Species,Kg
DHA,2000,Pink,CentralAK,186074197979.9682,117749046100.91019,300935137552.92004,140420362023.95883,240847866474.62595,Nutrients,Species,Kg
DHA,2000,Pink,SEAK,363108336859.06445,227753675932.43134,574211763482.8185,277609862725.80963,475497527276.4984,Nutrients,Species,Kg
DHA,2000,Sockeye,BCWC,238910004735.26718,148896869917.46423,378126617155.65027,187069444656.63336,309993322840.47406,Nutrients,Species,Kg
DHA,2000,Sockeye,BeringSea,328971694281.3176,205665797152.55304,506261752668.9597,252528961322.50385,423392665214.71704,Nutrients,Species,Kg
DHA,2000,Sockeye,CentralAK,171735196941.89368,109213178673.51672,268330389546.30487,134799459591.26996,220083958281.53543,Nutrients,Species,Kg
DHA,2000,Sockeye,SEAK,18327983813.721275,11806016239.676788,28399259653.715057,14405836546.614368,23450765436.541077,Nutrients,Species,Kg
DHA,2001,Chinook,BCWC,90367282000.51001,51179790369.88045,163299912126.58984,64814603115.35091,125175341262.99286,Nutrients,Species,Kg
DHA,2001,Chinook,BeringSea,28499198241.490444,16493236578.279186,52193829901.742294,20904659634.02236,40538547590.42288,Nutrients,Species,Kg
DHA,2001,Chinook,CentralAK,5309594529.868521,2996505898.5636263,9602420577.918781,3739359806.841574,7341494364.658586,Nutrients,Species,Kg
DHA,2001,Chinook,SEAK,5401565376.839113,3050224293.252863,9842194920.712723,3897100021.1966457,7650597890.720073,Nutrients,Species,Kg
DHA,2001,Chum,BCWC,249762625512.4973,115894486532.25797,525936380791.0154,168780232126.91702,388068808459.9064,Nutrients,Species,Kg
DHA,2001,Chum,BeringSea,135339445087.3636,62261370821.808014,289551013866.53577,90352650985.2016,209304854757.82965,Nutrients,Species,Kg
DHA,2001,Chum,CentralAK,67629283277.45091,31863359949.777756,148419247890.80933,45384031897.853386,106443625660.06935,Nutrients,Species,Kg
DHA,2001,Chum,SEAK,131640172782.41852,60864387760.30151,291122068975.75916,85852533045.88705,206791047522.4053,Nutrients,Species,Kg
DHA,2001,Coho,BCWC,45555649568.03243,24020544830.552647,92872203184.21352,31839139781.607147,68675537888.13736,Nutrients,Species,Kg
DHA,2001,Coho,BeringSea,7133324501.322027,3727235708.8419156,14242074658.334515,4902891341.627072,10755164135.933933,Nutrients,Species,Kg
DHA,2001,Coho,CentralAK,26450773191.093876,13999445084.231127,53814241910.081314,18760039121.402557,41744748829.94914,Nutrients,Species,Kg
DHA,2001,Coho,SEAK,28062253746.924156,14663631401.144426,57505494796.543976,19831476048.72077,42428978146.31401,Nutrients,Species,Kg
DHA,2001,Pink,BCWC,171271218203.226,109748114131.45847,264731053154.44308,129707079616.7521,216580125173.30878,Nutrients,Species,Kg
DHA,2001,Pink,BeringSea,21358399874.987286,13505006454.057772,33755926823.416733,16476891817.066381,27988384279.14917,Nutrients,Species,Kg
DHA,2001,Pink,CentralAK,188631694678.10715,118990758368.06529,304603652711.675,142382056046.7364,242347248894.46243,Nutrients,Species,Kg
DHA,2001,Pink,SEAK,368354009633.73865,230895790866.7454,577601403975.8708,281906066046.9174,481148266467.5154,Nutrients,Species,Kg
DHA,2001,Sockeye,BCWC,240384544314.09665,150148701927.0229,379866373634.22424,187838546516.18286,310460862350.6965,Nutrients,Species,Kg
DHA,2001,Sockeye,BeringSea,325073355766.79803,204660169394.9434,501378978555.1742,251438176978.9313,421791928764.1956,Nutrients,Species,Kg
DHA,2001,Sockeye,CentralAK,174500174595.70215,110760632534.64243,271185472766.0592,137495255426.81903,225102261939.43463,Nutrients,Species,Kg
DHA,2001,Sockeye,SEAK,18046529352.38717,11611971600.12523,28308567508.956776,14221206880.998755,23392454547.18033,Nutrients,Species,Kg
DHA,2002,Chinook,BCWC,90508007049.99765,51405258901.32429,164437471013.23392,64992592054.293396,124426309108.35616,Nutrients,Species,Kg
DHA,2002,Chinook,BeringSea,27641004008.187798,16236632302.177748,50325597902.42513,20281108524.085175,39404563177.47223,Nutrients,Species,Kg
DHA,2002,Chinook,CentralAK,5108681717.038639,2852268902.5040517,9207136288.096258,3585841150.8751316,7043841607.962356,Nutrients,Species,Kg
DHA,2002,Chinook,SEAK,5142532675.422182,2931967255.146131,9433563368.228182,3711392000.112107,7275730080.160129,Nutrients,Species,Kg
DHA,2002,Chum,BCWC,242484053547.97607,112370048839.2653,508955982329.50305,165773706799.9135,375209343264.5256,Nutrients,Species,Kg
DHA,2002,Chum,BeringSea,137689753480.17014,63673479917.70482,294440699291.24536,92012990352.2756,211328449754.9331,Nutrients,Species,Kg
DHA,2002,Chum,CentralAK,67468263808.37728,31887543742.389687,148953831135.7247,45014227195.60809,105806490491.02945,Nutrients,Species,Kg
DHA,2002,Chum,SEAK,124910653280.9093,56961602471.00183,270898085891.25397,80514887708.5665,195017332410.33868,Nutrients,Species,Kg
DHA,2002,Coho,BCWC,47372605838.52092,25128951467.839203,95914617416.39784,32699819162.26126,71678055218.85277,Nutrients,Species,Kg
DHA,2002,Coho,BeringSea,6740144394.583471,3516085264.7655177,13450266739.776577,4632101517.557648,10148039055.563097,Nutrients,Species,Kg
DHA,2002,Coho,CentralAK,26261968650.897415,13834995482.996632,53265505911.15967,18456346006.980217,41153272733.81619,Nutrients,Species,Kg
DHA,2002,Coho,SEAK,27432255138.773018,14495848701.648626,56340298408.16236,19502351594.477192,41926883220.95978,Nutrients,Species,Kg
DHA,2002,Pink,BCWC,174492072607.12637,110545188382.34113,270312303499.83038,131536785710.14273,220643677962.84244,Nutrients,Species,Kg
DHA,2002,Pink,BeringSea,21792929353.84694,13910971082.411953,34883158865.22769,16929457099.362587,28395248394.47233,Nutrients,Species,Kg
DHA,2002,Pink,CentralAK,191262844412.8551,120106511843.78436,307301344871.8097,143190260497.34222,244319579079.17392,Nutrients,Species,Kg
DHA,2002,Pink,SEAK,374369794327.36835,235827595577.80756,585124818939.763,284952395341.9893,485741182883.7051,Nutrients,Species,Kg
DHA,2002,Sockeye,BCWC,240929570137.17212,150433084717.00555,377400969325.7541,186478780537.2197,310495180895.77423,Nutrients,Species,Kg
DHA,2002,Sockeye,BeringSea,322491467989.27905,203216928371.64212,498340700241.8257,249558520832.48837,417990940986.919,Nutrients,Species,Kg
DHA,2002,Sockeye,CentralAK,176880460456.52087,111644632154.48073,274877826716.90775,138538862972.42654,227631411293.777,Nutrients,Species,Kg
DHA,2002,Sockeye,SEAK,17911171884.315735,11469611344.48735,27987233760.80002,14064255279.44501,23240373474.260345,Nutrients,Species,Kg
DHA,2003,Chinook,BCWC,89237039240.15399,50822208194.11758,164345224052.58133,64894038987.94052,123178100889.07866,Nutrients,Species,Kg
DHA,2003,Chinook,BeringSea,26278791697.03495,15536179092.223831,48224170073.22874,19316975397.57438,37761394992.504974,Nutrients,Species,Kg
DHA,2003,Chinook,CentralAK,4877943850.637967,2730306707.073655,8688485344.575703,3415227622.3321447,6694436986.826656,Nutrients,Species,Kg
DHA,2003,Chinook,SEAK,4865577514.699926,2772700868.860227,8840403958.505236,3549694159.8217916,6891138849.974598,Nutrients,Species,Kg
DHA,2003,Chum,BCWC,235439101522.4591,110648035949.30537,488835431549.47253,161149811834.8801,359622331244.53516,Nutrients,Species,Kg
DHA,2003,Chum,BeringSea,139199251880.14,65239741600.878654,298377772861.3606,93264225920.41116,214753199670.63013,Nutrients,Species,Kg
DHA,2003,Chum,CentralAK,67234802284.898674,31711743962.27295,147165751988.98282,45171798431.547516,104659629620.7155,Nutrients,Species,Kg
DHA,2003,Chum,SEAK,117291841522.2993,53273121770.05679,248677985492.7352,75253890201.88576,181967187887.06195,Nutrients,Species,Kg
DHA,2003,Coho,BCWC,48476729315.83625,25501726234.32035,98402205459.76997,33509672719.713486,73555519381.566,Nutrients,Species,Kg
DHA,2003,Coho,BeringSea,6380904984.504326,3342652271.98976,12799173069.00946,4462003612.55191,9606146673.09779,Nutrients,Species,Kg
DHA,2003,Coho,CentralAK,26072277819.033234,13583841270.286726,53013257241.54382,18215824364.20528,39850842100.35667,Nutrients,Species,Kg
DHA,2003,Coho,SEAK,26655617329.614822,14240002843.908834,55343576398.06734,18880754236.627934,40932536335.27376,Nutrients,Species,Kg
DHA,2003,Pink,BCWC,178535536459.27798,112566958578.9723,272619778332.1946,133233322080.07394,223825019144.84363,Nutrients,Species,Kg
DHA,2003,Pink,BeringSea,22185592395.01448,14304387631.986004,35432178943.61412,17088789305.541496,29136143725.704185,Nutrients,Species,Kg
DHA,2003,Pink,CentralAK,192695102440.97736,120790446778.79916,308446210046.24634,144828924622.80115,247111105186.95215,Nutrients,Species,Kg
DHA,2003,Pink,SEAK,377042833912.93915,238375233819.50464,595790621472.3804,288350085940.4264,486514847787.52496,Nutrients,Species,Kg
DHA,2003,Sockeye,BCWC,241066080427.69482,150448860314.73166,378466821696.57983,186399960409.46057,309981024792.6722,Nutrients,Species,Kg
DHA,2003,Sockeye,BeringSea,320618517072.3695,201555700766.6379,492659058536.9282,247967649891.48145,413525712422.01935,Nutrients,Species,Kg
DHA,2003,Sockeye,CentralAK,178207196103.97144,112189015928.09784,277079009920.35046,139375507121.01282,229355191716.7373,Nutrients,Species,Kg
DHA,2003,Sockeye,SEAK,17757817217.63352,11281072967.624237,27915101609.70024,13885461438.901735,22939625109.422283,Nutrients,Species,Kg
DHA,2004,Chinook,BCWC,88348968806.99847,50430465776.920494,162369645575.61313,63898886407.26137,120010889077.72896,Nutrients,Species,Kg
DHA,2004,Chinook,BeringSea,24767357348.304756,14636491700.59947,44729747468.276596,17929046866.570602,34760926935.875694,Nutrients,Species,Kg
DHA,2004,Chinook,CentralAK,4626454339.753601,2609582069.814722,8244987503.097217,3263925643.4366126,6360844533.039013,Nutrients,Species,Kg
DHA,2004,Chinook,SEAK,4578871518.369898,2630658895.8911467,8364865551.79414,3351310684.863339,6423071153.971172,Nutrients,Species,Kg
DHA,2004,Chum,BCWC,226258349654.39404,106646109969.41782,472948743107.6348,155303030760.4225,343644530204.89795,Nutrients,Species,Kg
DHA,2004,Chum,BeringSea,140997436213.57205,66657310005.67722,301491954826.7171,94695705448.18517,218801312463.04468,Nutrients,Species,Kg
DHA,2004,Chum,CentralAK,67145501191.91899,31519429658.53357,144123437476.36948,44576878875.20082,104523828083.93657,Nutrients,Species,Kg
DHA,2004,Chum,SEAK,108304475440.85966,49084542349.58014,228353292034.08157,68561134854.472916,167671734919.60217,Nutrients,Species,Kg
DHA,2004,Coho,BCWC,49137977696.65557,25737599841.06327,99853877676.50565,33913455518.449734,73933891382.86288,Nutrients,Species,Kg
DHA,2004,Coho,BeringSea,6135833625.072047,3198890954.154178,12318481461.214056,4250364897.8133726,9273732385.164589,Nutrients,Species,Kg
DHA,2004,Coho,CentralAK,25707099742.851665,13441344905.678276,52856817605.91017,17971675254.72274,38938380805.171295,Nutrients,Species,Kg
DHA,2004,Coho,SEAK,26315228226.7843,13956279986.600018,53833383593.88728,18450753547.61034,40550937212.33754,Nutrients,Species,Kg
DHA,2004,Pink,BCWC,180842034389.5473,113557584097.76605,276979510730.61646,135266259816.36075,227020751096.71616,Nutrients,Species,Kg
DHA,2004,Pink,BeringSea,22838619286.71533,14606530324.717825,36483203133.82696,17474241729.774307,29733593379.36609,Nutrients,Species,Kg
DHA,2004,Pink,CentralAK,192605678966.65112,121356124271.17978,307197891362.33246,145222972406.3695,247766676597.866,Nutrients,Species,Kg
DHA,2004,Pink,SEAK,380654263366.0511,237432648698.62003,593558873822.1799,288925384950.0968,486060874488.20917,Nutrients,Species,Kg
DHA,2004,Sockeye,BCWC,240303818575.20947,151102501709.13388,376891717929.7901,184290367057.8916,309749642266.0912,Nutrients,Species,Kg
DHA,2004,Sockeye,BeringSea,318083642557.3644,199499851192.92746,487947535814.5705,245892325352.92828,406462387621.6816,Nutrients,Species,Kg
DHA,2004,Sockeye,CentralAK,179362232173.1029,112112820305.84091,278105563887.94196,140591150876.67114,231024442222.36575,Nutrients,Species,Kg
DHA,2004,Sockeye,SEAK,17482801356.59101,11178653671.676815,27629883696.811977,13718270761.07948,22790653716.56803,Nutrients,Species,Kg
DHA,2005,Chinook,BCWC,86300498414.93556,49423142559.73765,157940072582.0852,61980926002.546646,117513537215.39758,Nutrients,Species,Kg
DHA,2005,Chinook,BeringSea,23026220564.88864,13496148561.744879,41654177686.52699,16477124874.074903,31719053330.97812,Nutrients,Species,Kg
DHA,2005,Chinook,CentralAK,4372821204.857305,2461483526.832181,7785407009.810667,3120709144.9469624,6027911469.544811,Nutrients,Species,Kg
DHA,2005,Chinook,SEAK,4304656484.630093,2461680541.863504,7833631390.038076,3153684141.376635,6035278030.667551,Nutrients,Species,Kg
DHA,2005,Chum,BCWC,217486255722.51608,103466684688.23753,454403420047.4994,148222529162.3387,331392382313.3509,Nutrients,Species,Kg
DHA,2005,Chum,BeringSea,144324128150.29218,68553291329.81576,306699253676.77765,96003060991.67653,223748732731.92493,Nutrients,Species,Kg
DHA,2005,Chum,CentralAK,66615308931.90878,31402196382.087906,143570474138.26733,44105554190.75921,101797912946.4112,Nutrients,Species,Kg
DHA,2005,Chum,SEAK,99309324134.15216,44527882716.66351,205869482999.93454,62478786398.5187,149573481590.85916,Nutrients,Species,Kg
DHA,2005,Coho,BCWC,48821423805.22013,25451061823.732037,101190095218.01909,33984091310.147682,73866719995.26814,Nutrients,Species,Kg
DHA,2005,Coho,BeringSea,5985185875.1819725,3169574471.114105,11957954484.366117,4087072425.8590236,9198332641.469372,Nutrients,Species,Kg
DHA,2005,Coho,CentralAK,25208200037.07502,13294371071.81241,52425523189.34519,17640203427.627922,38142093526.40027,Nutrients,Species,Kg
DHA,2005,Coho,SEAK,25742149746.401405,13704602442.558268,52702522048.14556,18213097462.570415,39687662816.23923,Nutrients,Species,Kg
DHA,2005,Pink,BCWC,182867102594.87823,114941887435.89615,281771069174.04175,137122213164.7248,230140758715.8572,Nutrients,Species,Kg
DHA,2005,Pink,BeringSea,22820830723.847878,14832762156.613811,36989337383.01293,17598815791.307854,29961328765.008316,Nutrients,Species,Kg
DHA,2005,Pink,CentralAK,192392763235.07153,121929952480.43741,306321554892.2289,144892384268.00177,248325628805.50635,Nutrients,Species,Kg
DHA,2005,Pink,SEAK,380378410386.4209,238608269893.2434,596506052587.8679,288225820469.3677,485974309425.7768,Nutrients,Species,Kg
DHA,2005,Sockeye,BCWC,240857182685.69803,150719818645.25336,377068776260.7788,183240078480.53363,308934041513.21545,Nutrients,Species,Kg
DHA,2005,Sockeye,BeringSea,313500065705.2417,196118393526.60437,485326178140.01324,245248461926.54663,403537651880.8268,Nutrients,Species,Kg
DHA,2005,Sockeye,CentralAK,181626519932.44077,113005293378.96599,279987910196.50214,141894402808.4115,233508453904.73065,Nutrients,Species,Kg
DHA,2005,Sockeye,SEAK,17288957463.75921,11111356422.194538,27301882542.09545,13590354651.391424,22606934684.395737,Nutrients,Species,Kg
DHA,2006,Chinook,BCWC,83868027501.61157,48116511762.26146,152443449854.05054,60360567750.463684,114791872453.41154,Nutrients,Species,Kg
DHA,2006,Chinook,BeringSea,20895313062.11184,12236446726.18272,37955954415.14847,15053858787.381227,29078258280.36603,Nutrients,Species,Kg
DHA,2006,Chinook,CentralAK,4075956261.409315,2323168056.8191023,7333999297.309307,2932139346.386054,5680500731.5867195,Nutrients,Species,Kg
DHA,2006,Chinook,SEAK,3993306570.10805,2309424057.1983438,7353894103.541958,2926366079.750506,5605261235.961521,Nutrients,Species,Kg
DHA,2006,Chum,BCWC,207715153502.74814,99807960729.50432,441554118633.02563,141174441342.97092,322209343137.90845,Nutrients,Species,Kg
DHA,2006,Chum,BeringSea,146167353051.7271,69097592802.7716,312197759586.06683,97889309443.2454,229507879996.32126,Nutrients,Species,Kg
DHA,2006,Chum,CentralAK,65750551793.53751,31225958792.518166,140886222712.51086,43712475997.968605,101026312694.17511,Nutrients,Species,Kg
DHA,2006,Chum,SEAK,90350234678.86948,41660014814.4458,185579664117.89346,56934507288.36732,134172123910.12048,Nutrients,Species,Kg
DHA,2006,Coho,BCWC,48724935786.75302,25156589244.898796,101206205497.88387,33740422292.309456,74231987058.03845,Nutrients,Species,Kg
DHA,2006,Coho,BeringSea,5832226239.306311,3087595417.7862077,11466244335.61155,3987382750.1741524,8934460619.553577,Nutrients,Species,Kg
DHA,2006,Coho,CentralAK,24896318736.00596,13011313010.979702,51704755031.32972,17446656308.8945,37587184481.221115,Nutrients,Species,Kg
DHA,2006,Coho,SEAK,25285620109.192825,13549698146.60807,51748863829.8607,17821501839.921017,39273785948.34586,Nutrients,Species,Kg
DHA,2006,Pink,BCWC,184510232818.64154,115304498687.36464,284955635094.56555,139395124461.10095,232077672951.28894,Nutrients,Species,Kg
DHA,2006,Pink,BeringSea,22941606263.078438,14748568768.37033,37321983317.756226,17693729026.429375,29843568441.1725,Nutrients,Species,Kg
DHA,2006,Pink,CentralAK,191848388504.42017,123006126574.93915,302520394625.0792,145921485119.05786,249959248716.33508,Nutrients,Species,Kg
DHA,2006,Pink,SEAK,379311670939.8756,239397517700.5775,597406646025.7866,288144173161.0663,485282345919.0912,Nutrients,Species,Kg
DHA,2006,Sockeye,BCWC,240020617107.5337,149427518423.01282,377307530986.76825,183142132234.25424,306088932252.06366,Nutrients,Species,Kg
DHA,2006,Sockeye,BeringSea,309055800454.7533,193843549525.94244,482516183338.09717,242314995613.29935,399337614437.67664,Nutrients,Species,Kg
DHA,2006,Sockeye,CentralAK,181878465212.41724,113036416182.08289,282465731885.64716,141790643005.20694,235862859186.67017,Nutrients,Species,Kg
DHA,2006,Sockeye,SEAK,17048508790.847683,10971124939.942698,26833532025.51872,13531681778.079538,22380388547.269672,Nutrients,Species,Kg
DHA,2007,Chinook,BCWC,81023051599.37093,46661424621.75473,145429506534.61325,58408434184.05891,110822176473.16467,Nutrients,Species,Kg
DHA,2007,Chinook,BeringSea,18949636476.129784,10894756862.14669,34549744177.8401,13784245187.266441,26319363953.056824,Nutrients,Species,Kg
DHA,2007,Chinook,CentralAK,3839900166.6675262,2194152785.453701,6918297785.173852,2797458185.4924736,5345243469.805355,Nutrients,Species,Kg
DHA,2007,Chinook,SEAK,3731734398.0453377,2135088401.8833404,6868066889.534832,2693064203.395229,5212345822.476614,Nutrients,Species,Kg
DHA,2007,Chum,BCWC,199588996592.99835,94460623376.65489,420818874275.6012,134989279020.8541,309539084730.1515,Nutrients,Species,Kg
DHA,2007,Chum,BeringSea,150096407554.9406,69879896518.83788,317823568229.88403,100263804174.64035,233653659643.82166,Nutrients,Species,Kg
DHA,2007,Chum,CentralAK,64990676420.34198,30977448742.162304,139257476452.5549,43186387955.07087,99470928738.90842,Nutrients,Species,Kg
DHA,2007,Chum,SEAK,80377956461.9221,37994126035.37605,169445065267.65964,50838169229.907425,122141021933.18083,Nutrients,Species,Kg
DHA,2007,Coho,BCWC,48371197866.84389,24873925114.275818,100344045689.03938,33997290364.07712,74591212025.3501,Nutrients,Species,Kg
DHA,2007,Coho,BeringSea,5680573267.69151,3005943094.281145,11247729743.809303,3912441291.4854875,8807371486.945463,Nutrients,Species,Kg
DHA,2007,Coho,CentralAK,24373212728.12651,12842721110.330345,50956630574.81898,17343822735.101013,36587375407.54796,Nutrients,Species,Kg
DHA,2007,Coho,SEAK,24713997812.645393,13432392315.52974,51059330583.70421,17513815809.87965,38895059354.844795,Nutrients,Species,Kg
DHA,2007,Pink,BCWC,186390817452.74002,116477132468.22874,290299692066.43933,140360592675.76215,235338351623.83884,Nutrients,Species,Kg
DHA,2007,Pink,BeringSea,22688863557.2994,14502612079.022293,36902825417.90047,17526759904.47262,29385144429.871403,Nutrients,Species,Kg
DHA,2007,Pink,CentralAK,191523422893.57715,123404955923.6616,300546334144.557,146481442487.65408,250269257412.63547,Nutrients,Species,Kg
DHA,2007,Pink,SEAK,378765034317.42773,239254501166.54364,594093030634.849,287087454591.5518,487685348369.8069,Nutrients,Species,Kg
DHA,2007,Sockeye,BCWC,238463897151.47754,148976512326.41037,374605119090.5943,181923723742.50757,304845295170.2845,Nutrients,Species,Kg
DHA,2007,Sockeye,BeringSea,304287889407.3447,190804298042.58792,476949872476.3595,240018649229.24844,397704470490.7482,Nutrients,Species,Kg
DHA,2007,Sockeye,CentralAK,182740479778.53165,113621779094.99371,283868496968.30475,141888724428.73743,237507546339.07858,Nutrients,Species,Kg
DHA,2007,Sockeye,SEAK,16921071050.04553,10888568359.853134,26551442944.87587,13403376898.780304,22188872392.242634,Nutrients,Species,Kg
DHA,2008,Chinook,BCWC,79002914367.94812,44843444005.98195,140993921993.55798,56357340391.88329,107970722728.49828,Nutrients,Species,Kg
DHA,2008,Chinook,BeringSea,16863020411.963264,9693996863.4696,31182552119.111378,12371089434.035246,23614850808.481033,Nutrients,Species,Kg
DHA,2008,Chinook,CentralAK,3617759217.312819,2057816560.8137054,6527359437.077738,2646968557.006742,5041820647.06664,Nutrients,Species,Kg
DHA,2008,Chinook,SEAK,3495816005.7688427,1967466673.5440361,6317990739.4517565,2508923062.7626405,4859925134.148994,Nutrients,Species,Kg
DHA,2008,Chum,BCWC,192918457650.43213,90645776570.9296,407222529597.06854,128502227803.00589,303206965031.2633,Nutrients,Species,Kg
DHA,2008,Chum,BeringSea,152657640571.55566,70970235008.83467,322284564524.73395,101498341941.2755,236985860135.74402,Nutrients,Species,Kg
DHA,2008,Chum,CentralAK,64599247562.13724,30497046894.805172,135828651316.88434,42548858124.1064,98454242827.38757,Nutrients,Species,Kg
DHA,2008,Chum,SEAK,73016514722.8609,34711255472.588234,152888708571.06296,46479442241.7682,111353227551.42932,Nutrients,Species,Kg
DHA,2008,Coho,BCWC,47833931415.56095,24773366662.01236,99722126930.8406,33658728009.839497,74580303801.39815,Nutrients,Species,Kg
DHA,2008,Coho,BeringSea,5602122981.074871,2901925319.5557594,11082250870.129747,3808049127.1011486,8647499361.268856,Nutrients,Species,Kg
DHA,2008,Coho,CentralAK,23920973925.73192,12658368559.016432,50026832555.66233,17056016177.918056,35913729532.19922,Nutrients,Species,Kg
DHA,2008,Coho,SEAK,24838436700.588634,13213540374.114475,49526434773.27823,17430125466.700893,38682522756.91756,Nutrients,Species,Kg
DHA,2008,Pink,BCWC,189441826170.94702,117517079637.82811,295511681568.049,143104248183.59082,238823708693.56003,Nutrients,Species,Kg
DHA,2008,Pink,BeringSea,22111572937.54422,14173541807.051918,36221880854.40338,17083409700.61231,28838573696.591156,Nutrients,Species,Kg
DHA,2008,Pink,CentralAK,188971101974.8158,123573315947.68135,298870875697.6041,145411993932.92487,250241999235.24756,Nutrients,Species,Kg
DHA,2008,Pink,SEAK,379613509116.56976,239524186314.0708,598877756180.6357,287942509978.386,490334929850.38904,Nutrients,Species,Kg
DHA,2008,Sockeye,BCWC,237639888444.27545,148772357976.1895,371959009766.10535,180928871646.54858,305068839834.63336,Nutrients,Species,Kg
DHA,2008,Sockeye,BeringSea,302142264742.4413,188295082172.5021,472461993323.0391,236598882245.429,393345097540.4617,Nutrients,Species,Kg
DHA,2008,Sockeye,CentralAK,183926511986.563,114593278042.58629,287903779205.59717,141913447383.25937,238956077459.2502,Nutrients,Species,Kg
DHA,2008,Sockeye,SEAK,16731437479.438107,10780191588.484716,26560539776.968483,13300209782.455898,21933265103.76253,Nutrients,Species,Kg
DHA,2009,Chinook,BCWC,76895090563.93427,43640918733.495705,140212203427.4456,55008646193.24276,105964416818.26488,Nutrients,Species,Kg
DHA,2009,Chinook,BeringSea,15127250585.454182,8702293361.531013,28027384405.45056,11016254478.843388,21128283073.841637,Nutrients,Species,Kg
DHA,2009,Chinook,CentralAK,3399336256.8313,1946865373.563948,6197307021.253269,2494344677.104431,4763813626.369217,Nutrients,Species,Kg
DHA,2009,Chinook,SEAK,3255171575.987451,1809058249.483813,5873165266.516683,2303716017.7224913,4534991550.173482,Nutrients,Species,Kg
DHA,2009,Chum,BCWC,185033247037.24597,87044343453.1983,394571770898.9041,124205033849.99892,291702553303.7235,Nutrients,Species,Kg
DHA,2009,Chum,BeringSea,156654737331.81934,72455490713.2013,325257308418.66473,103541738097.19423,241199767669.90546,Nutrients,Species,Kg
DHA,2009,Chum,CentralAK,63336919708.139534,29953666569.980515,133142356747.9246,42097576231.59205,96662396111.67404,Nutrients,Species,Kg
DHA,2009,Chum,SEAK,67106423196.893326,31631301634.649345,142670006843.9081,42816435359.13958,103680191862.19716,Nutrients,Species,Kg
DHA,2009,Coho,BCWC,47370548714.37254,24559278207.66681,97787615562.9691,33380661507.32511,74053073681.62943,Nutrients,Species,Kg
DHA,2009,Coho,BeringSea,5493718354.538715,2853893232.4059606,10785198566.347158,3768489395.921759,8266431037.295532,Nutrients,Species,Kg
DHA,2009,Coho,CentralAK,23343521013.60574,12476470783.539103,48841850988.954124,16720300891.536938,35483820043.23615,Nutrients,Species,Kg
DHA,2009,Coho,SEAK,24732893540.363976,12994822398.174923,49381217839.143295,17165032659.002188,38611138980.13807,Nutrients,Species,Kg
DHA,2009,Pink,BCWC,192511153976.88324,119470233701.0939,300881686403.0224,145950618283.99783,243239274412.43976,Nutrients,Species,Kg
