species,All_mt_yr,All_percent_diff,BCWC_mt_yr,BCWC_percent_diff,BeringSea_mt_yr,BeringSea_percent_diff,CentralAK_mt_yr,CentralAK_percent_diff,SEAK_mt_yr,SEAK_percent_diff
Chinook,-31.375323078728105,-0.050700661512898315,170.05010788253543,0.5738713633136858,-173.28490773064323,-0.7209637263510665,-15.89389486028158,-0.44970989812101947,-6.312510230946339,-0.28950598904003333
Chum,300.8721646137156,0.09972221108928192,-35.986026406914576,-0.029423650687042446,466.5078691728943,0.5708915334179716,-161.76170611144175,-0.2836090379543901,7.064128967255761,0.0126629471276547
Coho,232.97931931832997,0.5198599556855799,82.45024722247322,0.36135631720483197,-6.279209726308918,-0.15567630224028894,59.75697522492355,0.6841037343958618,97.09093752325701,1.11684371540679
Pink,2770.4047826614074,0.7930055619939433,983.0250891981152,1.416536259477275,-144.3309891332707,-0.5221551784626232,505.6231905206716,0.5030333872327137,1392.1923489451372,0.9394978634037741
Sockeye,148.98854880681796,0.04039442247046088,232.8124750126949,0.24988309987059387,-548.4987475240262,-0.2604615229605549,455.86229490284165,0.7614331299234456,-35.89401310575741,-0.3005039493647492
