year,chemical,type,units,panel,location,median,low75,high75,low50,high50
1988,P,Nutrients,MT_yr,b) P,BCWC,334.73916308823664,278.8654193860182,406.1505569428535,299.6044557689666,373.93413918463386
1988,P,Nutrients,MT_yr,b) P,SEAK,215.94400659804717,176.3173925912085,261.63428013083376,189.67008157984952,243.9747716855058
1988,P,Nutrients,MT_yr,b) P,CAK,200.93961848076015,166.65934920830247,241.6713477990162,179.3332712926395,222.2578325216456
1988,P,Nutrients,MT_yr,b) P,BS,230.61296960349415,193.52587086516743,277.65279520557914,208.21039075220693,258.2975191609196
1988,DHA,Nutrients,MT_yr,c) DHA,BCWC,755.7932421533783,557.0886921612719,1083.8716459354255,641.9920654079276,947.4811335232529
1988,DHA,Nutrients,MT_yr,c) DHA,SEAK,403.66323210095584,284.7472610215342,601.8761337344513,337.72347035039326,498.70594475831064
1988,DHA,Nutrients,MT_yr,c) DHA,CAK,445.631116063949,322.71682602357953,632.0655899144061,373.1426679046856,537.5007760364936
1988,DHA,Nutrients,MT_yr,c) DHA,BS,608.5384118735468,427.2161968854687,929.4113195962896,508.23130111576967,753.6155276156994
1988,EPA,Nutrients,MT_yr,d) EPA,BCWC,519.8067014234084,382.7016147286415,804.0993588857193,432.5547084198703,662.4381396035901
1988,EPA,Nutrients,MT_yr,d) EPA,SEAK,257.3165708924646,174.89396008251146,380.9120347450188,203.0738413585671,318.23631429200134
1988,EPA,Nutrients,MT_yr,d) EPA,CAK,282.09056036749325,210.89100048283137,413.261749375059,236.7882845020533,354.9095946756038
1988,EPA,Nutrients,MT_yr,d) EPA,BS,398.2704692333474,287.74590358243574,611.3215808370338,332.3943618296085,507.8379262174525
1988,Hg,Contaminants,kg_yr,i) Hg,BCWC,2.7392054775073515,2.015304570681389,3.3948896316449226,2.351790012320395,3.156914508465941
1988,Hg,Contaminants,kg_yr,i) Hg,SEAK,1.0576890911609214,0.7732855187831855,1.3871715737154537,0.8910785902942453,1.251390835750841
1988,Hg,Contaminants,kg_yr,i) Hg,CAK,1.3086209258814356,0.9728499332190508,1.6400747576698134,1.1077134042835894,1.4997351305646833
1988,Hg,Contaminants,kg_yr,i) Hg,BS,2.0829583545399353,1.5052986513744169,2.6379028311736445,1.7520208455707564,2.367368881751058
1988,DDTs,Contaminants,kg_yr,k) DDTs,BCWC,0.570402433050067,0.3963206758945449,0.749051227907019,0.46917417217373825,0.6683257101554234
1988,DDTs,Contaminants,kg_yr,k) DDTs,SEAK,0.21783242324376872,0.14961898546740057,0.307139744576698,0.17544959681894587,0.2639661877029681
1988,DDTs,Contaminants,kg_yr,k) DDTs,CAK,0.30400579585184406,0.21078540267800855,0.4065282888448779,0.2508277940894745,0.3583784014371061
1988,DDTs,Contaminants,kg_yr,k) DDTs,BS,0.5078675690543337,0.35775976520669106,0.6789487151730921,0.42035016948683906,0.6038522570860787
1988,PBDEs,Contaminants,kg_yr,l) PBDEs,BCWC,0.08447563434495425,0.046407527037018934,0.14671686085063051,0.059686738489052565,0.11625162829208106
1988,PBDEs,Contaminants,kg_yr,l) PBDEs,SEAK,0.03758937221528792,0.017590454475185847,0.0936311106064696,0.022812754495579488,0.061770498996828495
1988,PBDEs,Contaminants,kg_yr,l) PBDEs,CAK,0.03593387507875435,0.019136597033219443,0.07158225030396465,0.02441126439623679,0.05302274206036714
1988,PBDEs,Contaminants,kg_yr,l) PBDEs,BS,0.0473263274364131,0.027967452102551055,0.08193587189149541,0.03463701050415831,0.06290186029245089
1988,PCBs,Contaminants,kg_yr,j) PCBs,BCWC,0.5906803357739331,0.3479670801879881,0.9637332516461526,0.4153317470527173,0.8111784762522595
1988,PCBs,Contaminants,kg_yr,j) PCBs,SEAK,0.25358625898048304,0.14182289692700398,0.4859785803959299,0.17556649472389124,0.3750830985417853
1988,PCBs,Contaminants,kg_yr,j) PCBs,CAK,0.28809110752670564,0.1714669781893696,0.4905684898688731,0.21043833429730127,0.4085735331950868
1988,PCBs,Contaminants,kg_yr,j) PCBs,BS,0.3835249516338929,0.22796374917744974,0.6403140829064331,0.2810425817535043,0.5356541009799064
1989,N,Nutrients,MT_yr,a) N,BCWC,3086.361526507946,2741.6216231228163,3535.808405715078,2866.179222660917,3343.550813563848
1989,N,Nutrients,MT_yr,a) N,SEAK,1973.7078463833063,1691.1233374523067,2302.9611391092367,1804.8847336569665,2149.8482949728796
1989,N,Nutrients,MT_yr,a) N,CAK,1812.064570418596,1600.0166218454267,2062.475347790636,1688.79118974149,1957.6478010824026
1989,N,Nutrients,MT_yr,a) N,BS,2085.2921001423056,1824.7227376970188,2353.7382741335364,1930.3072210182038,2249.4761949490635
1989,P,Nutrients,MT_yr,b) P,BCWC,343.55378379989935,285.77294881762083,415.1934926591215,306.89031887868646,383.64217259263677
1989,P,Nutrients,MT_yr,b) P,SEAK,220.3732241752158,178.77225714377767,265.1215153041237,193.03221327909802,248.7628760681134
1989,P,Nutrients,MT_yr,b) P,CAK,202.0885341475729,168.2136465117633,243.63897880610767,180.11552574963852,225.19950533794827
1989,P,Nutrients,MT_yr,b) P,BS,230.4185565354404,192.3581773588262,278.22847025217845,208.16169182225832,257.82275402927183
1989,DHA,Nutrients,MT_yr,c) DHA,BCWC,774.2658463730922,565.7594654054152,1118.2270745956885,656.0489662194981,964.8677953873442
1989,DHA,Nutrients,MT_yr,c) DHA,SEAK,409.000353909309,290.539964419651,618.0709906882416,343.89508768492897,511.5189572575426
1989,DHA,Nutrients,MT_yr,c) DHA,CAK,449.51329812399626,325.11657497491143,641.7526343063231,377.52531493393263,539.2255991693664
1989,DHA,Nutrients,MT_yr,c) DHA,BS,606.2796676526381,424.8028101480073,926.0598309209154,508.7831764207908,753.5725493200132
1989,EPA,Nutrients,MT_yr,d) EPA,BCWC,532.6390373338793,392.23832499253103,823.0953033239381,443.7717793191809,683.5470207461842
1989,EPA,Nutrients,MT_yr,d) EPA,SEAK,258.94079954462336,177.60635663094877,390.4103817297977,205.98684244552663,320.3718359231455
1989,EPA,Nutrients,MT_yr,d) EPA,CAK,283.8836651352673,212.17824155309836,416.7757121165654,237.85034889994398,355.3685092127647
1989,EPA,Nutrients,MT_yr,d) EPA,BS,398.19150893115926,286.85764712205736,610.4686289990709,329.9182526501369,504.0360510675427
1989,Hg,Contaminants,kg_yr,i) Hg,BCWC,2.8044220095926207,2.0788902997737067,3.4931259560561028,2.409331880319117,3.241242350719144
1989,Hg,Contaminants,kg_yr,i) Hg,SEAK,1.06682891942702,0.7877861388635623,1.4111115665285658,0.9008370812973001,1.2558405582411518
1989,Hg,Contaminants,kg_yr,i) Hg,CAK,1.3137865506418198,0.982657773630444,1.6518482569660868,1.1113720657275679,1.504567787102624
1989,Hg,Contaminants,kg_yr,i) Hg,BS,2.0617061847822535,1.5008479515797242,2.6385696159340535,1.7555296354266174,2.36073785770905
1989,DDTs,Contaminants,kg_yr,k) DDTs,BCWC,0.5799810049450227,0.40608142690729093,0.7644960432073789,0.4810154414135373,0.681388712560089
1989,DDTs,Contaminants,kg_yr,k) DDTs,SEAK,0.22313346576508802,0.15171977125950986,0.3127507473317737,0.17976893255215173,0.27028881026053286
1989,DDTs,Contaminants,kg_yr,k) DDTs,CAK,0.30700396747728065,0.21293990857850456,0.41134720218953835,0.2544804030971997,0.36401081136889596
1989,DDTs,Contaminants,kg_yr,k) DDTs,BS,0.5046107911756454,0.35266257518725974,0.6759812443974808,0.4186715050816998,0.6026267173254082
1989,PBDEs,Contaminants,kg_yr,l) PBDEs,BCWC,0.08704518563444845,0.04780974616485248,0.15158096395242104,0.06166653909248001,0.11972566667284736
1989,PBDEs,Contaminants,kg_yr,l) PBDEs,SEAK,0.03823394315342925,0.0180409505776255,0.09361102503411128,0.02326092600020073,0.06254470264447654
1989,PBDEs,Contaminants,kg_yr,l) PBDEs,CAK,0.03624352245111785,0.019301739257469693,0.07221675370161879,0.024861087364794174,0.05348866854658773
1989,PBDEs,Contaminants,kg_yr,l) PBDEs,BS,0.047499078756641104,0.028171509642713127,0.08123391504421804,0.03456355408858445,0.06281632567754455
1989,PCBs,Contaminants,kg_yr,j) PCBs,BCWC,0.6079126343473037,0.3542004571090124,0.9927993211275815,0.4262448511789705,0.8273744500695092
1989,PCBs,Contaminants,kg_yr,j) PCBs,SEAK,0.2589776896292145,0.144166278874918,0.49841135107330714,0.17884808401050295,0.38186095736706105
1989,PCBs,Contaminants,kg_yr,j) PCBs,CAK,0.2890285045912143,0.17284566619063516,0.49623206711810103,0.2112395046202477,0.4127650293571361
1989,PCBs,Contaminants,kg_yr,j) PCBs,BS,0.38014223576328776,0.22662255769346906,0.6370073273562264,0.2819238078452119,0.5351087853581472
1990,N,Nutrients,MT_yr,a) N,BCWC,3157.7621683450707,2803.8492479326865,3610.5714869283265,2941.047643536819,3422.568064965056
1990,N,Nutrients,MT_yr,a) N,SEAK,2022.2950872458796,1725.2727243995619,2352.02367561192,1846.2689243063674,2207.160286098716
1990,N,Nutrients,MT_yr,a) N,CAK,1832.193431530699,1621.1649733294698,2084.3120317706425,1701.5824265859062,1970.9106548111477
1990,N,Nutrients,MT_yr,a) N,BS,2077.5302614067677,1820.0908052713257,2353.163500248335,1928.5044006788266,2249.1613267975767
1990,P,Nutrients,MT_yr,b) P,BCWC,352.6261750652891,292.2420645076911,424.61721220368065,313.22909647660754,392.0681892102269
1990,P,Nutrients,MT_yr,b) P,SEAK,225.80664190023867,183.12116504360688,271.14346281754985,196.72539153236997,254.42416767595014
1990,P,Nutrients,MT_yr,b) P,CAK,203.91772010177874,169.03159785096378,244.63142672277337,182.01169510314998,227.4125409043868
1990,P,Nutrients,MT_yr,b) P,BS,230.15857841595079,192.79419263023883,277.2053735205108,207.0439369460603,258.6953981856946
1990,DHA,Nutrients,MT_yr,c) DHA,BCWC,792.8922753891297,577.3633698257729,1142.7968482683643,666.5522560519435,989.1302535245787
1990,DHA,Nutrients,MT_yr,c) DHA,SEAK,418.1166568298747,296.9754680649139,631.8883532279722,350.14345919927416,523.6013125947625
1990,DHA,Nutrients,MT_yr,c) DHA,CAK,455.0745988646335,327.2193757237787,650.9381064085969,379.73260822917854,547.5270508736887
1990,DHA,Nutrients,MT_yr,c) DHA,BS,607.003681465445,422.46490850355144,915.0284511775528,506.3722550774084,749.4887920345686
1990,EPA,Nutrients,MT_yr,d) EPA,BCWC,548.1597073021146,400.96853008445424,847.179382653723,456.5089071407523,701.8413870993285
1990,EPA,Nutrients,MT_yr,d) EPA,SEAK,264.9925316324017,183.06830277204756,405.39893119440956,210.26352631319418,325.93301381606307
1990,EPA,Nutrients,MT_yr,d) EPA,CAK,286.827318629994,213.43513513747664,421.91035647705905,239.99915625230312,360.92761757343646
1990,EPA,Nutrients,MT_yr,d) EPA,BS,396.6486431820894,285.7881360245602,606.9765591609856,327.42079495669225,504.55290697981155
1990,Hg,Contaminants,kg_yr,i) Hg,BCWC,2.8651542448097516,2.1344503340213783,3.580296851047433,2.475639978466906,3.315205423942791
1990,Hg,Contaminants,kg_yr,i) Hg,SEAK,1.0822478338980486,0.8108879722128071,1.4350641005903602,0.924540791598847,1.281222662992578
1990,Hg,Contaminants,kg_yr,i) Hg,CAK,1.3224898283675828,0.9885803326714628,1.6625799065504565,1.1274095744317625,1.517745176125216
1990,Hg,Contaminants,kg_yr,i) Hg,BS,2.061500390752059,1.5079177062951608,2.653907290981407,1.7610290280400664,2.362244684255885
1990,DDTs,Contaminants,kg_yr,k) DDTs,BCWC,0.5913072904064482,0.41474621807459966,0.7821114537396565,0.4926880495464574,0.6954425887819501
1990,DDTs,Contaminants,kg_yr,k) DDTs,SEAK,0.2284707936741185,0.15595785417663313,0.31996504897936473,0.18325865392768093,0.27346019062271054
1990,DDTs,Contaminants,kg_yr,k) DDTs,CAK,0.30926922291584313,0.21671712713591434,0.41778336699096985,0.2559940901939891,0.36781863149117355
1990,DDTs,Contaminants,kg_yr,k) DDTs,BS,0.5027992615158179,0.34913327556523766,0.6802198971116415,0.4149399849607742,0.6011460464842082
1990,PBDEs,Contaminants,kg_yr,l) PBDEs,BCWC,0.08891495821094697,0.04946503971878831,0.15572523276032177,0.06312778620697605,0.12294715950742628
1990,PBDEs,Contaminants,kg_yr,l) PBDEs,SEAK,0.039044540388911565,0.018422736415013477,0.09641559920893135,0.023872006442367952,0.06380043820825897
1990,PBDEs,Contaminants,kg_yr,l) PBDEs,CAK,0.03647859334553589,0.01947397151328943,0.07296158791580973,0.02496340808833294,0.053650070568421145
1990,PBDEs,Contaminants,kg_yr,l) PBDEs,BS,0.047544954213982055,0.027851844736499,0.08082237575597327,0.03482431777175572,0.0633200751386292
1990,PCBs,Contaminants,kg_yr,j) PCBs,BCWC,0.6216199563790692,0.3608644510603295,1.0311641405847816,0.43567608194973084,0.8382248935224188
1990,PCBs,Contaminants,kg_yr,j) PCBs,SEAK,0.2615846430135238,0.14835903597967565,0.5131833557424562,0.1833988835932514,0.3917696736313452
1990,PCBs,Contaminants,kg_yr,j) PCBs,CAK,0.2911001138550271,0.17449732896228584,0.5014900314372644,0.21292512636405853,0.4161432184598041
1990,PCBs,Contaminants,kg_yr,j) PCBs,BS,0.3793779075190516,0.22394958848713023,0.6388762450766496,0.2802950137533618,0.5356188232663004
1991,N,Nutrients,MT_yr,a) N,BCWC,3229.7928234467663,2857.971723184974,3666.212470080694,3005.118336902814,3512.2025317910393
1991,N,Nutrients,MT_yr,a) N,SEAK,2084.1622771889124,1774.5032235689023,2420.696339467796,1888.9524431036987,2269.669418307377
1991,N,Nutrients,MT_yr,a) N,CAK,1858.7697823870649,1634.2789693552477,2104.323895169651,1713.1932372152044,1995.9983849754465
1991,N,Nutrients,MT_yr,a) N,BS,2070.083210926418,1812.6087975388489,2351.7418232416917,1921.982890206675,2244.98839753885
1991,P,Nutrients,MT_yr,b) P,BCWC,361.093733362753,300.5060267594438,434.73801229786375,320.83633924906724,400.6344600765068
1991,P,Nutrients,MT_yr,b) P,SEAK,232.95816974692778,187.59418147943381,279.4328239576626,201.97179316681917,262.68729666955585
1991,P,Nutrients,MT_yr,b) P,CAK,205.78351720684174,170.95753443858115,246.87643956394848,183.73815194998102,228.38939622051794
1991,P,Nutrients,MT_yr,b) P,BS,229.56616108892197,191.581263765943,277.0825333834773,206.15017877048183,257.77201188674474
1991,DHA,Nutrients,MT_yr,c) DHA,BCWC,811.0867088317616,588.0409783433257,1162.247129204718,674.0958566718635,1011.7826714147104
1991,DHA,Nutrients,MT_yr,c) DHA,SEAK,429.2720654991199,304.1833250695314,649.1794413478037,357.1688251476127,539.0985652496404
1991,DHA,Nutrients,MT_yr,c) DHA,CAK,457.64521961077287,331.2214194469665,651.5101869236283,383.3958392010171,553.7625052834792
1991,DHA,Nutrients,MT_yr,c) DHA,BS,606.8165071713202,422.74043878532274,902.976268064141,503.4623135312801,752.6696057380709
1991,EPA,Nutrients,MT_yr,d) EPA,BCWC,558.2103429999886,409.3161030823205,860.3100019297424,465.2798371378163,716.362077296633
1991,EPA,Nutrients,MT_yr,d) EPA,SEAK,272.41380238007844,189.74870020414426,417.0478805472395,218.70512511698453,335.6114544565953
1991,EPA,Nutrients,MT_yr,d) EPA,CAK,289.1472772214228,212.71771842345643,426.2170089678548,242.0202815793201,365.2229718210091
1991,EPA,Nutrients,MT_yr,d) EPA,BS,395.57376781650527,284.8984829008602,606.103647643895,327.48141754725077,500.2603586733652
1991,Hg,Contaminants,kg_yr,i) Hg,BCWC,2.917598891253623,2.1899127225329487,3.6545833371014007,2.5356782727198643,3.3970398587473936
1991,Hg,Contaminants,kg_yr,i) Hg,SEAK,1.1112637355467976,0.8341467258219821,1.4782996586051236,0.9515102797034513,1.3084260187892995
1991,Hg,Contaminants,kg_yr,i) Hg,CAK,1.3317104871309704,0.9903590725023025,1.6712714584764756,1.134472171538992,1.5270241907166568
1991,Hg,Contaminants,kg_yr,i) Hg,BS,2.0522193366391877,1.5018356281067615,2.6468887718821663,1.7602341027380317,2.3587363455875567
1991,DDTs,Contaminants,kg_yr,k) DDTs,BCWC,0.602984651696034,0.42415607500662117,0.8020691260291262,0.5025442589221276,0.7081523066300366
1991,DDTs,Contaminants,kg_yr,k) DDTs,SEAK,0.23445529576316848,0.1604259115656101,0.329075949839959,0.18765262551999412,0.2800845068962534
1991,DDTs,Contaminants,kg_yr,k) DDTs,CAK,0.3128488774419656,0.21900468124096834,0.42190987092682986,0.25848548994363946,0.3702800772462849
1991,DDTs,Contaminants,kg_yr,k) DDTs,BS,0.5022517869421244,0.34868944179962813,0.682144086288128,0.41126780816058695,0.5998491222215633
1991,PBDEs,Contaminants,kg_yr,l) PBDEs,BCWC,0.09073364312736984,0.05101637417837519,0.15988142187590326,0.06472341849801261,0.12528831443095995
1991,PBDEs,Contaminants,kg_yr,l) PBDEs,SEAK,0.040440419394202495,0.018669251773299086,0.09762123056945146,0.024575179457786367,0.06520756664140043
1991,PBDEs,Contaminants,kg_yr,l) PBDEs,CAK,0.036927135733794254,0.019657305418751256,0.07380754813985295,0.02505345635783854,0.05450038158351534
1991,PBDEs,Contaminants,kg_yr,l) PBDEs,BS,0.047974108119285236,0.027949209102836207,0.08045404719001212,0.034837637114466025,0.06394919312158995
1991,PCBs,Contaminants,kg_yr,j) PCBs,BCWC,0.632075822467625,0.3663133472629986,1.0593756882719152,0.44566168209173906,0.8553517347344374
1991,PCBs,Contaminants,kg_yr,j) PCBs,SEAK,0.26996994028983873,0.15273183037603985,0.5288924051115812,0.18862961372889814,0.39653443943042455
1991,PCBs,Contaminants,kg_yr,j) PCBs,CAK,0.2947421720980948,0.1761335858772496,0.5051013267175265,0.213108873017715,0.4197779654551878
1991,PCBs,Contaminants,kg_yr,j) PCBs,BS,0.3790864547234014,0.22351390767942309,0.6380398513719404,0.279098922414077,0.5377650146927317
1992,N,Nutrients,MT_yr,a) N,BCWC,3293.6474051196174,2895.203203598785,3731.3019332538734,3066.571984752351,3574.0566701811267
1992,N,Nutrients,MT_yr,a) N,SEAK,2152.930753098265,1852.4806275845278,2504.8881290570416,1956.0617325422502,2344.701602559364
1992,N,Nutrients,MT_yr,a) N,CAK,1876.3681625446943,1642.4958754774914,2122.2927704069953,1735.9400109872636,2014.3889035955106
1992,N,Nutrients,MT_yr,a) N,BS,2063.5694218642234,1803.807423727777,2344.9980696326547,1914.6301283011935,2226.3593607858083
1992,P,Nutrients,MT_yr,b) P,BCWC,367.9522778483655,305.37692095383517,442.06896560461337,327.37826596535194,408.2332137147264
1992,P,Nutrients,MT_yr,b) P,SEAK,241.59596516996817,194.7184340582789,289.46179696735567,211.00848422562396,271.55408139630015
1992,P,Nutrients,MT_yr,b) P,CAK,207.36265576761326,172.02095263084584,247.81078768192785,185.4078098837328,231.981465645387
1992,P,Nutrients,MT_yr,b) P,BS,228.65249442144764,191.71720855822355,276.4375440349671,205.02810847054064,257.80234465480015
1992,DHA,Nutrients,MT_yr,c) DHA,BCWC,821.9275285669485,598.4356784537337,1181.4546650662392,682.9172333074875,1023.2719013133492
1992,DHA,Nutrients,MT_yr,c) DHA,SEAK,443.80861571463026,313.8358051532915,673.214265615302,368.8022330502199,563.4169745853599
1992,DHA,Nutrients,MT_yr,c) DHA,CAK,461.036422362435,336.5721758215803,655.9615572619712,386.86858232822897,557.3615313843825
1992,DHA,Nutrients,MT_yr,c) DHA,BS,606.5540487639423,420.33857874235,896.1705765878348,502.3328894129092,746.7731910401304
1992,EPA,Nutrients,MT_yr,d) EPA,BCWC,568.250437822192,415.6630338308424,875.0850761364255,474.20963942117777,733.6809846869255
1992,EPA,Nutrients,MT_yr,d) EPA,SEAK,282.0840641381369,195.37520138628122,437.07076374536143,226.80925939676686,349.19173149271114
1992,EPA,Nutrients,MT_yr,d) EPA,CAK,290.8810378255089,214.0192912551454,429.5733910278433,242.8211591429063,368.4613246249895
1992,EPA,Nutrients,MT_yr,d) EPA,BS,394.0576423764934,286.0584703457798,604.3314596939425,327.2633076835089,495.7721331415663
1992,Hg,Contaminants,kg_yr,i) Hg,BCWC,2.972149467175797,2.2385887212482185,3.738280130797455,2.5854281160723005,3.4460792921301673
1992,Hg,Contaminants,kg_yr,i) Hg,SEAK,1.162850683975189,0.8688422445622106,1.5299643006761414,0.995830693984828,1.359967970242915
1992,Hg,Contaminants,kg_yr,i) Hg,CAK,1.3443713865215585,0.9949257054808167,1.684812097012557,1.1432960829559504,1.5354048616402003
1992,Hg,Contaminants,kg_yr,i) Hg,BS,2.0521013472299927,1.5016847977699705,2.625541665162557,1.7576830337483313,2.3543658111327366
1992,DDTs,Contaminants,kg_yr,k) DDTs,BCWC,0.6151687659861558,0.4329172860758592,0.8138212072885438,0.5114706740141011,0.7205825863978434
1992,DDTs,Contaminants,kg_yr,k) DDTs,SEAK,0.24102258878836133,0.16652443244912846,0.34080200286629003,0.19456858583582415,0.28994352787579286
1992,DDTs,Contaminants,kg_yr,k) DDTs,CAK,0.31487282733973354,0.22245992270565101,0.4264434316749148,0.259257913220347,0.3730059252598217
1992,DDTs,Contaminants,kg_yr,k) DDTs,BS,0.5023247610693292,0.34868817813110375,0.6786629030661346,0.4093990662634247,0.5942377665633298
1992,PBDEs,Contaminants,kg_yr,l) PBDEs,BCWC,0.09214504509173421,0.05143715545908823,0.1646084914800368,0.06595634928292556,0.12677416921168486
1992,PBDEs,Contaminants,kg_yr,l) PBDEs,SEAK,0.041963025932714344,0.019173610848049832,0.09914617125033509,0.02543469050501572,0.06673095036122034
1992,PBDEs,Contaminants,kg_yr,l) PBDEs,CAK,0.037424130399014516,0.019835769036272356,0.07490588814222077,0.02522341251498643,0.0545792958177851
1992,PBDEs,Contaminants,kg_yr,l) PBDEs,BS,0.0483448873064678,0.02817790898416416,0.08018609032873134,0.03507964887428212,0.06409121301718987
1992,PCBs,Contaminants,kg_yr,j) PCBs,BCWC,0.6480953642877554,0.3731164724482476,1.076825231569028,0.45674915609374206,0.8731059967105561
1992,PCBs,Contaminants,kg_yr,j) PCBs,SEAK,0.2823297776511463,0.15929682776357612,0.5423146770257037,0.19534442715447364,0.41250147320108793
1992,PCBs,Contaminants,kg_yr,j) PCBs,CAK,0.2991922749497431,0.17833355504840356,0.5078999722448728,0.21302824908892753,0.42445031345262785
1992,PCBs,Contaminants,kg_yr,j) PCBs,BS,0.37720869998697476,0.2245367989683391,0.6403322487100573,0.2801025068886268,0.5422128075268886
1993,N,Nutrients,MT_yr,a) N,BCWC,3353.2412322770756,2932.812341468767,3808.0314978313045,3113.0287309491223,3618.5171941463036
1993,N,Nutrients,MT_yr,a) N,SEAK,2247.624455645172,1939.3501257677158,2601.699124622549,2048.789831895736,2452.2285809880987
1993,N,Nutrients,MT_yr,a) N,CAK,1895.4827684114362,1655.874173783889,2140.5947235216936,1751.4021197845107,2039.01691482965
1993,N,Nutrients,MT_yr,a) N,BS,2061.0906575956533,1796.1237514461923,2340.0873527,1912.1363048127591,2199.4888690555968
1993,P,Nutrients,MT_yr,b) P,BCWC,372.70698224695116,309.71987023593965,448.85868500294896,331.8944869398894,417.031702866918
1993,P,Nutrients,MT_yr,b) P,SEAK,252.16446815714613,203.10414711884576,301.55414849749343,220.16508587685803,283.21455926227793
1993,P,Nutrients,MT_yr,b) P,CAK,209.0247901468793,174.1172017925812,250.77726877639742,186.8191186079307,234.6493700617591
1993,P,Nutrients,MT_yr,b) P,BS,226.72534661151616,191.19811244176867,275.6088855996469,204.51068826827196,256.22780507009605
1993,DHA,Nutrients,MT_yr,c) DHA,BCWC,839.6254745144014,604.004550168565,1204.196955775729,695.4704559304084,1036.6711941845504
1993,DHA,Nutrients,MT_yr,c) DHA,SEAK,462.9219094166347,326.8653559922926,704.8931234534039,381.43828804459827,585.4660567417043
1993,DHA,Nutrients,MT_yr,c) DHA,CAK,466.7539461018707,342.1196980054296,660.4304318588956,390.64654859695,562.0069795390516
1993,DHA,Nutrients,MT_yr,c) DHA,BS,604.1227415042097,420.28479454471346,891.9874773982448,499.7496497833268,741.2126738878605
1993,EPA,Nutrients,MT_yr,d) EPA,BCWC,578.8839635329502,422.35148784870796,889.7535344946925,480.67975319163463,746.4727349926785
1993,EPA,Nutrients,MT_yr,d) EPA,SEAK,295.49694730895396,204.70415640917105,456.3418909403522,237.62614427930922,369.5734553090799
1993,EPA,Nutrients,MT_yr,d) EPA,CAK,293.2884937416368,216.2645852636786,434.9504857219522,244.20661466614013,369.1624098968381
1993,EPA,Nutrients,MT_yr,d) EPA,BS,389.610017445156,286.62436156828306,601.8057923575614,325.70121246488486,491.65587029434306
1993,Hg,Contaminants,kg_yr,i) Hg,BCWC,3.020727579902763,2.2887443822367723,3.8178926660942736,2.6011895024351817,3.4979931296815985
1993,Hg,Contaminants,kg_yr,i) Hg,SEAK,1.227626774556573,0.9169884981142086,1.6006681147410082,1.0480507028814443,1.4441532135678439
1993,Hg,Contaminants,kg_yr,i) Hg,CAK,1.3538440785012589,1.001707102353877,1.704661109306584,1.157355818052968,1.542793974910032
1993,Hg,Contaminants,kg_yr,i) Hg,BS,2.0500438322842336,1.499305630634952,2.6444247085894963,1.7525957122820353,2.35083841455097
1993,DDTs,Contaminants,kg_yr,k) DDTs,BCWC,0.6278448189300125,0.4395235163853726,0.8227240330134422,0.5198481854304389,0.7330049112046262
1993,DDTs,Contaminants,kg_yr,k) DDTs,SEAK,0.24840503422157073,0.17281822009163972,0.35319588803783913,0.2000838537532308,0.2996491820709664
1993,DDTs,Contaminants,kg_yr,k) DDTs,CAK,0.31625966100949077,0.22231022286296953,0.4308316270615037,0.26153795097569843,0.3761691805054562
1993,DDTs,Contaminants,kg_yr,k) DDTs,BS,0.49549450763682956,0.3504338638326136,0.6758587464244757,0.4075497483762147,0.5900197569598371
1993,PBDEs,Contaminants,kg_yr,l) PBDEs,BCWC,0.09385333864366285,0.05168797493525736,0.16666076457954265,0.06720468762730351,0.12918658155803325
1993,PBDEs,Contaminants,kg_yr,l) PBDEs,SEAK,0.04375345827137265,0.02015596464246401,0.1012604502949171,0.02649550913166212,0.06989554560566616
1993,PBDEs,Contaminants,kg_yr,l) PBDEs,CAK,0.03794141414304607,0.020024773632200468,0.07496595223011647,0.025474653259727184,0.055083551166178184
1993,PBDEs,Contaminants,kg_yr,l) PBDEs,BS,0.04853992701373722,0.02833719856080566,0.08042380275642672,0.035429217515705096,0.0642596274324124
1993,PCBs,Contaminants,kg_yr,j) PCBs,BCWC,0.6611014604384619,0.3801200811937719,1.0913434176049641,0.46435978371680997,0.8879694843094025
1993,PCBs,Contaminants,kg_yr,j) PCBs,SEAK,0.2958999113694195,0.16606414882849213,0.562421054482197,0.2038549772357959,0.4270108264893737
1993,PCBs,Contaminants,kg_yr,j) PCBs,CAK,0.2993151541652086,0.17932279756401964,0.507717093087789,0.2134256438934691,0.4260880279517236
1993,PCBs,Contaminants,kg_yr,j) PCBs,BS,0.3747494197836989,0.22393897271209517,0.639823545956902,0.2796700069043537,0.5403989981981943
1994,N,Nutrients,MT_yr,a) N,BCWC,3403.0170118492297,2976.9003323738925,3856.8728796541855,3150.3790376325924,3647.925268153243
1994,N,Nutrients,MT_yr,a) N,SEAK,2356.0433749130443,2024.3480066422326,2725.770528831723,2155.2766004992773,2560.5726822757924
1994,N,Nutrients,MT_yr,a) N,CAK,1911.244961020755,1671.594058184141,2163.297909209936,1773.3304720767226,2066.6621312330954
1994,N,Nutrients,MT_yr,a) N,BS,2052.509706577149,1787.5344813145716,2308.9149557163105,1894.8092156974344,2185.59696244496
1994,P,Nutrients,MT_yr,b) P,BCWC,377.4376824680472,313.78693052990116,453.8304582619063,338.41594447135094,424.8160337741209
1994,P,Nutrients,MT_yr,b) P,SEAK,263.9894808268444,211.77434920196202,314.9155285532423,229.9495969417905,296.03752832228724
