chemical,year,species,location,median,low75,high75,low50,high50,type,group,units
P,2006,Pink,CentralAK,117127065079.49345,98173352953.59512,143889140288.7409,105161240895.04015,131950097649.04678,Nutrients,Species,kg
P,2006,Pink,SEAK,231934079703.5711,187121022176.7937,286464189201.8677,204886146877.86728,261776808057.18503,Nutrients,Species,kg
P,2006,Sockeye,BCWC,82374370227.86191,66862528606.67037,102445592210.05827,72779360968.60635,92948177208.30325,Nutrients,Species,kg
P,2006,Sockeye,BeringSea,107583407927.05325,85888657029.05876,131151869983.11557,94016844672.44785,120706915319.76195,Nutrients,Species,kg
P,2006,Sockeye,CentralAK,62435727623.272255,50882815305.848076,77117068464.02792,54827721851.56246,70608253169.0664,Nutrients,Species,kg
P,2006,Sockeye,SEAK,5939305527.49822,4905012827.713848,7333464673.014244,5292352651.99412,6713247091.401178,Nutrients,Species,kg
P,2007,Chinook,BCWC,42319560447.88597,34406656664.77726,52354717556.9739,37310057093.07542,48700207297.166245,Nutrients,Species,kg
P,2007,Chinook,BeringSea,9923267265.753147,8049134361.997659,12602216249.207008,8762270263.288895,11376224778.07923,Nutrients,Species,kg
P,2007,Chinook,CentralAK,2018420954.5146525,1629720218.1104376,2489773775.570982,1789226681.9080584,2300759679.94358,Nutrients,Species,kg
P,2007,Chinook,SEAK,1963090448.473065,1594731601.1652625,2427161029.3065987,1729254331.998302,2207364186.8131685,Nutrients,Species,kg
P,2007,Chum,BCWC,106007457640.49911,86187953704.78198,133416032634.55624,94081007124.18115,121172678671.58522,Nutrients,Species,kg
P,2007,Chum,BeringSea,78856965248.00076,64944227037.904144,98442029001.86397,70661947823.27963,89616585154.16089,Nutrients,Species,kg
P,2007,Chum,CentralAK,34366255267.29468,28052062491.78391,42293682199.019165,30390198177.19461,38706006199.62235,Nutrients,Species,kg
P,2007,Chum,SEAK,41727771072.96744,33206761064.62477,54382995820.16491,36732335252.93732,48493664556.612,Nutrients,Species,kg
P,2007,Coho,BCWC,25211691956.211273,20213681725.270035,32078458372.73155,22036184005.93754,28979929878.5583,Nutrients,Species,kg
P,2007,Coho,BeringSea,2979121120.7103806,2338182974.6885343,3723451565.5982933,2596372885.5556498,3397853075.655465,Nutrients,Species,kg
P,2007,Coho,CentralAK,12843878312.058922,10353071272.916157,16015396597.588531,11302910416.467085,14600935231.753685,Nutrients,Species,kg
P,2007,Coho,SEAK,13139208276.084993,10654173114.321087,16622983284.850086,11532192509.147852,15218359257.41137,Nutrients,Species,kg
P,2007,Pink,BCWC,113549312118.29337,92139546947.05447,139559862162.81003,100313175625.53131,128317206136.71497,Nutrients,Species,kg
P,2007,Pink,BeringSea,13913731453.903568,11378142894.647404,17655711812.481243,12373175222.218697,16076825331.280811,Nutrients,Species,kg
P,2007,Pink,CentralAK,116677106428.06792,97911861084.90656,142631158698.06342,105098342521.84927,130972127510.94661,Nutrients,Species,kg
P,2007,Pink,SEAK,231559066776.82886,186753691675.98932,286537383576.75806,204351521868.97458,262022585786.27814,Nutrients,Species,kg
P,2007,Sockeye,BCWC,82039614723.23465,66495444810.70579,102249588440.67209,72630690359.78635,92861855522.21194,Nutrients,Species,kg
P,2007,Sockeye,BeringSea,106578416049.77087,85174747223.38933,129442078153.94862,93580900230.54971,119308429739.39798,Nutrients,Species,kg
P,2007,Sockeye,CentralAK,63000552213.9339,51190675727.36916,77886742625.22612,55027496640.14267,71194859248.85335,Nutrients,Species,kg
P,2007,Sockeye,SEAK,5883321725.94386,4857967922.930682,7309579025.184968,5247164582.21212,6672270609.330689,Nutrients,Species,kg
P,2008,Chinook,BCWC,41075759218.50261,33351958316.847168,51058192059.5448,36289992820.02876,47186497521.750305,Nutrients,Species,kg
P,2008,Chinook,BeringSea,8915460858.836489,7195956334.637042,11128732535.421312,7847690554.667211,10296809952.571726,Nutrients,Species,kg
P,2008,Chinook,CentralAK,1912744813.5219684,1530774629.9885557,2367465943.9638934,1676028355.5088983,2181323435.9081707,Nutrients,Species,kg
P,2008,Chinook,SEAK,1812387834.167672,1476895233.648786,2255266822.2166734,1602469884.234499,2052784295.556682,Nutrients,Species,kg
P,2008,Chum,BCWC,102057114590.66953,82224496561.4473,129583403590.41266,90340341882.61,116283750450.54941,Nutrients,Species,kg
P,2008,Chum,BeringSea,80262431696.3854,66396075620.626175,100007684984.25284,72093384048.25883,91035422743.80026,Nutrients,Species,kg
P,2008,Chum,CentralAK,33984794072.368126,27494158747.41354,41719337160.09071,29878272691.173416,38344466646.23577,Nutrients,Species,kg
P,2008,Chum,SEAK,37854006490.48948,30146211861.15603,49091379221.13347,32751404976.024906,44412455845.595535,Nutrients,Species,kg
P,2008,Coho,BCWC,25160666790.43458,20091448977.75491,31620186817.071396,21729505813.67742,28853612447.809895,Nutrients,Species,kg
P,2008,Coho,BeringSea,2900758146.6566725,2285014646.1903667,3653180222.8263645,2527061583.904729,3296577134.4025493,Nutrients,Species,kg
P,2008,Coho,CentralAK,12591401638.62606,10091427980.974627,15672148031.653816,11110330726.869514,14296155031.927454,Nutrients,Species,kg
P,2008,Coho,SEAK,13087286227.306755,10584461102.179262,16437273588.52843,11455960076.651752,15103803916.112083,Nutrients,Species,kg
P,2008,Pink,BCWC,114999257163.01816,93450114365.64409,140564893873.151,101896981432.33192,130581739570.09116,Nutrients,Species,kg
P,2008,Pink,BeringSea,13664584974.788784,11033733940.501146,17062189482.511658,12109746271.855526,15592979452.641727,Nutrients,Species,kg
P,2008,Pink,CentralAK,116412948608.85863,97273052321.44728,142885887857.19855,103900852173.63664,130746566761.91612,Nutrients,Species,kg
P,2008,Pink,SEAK,231364143747.75168,186327082681.47113,286989938014.2986,203201563301.40656,262550349824.23218,Nutrients,Species,kg
P,2008,Sockeye,BCWC,82178371669.28342,66218976661.70176,102026540791.83565,72346066185.9051,92626435934.5268,Nutrients,Species,kg
P,2008,Sockeye,BeringSea,105324187051.85974,84853549628.73578,127585501533.50064,92388694413.1786,118101078723.62238,Nutrients,Species,kg
P,2008,Sockeye,CentralAK,63483080012.00533,51448201736.605095,78654147576.66011,55480971137.9382,71935451301.86662,Nutrients,Species,kg
P,2008,Sockeye,SEAK,5817997301.398167,4796341928.540286,7270812433.547702,5189267349.324665,6592914227.550851,Nutrients,Species,kg
P,2009,Chinook,BCWC,39911278500.53349,32214834458.44579,49901974984.69612,35208592378.00075,45691609706.64809,Nutrients,Species,kg
P,2009,Chinook,BeringSea,7976639023.254556,6401434694.522935,10051343908.59749,6975566407.261508,9130659420.003845,Nutrients,Species,kg
P,2009,Chinook,CentralAK,1813741218.7966628,1442364923.713539,2248492455.2553797,1588937570.5068226,2076231139.273294,Nutrients,Species,kg
P,2009,Chinook,SEAK,1682951477.7985497,1362595850.9673138,2101213424.3311887,1486579458.0370395,1920200579.8558855,Nutrients,Species,kg
P,2009,Chum,BCWC,97916363070.32407,79365743750.60486,125579723592.04497,86360117977.56639,112359985614.63821,Nutrients,Species,kg
P,2009,Chum,BeringSea,81803588606.98303,67925392112.209305,101835515704.97296,73312502231.47446,92642396519.32693,Nutrients,Species,kg
P,2009,Chum,CentralAK,33526436930.35905,27084992162.779697,41214947103.19267,29443110588.12303,37989466472.79475,Nutrients,Species,kg
P,2009,Chum,SEAK,34940275418.02359,27102544343.95079,45814959568.036194,29953730097.89616,41355717146.0738,Nutrients,Species,kg
P,2009,Coho,BCWC,24909239535.906677,19984775897.039993,31356344439.637062,21543922665.948734,28533306506.63875,Nutrients,Species,kg
P,2009,Coho,BeringSea,2834188868.7491493,2236501473.763272,3568929332.0965915,2468621053.409301,3220716150.2912464,Nutrients,Species,kg
P,2009,Coho,CentralAK,12272096925.15678,9890508559.878763,15432241149.52609,10879455842.060764,13915674811.125288,Nutrients,Species,kg
P,2009,Coho,SEAK,13023874219.895784,10635674557.44634,16378150171.725197,11410961719.60409,14983398150.913256,Nutrients,Species,kg
P,2009,Pink,BCWC,116847023635.78833,94697332089.99593,143456067190.12747,103409839153.59128,132459878535.11589,Nutrients,Species,kg
P,2009,Pink,BeringSea,13258942529.634804,10681661398.74682,16503811294.89106,11690370292.6815,14984338968.611715,Nutrients,Species,kg
P,2009,Pink,CentralAK,115858220614.02464,96283425412.77399,144067688539.50168,103751656519.9905,131208152002.25372,Nutrients,Species,kg
P,2009,Pink,SEAK,232248381971.72974,185916280899.9037,287788952634.473,202476634328.0054,263404876256.4215,Nutrients,Species,kg
P,2009,Sockeye,BCWC,81788491181.37573,65567618247.80963,101993668853.61357,71893358929.31017,92386909983.66399,Nutrients,Species,kg
P,2009,Sockeye,BeringSea,104348239699.54916,84182731043.90433,126510947027.36003,91634981749.57333,117410244871.13431,Nutrients,Species,kg
P,2009,Sockeye,CentralAK,64089932917.61745,51636154962.25221,79338852543.34782,55923694334.03494,72882734278.98274,Nutrients,Species,kg
P,2009,Sockeye,SEAK,5766104175.02927,4743250532.165419,7229529975.7709265,5119393583.454224,6523859212.377884,Nutrients,Species,kg
P,2010,Chinook,BCWC,38636792671.42862,31279896080.289314,48988045581.54451,34172448504.216698,44483248454.14725,Nutrients,Species,kg
P,2010,Chinook,BeringSea,7168904482.901367,5702861362.783419,9139870276.70922,6265238299.29302,8244844316.194473,Nutrients,Species,kg
P,2010,Chinook,CentralAK,1718878772.1042051,1358428334.955354,2169890174.2666397,1499525091.6885543,1987016143.3381417,Nutrients,Species,kg
P,2010,Chinook,SEAK,1576188832.5594,1261572554.919375,1966529747.3701844,1382318520.8397782,1789983017.220706,Nutrients,Species,kg
P,2010,Chum,BCWC,94990918516.56552,76266491547.53865,121632382205.20137,83142410786.31927,108989317882.18073,Nutrients,Species,kg
P,2010,Chum,BeringSea,83191702317.15381,68885950174.98633,104444636512.32501,74606637208.63287,94415069658.13185,Nutrients,Species,kg
P,2010,Chum,CentralAK,32947574286.335625,26539251211.215134,40707865621.343506,29190158128.28946,37654441103.93257,Nutrients,Species,kg
P,2010,Chum,SEAK,33043747463.225616,25225913426.316765,43753220264.44851,28322039018.157444,39021978722.460785,Nutrients,Species,kg
P,2010,Coho,BCWC,24675632088.686188,19665873560.35357,30991422752.378242,21327020490.41506,28331498570.728397,Nutrients,Species,kg
P,2010,Coho,BeringSea,2775403523.5804577,2177691455.1794014,3516007765.39954,2402178999.9262943,3159268377.767812,Nutrients,Species,kg
P,2010,Coho,CentralAK,12014696446.903252,9615256468.09993,15079905697.25398,10701459403.097786,13687066480.15762,Nutrients,Species,kg
P,2010,Coho,SEAK,12956432263.65673,10608200130.333633,16392707902.549076,11418896005.306671,15056797418.511013,Nutrients,Species,kg
P,2010,Pink,BCWC,119132985819.37634,96122458736.61821,146844080351.93085,105120040784.50963,134805293430.82289,Nutrients,Species,kg
P,2010,Pink,BeringSea,12826202852.888887,10264937943.259367,15950255040.692251,11256019149.180758,14397556671.628557,Nutrients,Species,kg
P,2010,Pink,CentralAK,115678784901.44531,95435161057.8909,145279141739.95132,104066175986.44374,131332128133.48532,Nutrients,Species,kg
P,2010,Pink,SEAK,231155587120.4516,184474908888.78455,289682798083.98456,203712871964.78772,262617873008.6225,Nutrients,Species,kg
P,2010,Sockeye,BCWC,81269441866.49414,65226591644.899,101490604404.59706,71247466757.893,92243067754.09206,Nutrients,Species,kg
P,2010,Sockeye,BeringSea,103551826673.67053,83048702057.4793,126493434478.25583,91243838583.06541,116084682418.04367,Nutrients,Species,kg
P,2010,Sockeye,CentralAK,64590537089.29668,51838630092.09902,80167212404.09787,56528450833.21321,73925044872.23877,Nutrients,Species,kg
P,2010,Sockeye,SEAK,5734846354.691403,4678525227.531906,7144846613.184036,5069476961.681312,6485973223.928974,Nutrients,Species,kg
P,2011,Chinook,BCWC,37937521585.7801,30463971694.882103,48124896137.141205,33277666229.689354,43429102680.87774,Nutrients,Species,kg
P,2011,Chinook,BeringSea,6486711183.721798,5144995226.449379,8325932036.629182,5657443188.848715,7537805889.048548,Nutrients,Species,kg
P,2011,Chinook,CentralAK,1638380302.8121438,1293692160.3351903,2095787132.4848936,1427517371.7082634,1897027126.5549278,Nutrients,Species,kg
P,2011,Chinook,SEAK,1471677055.410759,1164284417.7019167,1847579210.3571825,1279015091.0149052,1686750209.0196137,Nutrients,Species,kg
P,2011,Chum,BCWC,91942475131.47122,73116962809.65846,118127929951.24997,80298211075.38438,105754984635.89557,Nutrients,Species,kg
P,2011,Chum,BeringSea,85202616794.44196,69793981702.54298,107107846310.50916,75911099976.72292,96479923692.11319,Nutrients,Species,kg
P,2011,Chum,CentralAK,32605949398.17759,26084964618.275326,40433191991.99844,28593228495.03927,37399631445.06859,Nutrients,Species,kg
P,2011,Chum,SEAK,32587363640.794838,24908388133.171124,43334876220.865486,27622327259.888733,38273079828.123344,Nutrients,Species,kg
P,2011,Coho,BCWC,24192175651.719067,19327166570.122345,30938943388.98797,21007148468.02604,27980020525.518394,Nutrients,Species,kg
P,2011,Coho,BeringSea,2711799734.885356,2138775947.6695945,3434063860.938379,2343490556.326563,3098146296.7663302,Nutrients,Species,kg
P,2011,Coho,CentralAK,11839898834.559565,9386011762.80595,14786573600.85012,10378707000.739496,13488727507.558231,Nutrients,Species,kg
P,2011,Coho,SEAK,13047884361.219608,10566572542.570133,16659352111.905905,11451379739.199987,14997122267.055874,Nutrients,Species,kg
P,2011,Pink,BCWC,121797614431.28577,97877823653.5524,150519989915.49188,107107228415.97498,137966688005.99298,Nutrients,Species,kg
P,2011,Pink,BeringSea,12339068639.990215,9700125617.758175,15373148005.775963,10881069934.288918,13804158651.531271,Nutrients,Species,kg
P,2011,Pink,CentralAK,116265653029.42224,94875265332.77441,146622960642.2047,103697031502.67923,132138625028.96745,Nutrients,Species,kg
P,2011,Pink,SEAK,231015023301.31128,182859425937.56223,290218354730.8904,202700004833.97498,263594186409.2503,Nutrients,Species,kg
P,2011,Sockeye,BCWC,80615534021.4567,64071162819.13927,101024477364.98091,70443366970.06032,91967845056.17903,Nutrients,Species,kg
P,2011,Sockeye,BeringSea,102560967211.29202,82208721712.72198,125727001086.77852,90664196808.51117,115852083769.22229,Nutrients,Species,kg
P,2011,Sockeye,CentralAK,65510554373.21661,52195769228.39669,81789392444.05481,57215876914.86859,75270378475.44583,Nutrients,Species,kg
P,2011,Sockeye,SEAK,5708501281.36285,4606853170.741567,7089577263.972617,5013071442.054328,6431131862.519646,Nutrients,Species,kg
P,2012,Chinook,BCWC,37204603598.71887,29370695401.023296,47309272595.06844,32551274767.949425,42625734955.66251,Nutrients,Species,kg
P,2012,Chinook,BeringSea,5973589516.802799,4697587380.500309,7691987872.377796,5178827888.4909115,6895055763.532282,Nutrients,Species,kg
P,2012,Chinook,CentralAK,1571738767.5808992,1242172252.625399,2024833468.5410097,1370143636.6128993,1817472388.1702168,Nutrients,Species,kg
P,2012,Chinook,SEAK,1379234468.2983847,1092969032.661254,1740624307.299518,1190492760.0909247,1592789193.7244372,Nutrients,Species,kg
P,2012,Chum,BCWC,88531052633.76517,70189710422.01167,113859243858.03542,76989566393.21364,102360114528.81528,Nutrients,Species,kg
P,2012,Chum,BeringSea,86594882143.74448,70621910621.67366,109741146623.79973,76917741741.10452,98616316949.85303,Nutrients,Species,kg
P,2012,Chum,CentralAK,32309022701.59903,25625437889.145164,40285580825.982056,28207400694.20788,36993077084.875534,Nutrients,Species,kg
P,2012,Chum,SEAK,33436112040.012794,26117610977.33694,44078425877.35008,28627680092.54617,39410310905.69921,Nutrients,Species,kg
P,2012,Coho,BCWC,23828842573.214935,18790980554.87492,30644550753.87006,20714517945.398834,27599075030.512733,Nutrients,Species,kg
P,2012,Coho,BeringSea,2644602516.975524,2078308581.309678,3368577330.6759653,2292707501.731512,3031086563.6453896,Nutrients,Species,kg
P,2012,Coho,CentralAK,11612945446.556501,9170223757.246092,14516878127.743359,10066240881.514875,13354680351.616442,Nutrients,Species,kg
P,2012,Coho,SEAK,13128889402.56459,10526910702.785717,16702832638.203817,11438129287.099876,15093110266.555973,Nutrients,Species,kg
P,2012,Pink,BCWC,124157685347.52464,100267775054.21034,154544663897.77856,108842748043.6399,142186206897.69604,Nutrients,Species,kg
P,2012,Pink,BeringSea,11957218550.4831,9320548048.533245,14949810318.784771,10424136672.218079,13490823992.25248,Nutrients,Species,kg
P,2012,Pink,CentralAK,117458742527.41736,94505988284.4594,148038530465.9672,103606168529.87064,133676509738.42227,Nutrients,Species,kg
P,2012,Pink,SEAK,231043233956.7774,182084373116.4639,293712083506.6212,202030701884.5007,265490451612.51556,Nutrients,Species,kg
P,2012,Sockeye,BCWC,80219173386.87877,63530172252.14639,101307966636.123,69391066553.15822,91920009549.74454,Nutrients,Species,kg
P,2012,Sockeye,BeringSea,102414172420.42407,81526220061.35573,125983964176.7646,90117078491.94334,115541601302.24338,Nutrients,Species,kg
P,2012,Sockeye,CentralAK,66532481937.67493,52442458359.82294,83226671010.05782,57619509658.39345,76593027228.06403,Nutrients,Species,kg
P,2012,Sockeye,SEAK,5655970812.209059,4562802998.667053,7054936341.992408,4953985245.85697,6422363036.720722,Nutrients,Species,kg
P,2013,Chinook,BCWC,36425179409.33332,28425623389.332817,46788551327.964096,31587718916.816032,41916921595.80771,Nutrients,Species,kg
P,2013,Chinook,BeringSea,5521627870.961258,4357914255.964291,7121933019.907574,4748898663.121305,6389043005.140673,Nutrients,Species,kg
P,2013,Chinook,CentralAK,1512240601.5515668,1180318283.9390295,1969330115.8121886,1309845068.871885,1771948002.6184883,Nutrients,Species,kg
P,2013,Chinook,SEAK,1293984981.1798062,1019864841.3610213,1676135452.6562898,1111608838.6899872,1510219403.0087729,Nutrients,Species,kg
P,2013,Chum,BCWC,85970039383.43869,67287106658.411194,110837353577.30367,73575275434.61932,99617654353.29001,Nutrients,Species,kg
P,2013,Chum,BeringSea,88460015153.83841,71206171466.42784,112643337007.0188,77818675454.728,100835474156.49104,Nutrients,Species,kg
P,2013,Chum,CentralAK,31944925239.47551,25070187921.590385,40278207148.96262,27714247421.0264,36751148591.45766,Nutrients,Species,kg
P,2013,Chum,SEAK,35828262767.52333,27970290184.84069,46250201212.4805,30659289821.21982,41410583657.51755,Nutrients,Species,kg
P,2013,Coho,BCWC,23420561190.996178,18176312045.62528,30349262201.801853,20156349333.24675,27406159990.90392,Nutrients,Species,kg
P,2013,Coho,BeringSea,2576910836.916866,2016645729.0423305,3386687713.8308916,2237362585.1889033,2987959199.47967,Nutrients,Species,kg
P,2013,Coho,CentralAK,11338137281.311214,8865927954.608528,14346752555.502865,9757989325.467344,13113097760.910591,Nutrients,Species,kg
P,2013,Coho,SEAK,13110835681.912514,10410947508.188957,16979892717.013035,11392893302.29639,15292526129.136995,Nutrients,Species,kg
P,2013,Pink,BCWC,126850633439.44568,101763798382.42947,159650224623.0852,110926316738.68294,145857199529.87012,Nutrients,Species,kg
P,2013,Pink,BeringSea,11502651999.869854,8842539348.278963,14701655908.133736,10028340852.930166,13224568881.08545,Nutrients,Species,kg
P,2013,Pink,CentralAK,118574252671.05498,94840564792.68977,150079356487.19998,104154202697.92648,135497154864.66405,Nutrients,Species,kg
P,2013,Pink,SEAK,231387681964.028,182375434574.2169,297504988152.16003,200641252959.5285,268723008696.64444,Nutrients,Species,kg
P,2013,Sockeye,BCWC,79811843697.27899,62021428759.06663,101248448430.83774,67991228673.896454,92074924686.96811,Nutrients,Species,kg
P,2013,Sockeye,BeringSea,102049613148.32811,80744413576.9037,127816811281.16704,89420342262.3569,116061144931.98523,Nutrients,Species,kg
P,2013,Sockeye,CentralAK,67264623488.815765,52464985250.39653,85674764274.49055,58073989983.77437,77744271545.48276,Nutrients,Species,kg
P,2013,Sockeye,SEAK,5628108540.124121,4502948184.338007,7080524253.462024,4894739778.616229,6409697926.482591,Nutrients,Species,kg
P,2014,Chinook,BCWC,35878851406.31394,27537507450.430912,46686868766.10686,30439979350.730175,41743877860.735405,Nutrients,Species,kg
P,2014,Chinook,BeringSea,5150094896.077567,3988280452.1105356,6830243188.601908,4434356841.393012,6005740555.259873,Nutrients,Species,kg
P,2014,Chinook,CentralAK,1461412950.2170174,1118933082.4490018,1948939834.5891914,1253634347.1531546,1724365218.4599485,Nutrients,Species,kg
P,2014,Chinook,SEAK,1211826239.6840963,946916747.954645,1610202948.8037498,1033421571.5131958,1446423432.724445,Nutrients,Species,kg
P,2014,Chum,BCWC,82391053637.29115,63913906299.87986,108413187396.75923,70212442905.86754,97734876098.93364,Nutrients,Species,kg
P,2014,Chum,BeringSea,90313351853.39514,71243978875.63377,115975716287.7013,78795243129.78726,103099318166.3853,Nutrients,Species,kg
P,2014,Chum,CentralAK,31580820266.639854,24814802953.76705,40653263013.58664,27259379786.61201,36723989889.499084,Nutrients,Species,kg
P,2014,Chum,SEAK,39207042987.71055,30020206716.821205,51843821806.030685,33307216242.55021,46381564626.713554,Nutrients,Species,kg
P,2014,Coho,BCWC,22816586859.984352,17241486410.670914,30743359441.27182,19438933053.00883,27402608663.372696,Nutrients,Species,kg
P,2014,Coho,BeringSea,2517490827.36228,1950313216.5216568,3338573526.238172,2157310922.271988,2980209227.791337,Nutrients,Species,kg
P,2014,Coho,CentralAK,11054514965.679419,8544999327.6272545,14374530374.065123,9495316142.200531,12922292431.760872,Nutrients,Species,kg
P,2014,Coho,SEAK,13117898919.517372,10229914249.50947,17318810863.616802,11282409832.434649,15561029973.840982,Nutrients,Species,kg
P,2014,Pink,BCWC,130246687494.92183,102164512354.84555,166862739136.40894,113170190648.65157,151048638954.46228,Nutrients,Species,kg
P,2014,Pink,BeringSea,11145087734.806095,8410888651.545552,14634924346.147408,9642791186.13733,13058739590.703724,Nutrients,Species,kg
P,2014,Pink,CentralAK,120028577909.44177,94428327869.83777,152793392935.55652,104817874251.88431,137447606083.7929,Nutrients,Species,kg
P,2014,Pink,SEAK,231268246396.86133,178865273468.56012,303213033684.8498,198319503541.52115,271011153748.05634,Nutrients,Species,kg
P,2014,Sockeye,BCWC,79157429197.16187,60605595928.05846,101345940571.47691,67185026596.18373,92153042613.38892,Nutrients,Species,kg
P,2014,Sockeye,BeringSea,101811340882.19559,80145607298.59743,129210501690.18031,89071159748.41113,116663384001.60295,Nutrients,Species,kg
P,2014,Sockeye,CentralAK,68269216322.25424,52647102657.385735,88254049500.65807,58167645474.75552,79427864148.74367,Nutrients,Species,kg
P,2014,Sockeye,SEAK,5561263644.322056,4422225968.849386,7195621444.635623,4832917639.924915,6382601297.322597,Nutrients,Species,kg
P,2015,Chinook,BCWC,35073043413.44878,26064084431.849632,46316001753.68732,29644910235.084133,41281320844.44738,Nutrients,Species,kg
P,2015,Chinook,BeringSea,4837551112.063204,3608214591.6398625,6661540944.1363735,4081395734.691003,5718452446.052124,Nutrients,Species,kg
P,2015,Chinook,CentralAK,1402344651.251018,1057023199.2592179,1947975417.8003418,1192408180.1590197,1692538843.4342551,Nutrients,Species,kg
P,2015,Chinook,SEAK,1151152012.2974136,869413984.3575048,1581301362.2634645,966890304.622806,1381825899.243629,Nutrients,Species,kg
P,2015,Chum,BCWC,79478583472.03186,59791896561.866936,107575251902.46896,67315188969.01404,95423822180.55957,Nutrients,Species,kg
P,2015,Chum,BeringSea,91892730490.14885,71848434759.81538,119094389021.50409,79719127140.97797,106091030926.53389,Nutrients,Species,kg
P,2015,Chum,CentralAK,31410667663.733875,24143209429.263004,40919365571.5555,26703913992.33815,36662703549.34808,Nutrients,Species,kg
P,2015,Chum,SEAK,43218704887.32051,31644145154.893707,61844667325.80995,35551793433.819824,52650213097.60419,Nutrients,Species,kg
P,2015,Coho,BCWC,22498758339.70146,16202206772.663813,31187100682.069504,18622485717.528435,27534784534.014072,Nutrients,Species,kg
P,2015,Coho,BeringSea,2457873228.2989264,1866888075.8531187,3392117845.7400513,2062689413.3378227,3001055939.0621195,Nutrients,Species,kg
P,2015,Coho,CentralAK,10844704757.751749,8030109034.074348,14662617635.545546,9064158766.793434,12832655545.538813,Nutrients,Species,kg
P,2015,Coho,SEAK,12979340953.156818,9992057395.917255,18199341336.068657,11200897283.340725,15844609351.402424,Nutrients,Species,kg
P,2015,Pink,BCWC,133246860754.14697,102656613271.8899,175865144367.53928,115795231045.2304,154858691639.63403,Nutrients,Species,kg
P,2015,Pink,BeringSea,10887455962.53271,7872379969.809859,14705319207.390694,9119743254.659409,12937872709.336006,Nutrients,Species,kg
P,2015,Pink,CentralAK,121550230253.32565,94788663281.24094,156555490065.0389,105123039201.08154,140303576569.66135,Nutrients,Species,kg
P,2015,Pink,SEAK,232445956088.90872,175980155099.1385,309642996229.1305,196494713399.5818,275582662102.0111,Nutrients,Species,kg
P,2015,Sockeye,BCWC,78469118972.00371,58711271047.68684,101981605680.06628,65788533010.724335,91862926262.36829,Nutrients,Species,kg
P,2015,Sockeye,BeringSea,101739235079.51181,79505167578.69586,130980316428.04463,88546841043.44928,117741011871.4156,Nutrients,Species,kg
P,2015,Sockeye,CentralAK,69390742973.39734,52547838529.130554,90916603242.31894,58865521439.89999,80954396591.47476,Nutrients,Species,kg
P,2015,Sockeye,SEAK,5512652002.867378,4361404232.3153715,7192921150.079907,4775658742.724474,6389951642.015714,Nutrients,Species,kg
DHA,1976,Chinook,BCWC,41974596072.31979,23293278490.388676,80163412291.05322,29145752236.791584,60252965656.990616,Nutrients,Species,kg
DHA,1976,Chinook,BeringSea,33275270851.51495,18393878198.543213,63984890660.81845,23807337264.17215,47138696837.51274,Nutrients,Species,kg
DHA,1976,Chinook,CentralAK,4799496701.935783,2673819803.930345,9167601687.642004,3425101175.171862,6849427963.978846,Nutrients,Species,kg
DHA,1976,Chinook,SEAK,3120379590.789781,1664179043.9089162,5957353437.383949,2190696244.51103,4533218225.604816,Nutrients,Species,kg
DHA,1976,Chum,BCWC,159661644059.82263,73160729867.58495,342771320239.6257,101378586533.99106,246236496354.8494,Nutrients,Species,kg
DHA,1976,Chum,BeringSea,113189756817.3815,51995361581.55878,246000571140.70566,74821254477.63962,172229188830.52112,Nutrients,Species,kg
DHA,1976,Chum,CentralAK,77922882951.20033,36406660952.36678,182872771918.72025,52468816440.77699,128391832054.91147,Nutrients,Species,kg
DHA,1976,Chum,SEAK,82225607835.32544,36286949189.67675,184617531706.3474,52569902611.477905,129211046735.7727,Nutrients,Species,kg
DHA,1976,Coho,BCWC,32556241161.278008,16503098263.829302,68141308521.679726,22222887297.261986,50464111873.59386,Nutrients,Species,kg
DHA,1976,Coho,BeringSea,5595295046.609051,2814364592.0085235,11954444285.80323,3812231165.5682297,8486869587.746005,Nutrients,Species,kg
DHA,1976,Coho,CentralAK,12798174633.850155,6170073971.3961935,26243116460.207424,7994029711.504395,19424429601.98047,Nutrients,Species,kg
DHA,1976,Coho,SEAK,11924357878.660776,6225830147.492946,24528044630.835186,8233799273.486904,18215048283.69941,Nutrients,Species,kg
DHA,1976,Pink,BCWC,88992622105.76573,55049941346.470856,151301810347.588,66879709376.900116,120229348360.74799,Nutrients,Species,kg
DHA,1976,Pink,BeringSea,36945169955.80382,22949268832.9244,62785132244.303764,28325469173.999775,49156255808.45163,Nutrients,Species,kg
DHA,1976,Pink,CentralAK,132264744379.20529,80729533647.44989,218690850797.6062,99822211939.51112,176515391245.5697,Nutrients,Species,kg
DHA,1976,Pink,SEAK,198126691346.3039,121805128493.6791,323067365793.58685,151661624584.628,259784568736.71143,Nutrients,Species,kg
DHA,1976,Sockeye,BCWC,181096281003.9751,107380434588.88809,293707950258.62476,132944632908.30168,240943332237.7207,Nutrients,Species,kg
DHA,1976,Sockeye,BeringSea,407405809162.92993,240935772090.37244,656492555570.8798,301844939436.8158,540541838346.2738,Nutrients,Species,kg
DHA,1976,Sockeye,CentralAK,113232185213.12389,69316232747.0721,183379017202.34903,84835204241.79578,149371011567.48468,Nutrients,Species,kg
DHA,1976,Sockeye,SEAK,22266298703.909615,13655229323.51963,35752175927.30805,17011896703.199585,29220641807.21444,Nutrients,Species,kg
