species,year,location,low75,median,high75,low50,high50,.group,type,panel,fill,data,y,x,PANEL,shape,colour,size,alpha,stroke,facet
Total,1997,NA,9.67043526785883,12.084732450330172,14.530104077696274,10.672605869086752,13.424753603858466,22,Contaminants,f) Total Contaminants,grey20,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,f) Total Contaminants
Total,1998,NA,9.780442360832584,12.171509005837457,14.662720500248994,10.784529338322438,13.55350719814604,23,Contaminants,f) Total Contaminants,grey20,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,f) Total Contaminants
Total,1999,NA,9.849577630822257,12.222937666950532,14.735128898495573,10.804748008468453,13.600683059261591,24,Contaminants,f) Total Contaminants,grey20,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,f) Total Contaminants
Total,2000,NA,9.876106169050956,12.243261451737968,14.809497245314795,10.82423500766533,13.613314529284569,25,Contaminants,f) Total Contaminants,grey20,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,f) Total Contaminants
Total,2001,NA,9.843483063555597,12.197829302348364,14.793200628293697,10.817527949875947,13.564651181229777,26,Contaminants,f) Total Contaminants,grey20,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,f) Total Contaminants
Total,2002,NA,9.779700537532237,12.136724734631994,14.695844574921622,10.769987722721307,13.474320016304356,27,Contaminants,f) Total Contaminants,grey20,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,f) Total Contaminants
Total,2003,NA,9.642133731229693,12.034263240732932,14.572919869159616,10.695316052005744,13.373592458366906,28,Contaminants,f) Total Contaminants,grey20,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,f) Total Contaminants
Total,2004,NA,9.535051837251512,11.896967598756515,14.371831309491323,10.529941440828326,13.250530652615925,29,Contaminants,f) Total Contaminants,grey20,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,f) Total Contaminants
Total,2005,NA,9.409524617171952,11.71981248969434,14.148694695171459,10.396791442468565,13.09681118981469,30,Contaminants,f) Total Contaminants,grey20,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,f) Total Contaminants
Total,2006,NA,9.236220417970475,11.542573875816878,13.993228998868261,10.250800574409237,12.902636056685655,31,Contaminants,f) Total Contaminants,grey20,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,f) Total Contaminants
Total,2007,NA,9.062230001644897,11.374807750906635,13.749699083936223,10.082689680202082,12.725815917275595,32,Contaminants,f) Total Contaminants,grey20,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,f) Total Contaminants
Total,2008,NA,8.950422069187553,11.218191901990357,13.595078676395136,9.927311920900646,12.52356733604743,33,Contaminants,f) Total Contaminants,grey20,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,f) Total Contaminants
Total,2009,NA,8.869718433716432,11.042663180088784,13.43323945146191,9.811996676456005,12.357304714434878,34,Contaminants,f) Total Contaminants,grey20,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,f) Total Contaminants
Total,2010,NA,8.781519102265577,10.957729310215829,13.277158832968768,9.71309204276814,12.255583498477828,35,Contaminants,f) Total Contaminants,grey20,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,f) Total Contaminants
Total,2011,NA,8.68723292650463,10.903635477615108,13.26174227420304,9.646325956389576,12.213213923342332,36,Contaminants,f) Total Contaminants,grey20,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,f) Total Contaminants
Total,2012,NA,8.628405443147747,10.89936312758726,13.232443825966186,9.614057586017442,12.231711893543807,37,Contaminants,f) Total Contaminants,grey20,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,f) Total Contaminants
Total,2013,NA,8.597254010644347,10.921323485169138,13.188635118908808,9.619684743598254,12.249215265408388,38,Contaminants,f) Total Contaminants,grey20,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,f) Total Contaminants
Total,2014,NA,8.63419503351543,10.961304240270934,13.228643459633423,9.63450496870337,12.318525777471438,39,Contaminants,f) Total Contaminants,grey20,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,f) Total Contaminants
Total,2015,NA,8.639756037444947,11.051029241229145,13.319321796843976,9.706922767529074,12.429890662902665,40,Contaminants,f) Total Contaminants,grey20,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,f) Total Contaminants
Chinook,1976,NA,0.8250433457248729,1.0988651770281606,1.4296219546893105,0.933574680585467,1.2897630357268346,41,Contaminants,g) Species contaminants,#F76F5CFF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,g) Species contaminants
Chum,1976,NA,1.8721574434485837,2.5255903113868845,3.253688377167184,2.1225024567978608,2.9204812462253087,81,Contaminants,g) Species contaminants,#F76F5CFF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,g) Species contaminants
Coho,1976,NA,0.4167286145104647,0.547677759368822,0.7133146217915054,0.46369019085308166,0.6398158989480327,1,Contaminants,g) Species contaminants,#F76F5CFF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,g) Species contaminants
Pink,1976,NA,1.1473586521611603,1.548640984350937,2.1252861689719853,1.2941225303072008,1.883726871019462,161,Contaminants,g) Species contaminants,#F76F5CFF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,g) Species contaminants
Sockeye,1976,NA,2.5566371699649775,3.3663525096175024,4.346714544683885,2.8823195572067677,3.9099937457022564,121,Contaminants,g) Species contaminants,#F76F5CFF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,g) Species contaminants
Chinook,1977,NA,0.8413146637389426,1.1151661509070934,1.431390638589499,0.9564936983898998,1.299270070774338,42,Contaminants,g) Species contaminants,#F76F5CFF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,g) Species contaminants
Chum,1977,NA,1.843491473430662,2.472782117083022,3.1583383671871257,2.0896989555672483,2.8744420995391473,82,Contaminants,g) Species contaminants,#F76F5CFF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,g) Species contaminants
Coho,1977,NA,0.43912202433887493,0.5708722619166096,0.7375284940580695,0.48790265777885533,0.6606848068653186,2,Contaminants,g) Species contaminants,#F76F5CFF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,g) Species contaminants
Pink,1977,NA,1.1732904790325986,1.5674674870433933,2.157147269859113,1.3153067420129108,1.9000140057759696,162,Contaminants,g) Species contaminants,#F76F5CFF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,g) Species contaminants
Sockeye,1977,NA,2.596167718315158,3.3882678569238527,4.334394105793105,2.923766958020913,3.9205131430859037,122,Contaminants,g) Species contaminants,#F76F5CFF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,g) Species contaminants
Chinook,1978,NA,0.8596553448601336,1.1427001686413853,1.4421428862306618,0.9812614862607486,1.318907578849931,43,Contaminants,g) Species contaminants,#F76F5CFF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,g) Species contaminants
Chum,1978,NA,1.827647105570429,2.442048384710769,3.13430803244822,2.0681852320008463,2.8322176541401847,83,Contaminants,g) Species contaminants,#F76F5CFF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,g) Species contaminants
Coho,1978,NA,0.4624075041696359,0.5985822285092381,0.7584344413502108,0.5140150464857408,0.6892171515841962,3,Contaminants,g) Species contaminants,#F76F5CFF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,g) Species contaminants
Pink,1978,NA,1.184007072724832,1.5874150428638836,2.170958396922944,1.3323108866472053,1.9121638807317356,163,Contaminants,g) Species contaminants,#F76F5CFF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,g) Species contaminants
Sockeye,1978,NA,2.638013203985622,3.426874109103598,4.340083053502265,2.9529072962280267,3.92156621437944,123,Contaminants,g) Species contaminants,#F76F5CFF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,g) Species contaminants
Chinook,1979,NA,0.8866958901299777,1.161690271505234,1.4638597211987239,1.0026004234677397,1.3313419858698834,44,Contaminants,g) Species contaminants,#F76F5CFF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,g) Species contaminants
Chum,1979,NA,1.8113869569397638,2.4333493403865605,3.1041277495411252,2.061592885059687,2.812694203288959,84,Contaminants,g) Species contaminants,#F76F5CFF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,g) Species contaminants
Coho,1979,NA,0.4887853702964711,0.6292252161075189,0.7897631343313911,0.5431593273829998,0.7252476614088865,4,Contaminants,g) Species contaminants,#F76F5CFF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,g) Species contaminants
Pink,1979,NA,1.1992794284122528,1.606419355055978,2.1885757016412573,1.349844590720023,1.9257730575290555,164,Contaminants,g) Species contaminants,#F76F5CFF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,g) Species contaminants
Sockeye,1979,NA,2.653140051772162,3.4454732879892225,4.372107365204365,2.9998329262948467,3.9484444660068774,124,Contaminants,g) Species contaminants,#F76F5CFF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,g) Species contaminants
Chinook,1980,NA,0.9091052756020034,1.184951445140467,1.4887211241127607,1.023031747468409,1.3518387986444838,45,Contaminants,g) Species contaminants,#F76F5CFF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,g) Species contaminants
Chum,1980,NA,1.8160248481740546,2.443631719975433,3.10768421590372,2.0688294849033824,2.832546999246211,85,Contaminants,g) Species contaminants,#F76F5CFF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,g) Species contaminants
Coho,1980,NA,0.5186139845559696,0.6667967732857265,0.8325369425130871,0.5745840314477977,0.7662132781374252,5,Contaminants,g) Species contaminants,#F76F5CFF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,g) Species contaminants
Pink,1980,NA,1.2161785523438016,1.6335298630760415,2.2307984692437395,1.3681652855390394,1.9676959937098113,165,Contaminants,g) Species contaminants,#F76F5CFF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,g) Species contaminants
Sockeye,1980,NA,2.689184094548224,3.4621266924929355,4.392630467341301,3.0397141791763267,3.9574355679879663,125,Contaminants,g) Species contaminants,#F76F5CFF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,g) Species contaminants
Chinook,1981,NA,0.9314521648618761,1.2072102159239275,1.5143438885879754,1.0506056170126201,1.3783714396318285,46,Contaminants,g) Species contaminants,#F76F5CFF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,g) Species contaminants
Chum,1981,NA,1.8465827753323933,2.4695034985232307,3.148564860879096,2.095464872705849,2.867463191771058,86,Contaminants,g) Species contaminants,#F76F5CFF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,g) Species contaminants
Coho,1981,NA,0.5483800652450603,0.7096889430799785,0.8778752555485261,0.6112936592295697,0.8058983122411403,6,Contaminants,g) Species contaminants,#F76F5CFF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,g) Species contaminants
Pink,1981,NA,1.2300483391779016,1.658391084718477,2.2749101862845613,1.3955624117124557,2.0036508227684955,166,Contaminants,g) Species contaminants,#F76F5CFF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,g) Species contaminants
Sockeye,1981,NA,2.721045869971672,3.486302360689708,4.38899662266804,3.057993441569228,3.984944096136254,126,Contaminants,g) Species contaminants,#F76F5CFF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,g) Species contaminants
Chinook,1982,NA,0.9520689170603306,1.2355328325978405,1.5426968888805814,1.0737564984801615,1.4056324918079246,47,Contaminants,g) Species contaminants,#F76F5CFF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,g) Species contaminants
Chum,1982,NA,1.8878574215071087,2.4987136868033413,3.2053184459752275,2.1385960840877605,2.9048756356812317,87,Contaminants,g) Species contaminants,#F76F5CFF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,g) Species contaminants
Coho,1982,NA,0.5818983691013263,0.7498064214464084,0.9286666782557487,0.6479376041730823,0.8530696108644471,7,Contaminants,g) Species contaminants,#F76F5CFF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,g) Species contaminants
Pink,1982,NA,1.2589113312129536,1.6901330467741649,2.3154927377130203,1.4343238717995197,2.033450809535254,167,Contaminants,g) Species contaminants,#F76F5CFF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,g) Species contaminants
Sockeye,1982,NA,2.733463632067706,3.497391539136519,4.414035581954206,3.0800597623911985,3.982449368914459,127,Contaminants,g) Species contaminants,#F76F5CFF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,g) Species contaminants
Chinook,1983,NA,0.9734441764612165,1.261277457933922,1.5782430995124979,1.0976482421020477,1.4403070131997542,48,Contaminants,g) Species contaminants,#F76F5CFF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,g) Species contaminants
Chum,1983,NA,1.9228898702712738,2.5533195845584644,3.260761885146153,2.1714085325767263,2.9711741479246485,88,Contaminants,g) Species contaminants,#F76F5CFF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,g) Species contaminants
Coho,1983,NA,0.6140792491402135,0.7858335171607665,0.9815306351135937,0.6781668235367648,0.8985505258401525,8,Contaminants,g) Species contaminants,#F76F5CFF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,g) Species contaminants
Pink,1983,NA,1.2884770290762502,1.7198532048411028,2.3614641036738386,1.472375288694686,2.0765027338910205,168,Contaminants,g) Species contaminants,#F76F5CFF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,g) Species contaminants
Sockeye,1983,NA,2.748501561053477,3.5127163861492923,4.422169208383587,3.096555125077623,3.996659424419288,128,Contaminants,g) Species contaminants,#F76F5CFF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,g) Species contaminants
Chinook,1984,NA,1.0013346518189064,1.2855737442403252,1.600038936166582,1.116960274465865,1.4685535108264305,49,Contaminants,g) Species contaminants,#CF406FFF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,g) Species contaminants
Chum,1984,NA,1.9588189319981417,2.621296718746456,3.3310659613511624,2.219239998725871,3.019925211875158,89,Contaminants,g) Species contaminants,#CF406FFF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,g) Species contaminants
Coho,1984,NA,0.6412898822019404,0.8182340501285463,1.0269874261549081,0.7086741804257268,0.9387078886596405,9,Contaminants,g) Species contaminants,#CF406FFF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,g) Species contaminants
Pink,1984,NA,1.3137159405728014,1.7554525817878281,2.40231668108248,1.504760224317912,2.116299475168366,169,Contaminants,g) Species contaminants,#CF406FFF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,g) Species contaminants
Sockeye,1984,NA,2.754181809163451,3.509631048831362,4.426320010530422,3.104680369741568,4.010910114981062,129,Contaminants,g) Species contaminants,#CF406FFF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,g) Species contaminants
Chinook,1985,NA,1.0285074667816327,1.3098691831327764,1.6401510873018033,1.143958657485487,1.5012945657976282,50,Contaminants,g) Species contaminants,#CF406FFF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,g) Species contaminants
Chum,1985,NA,1.9866238866212982,2.6766002087129603,3.404835920544788,2.2708645204126623,3.0768059599780377,90,Contaminants,g) Species contaminants,#CF406FFF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,g) Species contaminants
Coho,1985,NA,0.6638114591022528,0.846493801812302,1.0638896511408609,0.7333578203910752,0.9720999794122421,10,Contaminants,g) Species contaminants,#CF406FFF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,g) Species contaminants
Pink,1985,NA,1.3430443829048309,1.7847441790150842,2.450052181389516,1.53311375107137,2.158664449338705,170,Contaminants,g) Species contaminants,#CF406FFF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,g) Species contaminants
Sockeye,1985,NA,2.7533630458097456,3.5197225126559095,4.424853362637206,3.104423743061254,4.014059154954068,130,Contaminants,g) Species contaminants,#CF406FFF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,g) Species contaminants
Chinook,1986,NA,1.0567460506965105,1.3454788498263084,1.679878216785935,1.1689940763480307,1.5322138035567925,51,Contaminants,g) Species contaminants,#CF406FFF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,g) Species contaminants
Chum,1986,NA,2.025936544365798,2.722884047668442,3.4638785756236774,2.3124346568583456,3.1306892367131525,91,Contaminants,g) Species contaminants,#CF406FFF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,g) Species contaminants
Coho,1986,NA,0.6828788576283904,0.8676459013213876,1.097259658371677,0.7542395940842365,0.9994169861990355,11,Contaminants,g) Species contaminants,#CF406FFF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,g) Species contaminants
Pink,1986,NA,1.3753950967294823,1.8077985959789447,2.498246003275278,1.5610682732004326,2.207329375947836,171,Contaminants,g) Species contaminants,#CF406FFF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,g) Species contaminants
Sockeye,1986,NA,2.7685245833045693,3.5169320440464586,4.431705477868897,3.1132535470142035,4.023328096334447,131,Contaminants,g) Species contaminants,#CF406FFF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,g) Species contaminants
Chinook,1987,NA,1.0785208743789139,1.38988815992029,1.7213600011154127,1.199133125650034,1.5732455512435153,52,Contaminants,g) Species contaminants,#CF406FFF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,g) Species contaminants
Chum,1987,NA,2.0637442629343887,2.7587184035628503,3.5289761850057677,2.3450846622438113,3.1815275008345116,92,Contaminants,g) Species contaminants,#CF406FFF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,g) Species contaminants
Coho,1987,NA,0.6983820621980104,0.8871756141640819,1.1156742425733903,0.7711688785885882,1.0198834961530272,12,Contaminants,g) Species contaminants,#CF406FFF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,g) Species contaminants
Pink,1987,NA,1.4038933442933559,1.8406210995085945,2.5621685923631006,1.6005659504647909,2.250058312906692,172,Contaminants,g) Species contaminants,#CF406FFF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,g) Species contaminants
Sockeye,1987,NA,2.7701672227853718,3.525510223957533,4.420559235258367,3.114984273414358,4.019533469276906,132,Contaminants,g) Species contaminants,#CF406FFF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,g) Species contaminants
Chinook,1988,NA,1.106901787151691,1.4221427563317546,1.7725777497143378,1.2391333507506475,1.6143794982255728,53,Contaminants,g) Species contaminants,#CF406FFF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,g) Species contaminants
Chum,1988,NA,2.0885921491801707,2.7899340762282554,3.5819074673167997,2.3670563491127767,3.226497375794949,93,Contaminants,g) Species contaminants,#CF406FFF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,g) Species contaminants
Coho,1988,NA,0.7129222056923971,0.9056419947126786,1.1335596830562782,0.7799657167866492,1.0415680077366227,13,Contaminants,g) Species contaminants,#CF406FFF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,g) Species contaminants
Pink,1988,NA,1.4330117574298316,1.8855169095705366,2.6253627783696727,1.6251153776669596,2.2945320251908408,173,Contaminants,g) Species contaminants,#CF406FFF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,g) Species contaminants
Sockeye,1988,NA,2.777231588012087,3.5243726813745058,4.417595357919471,3.110798879671508,4.005081856708902,133,Contaminants,g) Species contaminants,#CF406FFF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,g) Species contaminants
Chinook,1989,NA,1.1300365219410646,1.4586691945641432,1.8149691910530632,1.2739214480999448,1.6677246020607377,54,Contaminants,g) Species contaminants,#CF406FFF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,g) Species contaminants
Chum,1989,NA,2.105778581327228,2.8255375577640605,3.644015978076051,2.394902218766859,3.259898880222547,94,Contaminants,g) Species contaminants,#CF406FFF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,g) Species contaminants
Coho,1989,NA,0.722508219812155,0.9196990628859985,1.1508451129909618,0.7938966676811254,1.055343685432019,14,Contaminants,g) Species contaminants,#CF406FFF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,g) Species contaminants
Pink,1989,NA,1.4634822606979476,1.9290073850170026,2.673424795543952,1.6569158156822683,2.337754434465649,174,Contaminants,g) Species contaminants,#CF406FFF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,g) Species contaminants
Sockeye,1989,NA,2.783393935213428,3.5330624136816393,4.417603899445,3.1119947427423065,4.01885518955627,134,Contaminants,g) Species contaminants,#CF406FFF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,g) Species contaminants
Chinook,1990,NA,1.1676022339762917,1.4988271482847975,1.8634924305590532,1.3075624438499136,1.7094799153000293,55,Contaminants,g) Species contaminants,#CF406FFF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,g) Species contaminants
Chum,1990,NA,2.151799563603095,2.8707896831378203,3.6912369801937914,2.4292238451394454,3.3091955840933007,95,Contaminants,g) Species contaminants,#CF406FFF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,g) Species contaminants
Coho,1990,NA,0.7282598611480924,0.9272049772571582,1.1702778308890494,0.802524471064838,1.0668916887983344,15,Contaminants,g) Species contaminants,#CF406FFF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,g) Species contaminants
Pink,1990,NA,1.497532985389306,1.974152517138556,2.7217059727258333,1.6878264394958067,2.3958764873029805,175,Contaminants,g) Species contaminants,#CF406FFF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,g) Species contaminants
Sockeye,1990,NA,2.788180575881154,3.5393511073484154,4.42656905625268,3.1145993819029303,4.018379947486235,135,Contaminants,g) Species contaminants,#CF406FFF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,g) Species contaminants
Chinook,1991,NA,1.1967063634075237,1.5283942420574328,1.907643697050895,1.3413749555969814,1.749565018131678,56,Contaminants,g) Species contaminants,#CF406FFF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,g) Species contaminants
Chum,1991,NA,2.2008579496536473,2.9306911995902034,3.7507242442661424,2.4814617822942213,3.3679764892377397,96,Contaminants,g) Species contaminants,#CF406FFF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,g) Species contaminants
Coho,1991,NA,0.7314642426904913,0.9381526741927285,1.1863289535408932,0.8156714834371931,1.0736965549123814,16,Contaminants,g) Species contaminants,#CF406FFF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,g) Species contaminants
Pink,1991,NA,1.533685572386815,2.018727798426589,2.7859761435694956,1.725456823327904,2.456426321860342,176,Contaminants,g) Species contaminants,#CF406FFF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,g) Species contaminants
Sockeye,1991,NA,2.7913026905964404,3.5429424094895827,4.421691060674517,3.1161856745880017,4.013175334478564,136,Contaminants,g) Species contaminants,#CF406FFF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,g) Species contaminants
Chinook,1992,NA,1.2238840066807424,1.5577504195022618,1.9470514824619884,1.3756086223400166,1.795320754785038,57,Contaminants,g) Species contaminants,#972C80FF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,g) Species contaminants
Chum,1992,NA,2.2495635257156428,2.9989614785421423,3.815945569344074,2.521818303359915,3.4372708840878334,97,Contaminants,g) Species contaminants,#972C80FF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,g) Species contaminants
Coho,1992,NA,0.7375091703588854,0.9477277730089365,1.191858186383207,0.8216826760022393,1.0795395984490703,17,Contaminants,g) Species contaminants,#972C80FF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,g) Species contaminants
Pink,1992,NA,1.571948983943822,2.0696400694637926,2.846812842634045,1.7644088452456343,2.490287993098347,177,Contaminants,g) Species contaminants,#972C80FF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,g) Species contaminants
Sockeye,1992,NA,2.787258337006694,3.5345396622388963,4.408610917599284,3.1067417958892785,4.023336797060929,137,Contaminants,g) Species contaminants,#972C80FF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,g) Species contaminants
Chinook,1993,NA,1.2545867142945817,1.5923679805218403,1.9854299331810468,1.4067486183700542,1.8297646586861842,58,Contaminants,g) Species contaminants,#972C80FF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,g) Species contaminants
Chum,1993,NA,2.311374305945976,3.079803982525437,3.907540076709771,2.6007932011526367,3.538483529643551,98,Contaminants,g) Species contaminants,#972C80FF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,g) Species contaminants
Coho,1993,NA,0.7378946896500661,0.9426435738127044,1.2018695535486463,0.8208974046540607,1.0835321785661884,18,Contaminants,g) Species contaminants,#972C80FF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,g) Species contaminants
Pink,1993,NA,1.6098362759167686,2.1173290784582486,2.897359507384277,1.800482018755671,2.5333618654268166,178,Contaminants,g) Species contaminants,#972C80FF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,g) Species contaminants
Sockeye,1993,NA,2.7902689065559594,3.5356182401852565,4.402351046427542,3.1047911170660485,4.012829748541456,138,Contaminants,g) Species contaminants,#972C80FF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,g) Species contaminants
Chinook,1994,NA,1.2775421160961216,1.6219854852434272,2.012850925054862,1.4224010358352843,1.858102935876756,59,Contaminants,g) Species contaminants,#972C80FF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,g) Species contaminants
Chum,1994,NA,2.371484996141806,3.1648852901358153,4.008919975407244,2.6737725140714765,3.6394775360444704,99,Contaminants,g) Species contaminants,#972C80FF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,g) Species contaminants
Coho,1994,NA,0.7414143537744784,0.9416074960778702,1.197876508767253,0.8154101204739638,1.0823763878249701,19,Contaminants,g) Species contaminants,#972C80FF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,g) Species contaminants
Pink,1994,NA,1.6407024713464142,2.1756455711735203,2.956097200473822,1.833880686067629,2.5992149304435284,179,Contaminants,g) Species contaminants,#972C80FF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,g) Species contaminants
Sockeye,1994,NA,2.789200823600332,3.519378906735268,4.39675817660766,3.101359615855547,4.000943530051383,139,Contaminants,g) Species contaminants,#972C80FF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,g) Species contaminants
Chinook,1995,NA,1.2996799020912393,1.6388795357459882,2.0382781320232706,1.4401643672641007,1.8789242504241301,60,Contaminants,g) Species contaminants,#972C80FF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,g) Species contaminants
Chum,1995,NA,2.4393292554910033,3.245286437983742,4.14397369547106,2.7544498427964355,3.757981692114852,100,Contaminants,g) Species contaminants,#972C80FF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,g) Species contaminants
Coho,1995,NA,0.7340970970945464,0.9358286366827011,1.1839274657697452,0.808624001957268,1.073312700071936,20,Contaminants,g) Species contaminants,#972C80FF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,g) Species contaminants
Pink,1995,NA,1.6928673194228754,2.234468906096747,3.015724259080851,1.8796373095282952,2.6616043179089566,180,Contaminants,g) Species contaminants,#972C80FF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,g) Species contaminants
Sockeye,1995,NA,2.77679847840581,3.5209948007913097,4.403584652313714,3.101109886040475,3.9981676387463243,140,Contaminants,g) Species contaminants,#972C80FF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,g) Species contaminants
Chinook,1996,NA,1.3082134848153602,1.6542255693664902,2.0696430813331137,1.4554731580951905,1.8987138499276262,61,Contaminants,g) Species contaminants,#972C80FF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,g) Species contaminants
