species,year,low75,median,high75,low50,high50,panel,units,location,group,panel_new,panel_abc,fill
Pink,1984,0.0012268573819783388,0.0017068628459097125,0.0023816152186729935,0.001392177953033197,0.0020667580998629323,g) Species contaminants,NA,NA,NA,Species contaminants,g,#251256FF
Sockeye,1984,0.0026522200789521845,0.00340848092414586,0.004313479924269727,0.0029632460676286554,0.0038932302942572806,g) Species contaminants,NA,NA,NA,Species contaminants,g,#5F187FFF
Chinook,1984,611.6879427543129,722.3778691000321,864.9125302350955,653.4175520507132,793.2654753303907,e) Species nutrients,NA,NA,NA,Species nutrients,e,#CF406FFF
Chum,1984,2760.8799830240114,3229.352462279998,3986.808640407361,2927.3397643896765,3610.478992625971,e) Species nutrients,NA,NA,NA,Species nutrients,e,#972C80FF
Coho,1984,587.4792048104283,698.6432195247453,865.3909778704028,632.6348595271373,790.0094209809827,e) Species nutrients,NA,NA,NA,Species nutrients,e,#F76F5CFF
Pink,1984,3528.810410350029,4019.44919567212,4611.665115119519,3731.268883412213,4313.246840075022,e) Species nutrients,NA,NA,NA,Species nutrients,e,#251256FF
Sockeye,1984,3475.7162460771196,3982.3700139006664,4587.030945767236,3679.073475020562,4325.022697376424,e) Species nutrients,NA,NA,NA,Species nutrients,e,#5F187FFF
Chinook,1985,9.787852956363863e-4,0.0012679969881578064,0.0015942252058648155,0.0010918156488912397,0.0014615845738758428,g) Species contaminants,NA,NA,NA,Species contaminants,g,#CF406FFF
Chum,1985,0.001865471885563944,0.002564560737383094,0.0033424526327466082,0.00214410732116224,0.0029880680675800865,g) Species contaminants,NA,NA,NA,Species contaminants,g,#972C80FF
Coho,1985,6.404478735522758e-4,8.172988872780689e-4,0.001041425867329099,7.058512962416913e-4,9.424492784233183e-4,g) Species contaminants,NA,NA,NA,Species contaminants,g,#F76F5CFF
Pink,1985,0.0012479571872109569,0.0017357561052249821,0.002445193562175176,0.0014245729340603074,0.002109330992638903,g) Species contaminants,NA,NA,NA,Species contaminants,g,#251256FF
Sockeye,1985,0.002661194572527056,0.0034098561658961564,0.004316097835223332,0.0029734194123587562,0.0038862354029802915,g) Species contaminants,NA,NA,NA,Species contaminants,g,#5F187FFF
Chinook,1985,625.7051304698931,738.4035707033678,883.8773811679424,665.086438303883,812.5639305442031,e) Species nutrients,NA,NA,NA,Species nutrients,e,#CF406FFF
Chum,1985,2810.9661707192154,3285.4979305957795,4063.5816796315844,2990.7339731485417,3685.975814627926,e) Species nutrients,NA,NA,NA,Species nutrients,e,#972C80FF
Coho,1985,606.0627602908596,724.6621377048555,899.640009770891,657.9006235442174,820.8900356866465,e) Species nutrients,NA,NA,NA,Species nutrients,e,#F76F5CFF
Pink,1985,3602.6061698497124,4098.151557753089,4713.703241609858,3801.4672134486473,4403.9925277700695,e) Species nutrients,NA,NA,NA,Species nutrients,e,#251256FF
Sockeye,1985,3481.063711719137,3980.9808830422776,4603.627249996875,3682.5485603489815,4329.122895176521,e) Species nutrients,NA,NA,NA,Species nutrients,e,#5F187FFF
Chinook,1986,0.0010020248862339838,0.0012978957786333799,0.0016358181106645533,0.0011139058495293016,0.0014982022148712017,g) Species contaminants,NA,NA,NA,Species contaminants,g,#CF406FFF
Chum,1986,0.0018922003577897363,0.00260194795858078,0.00339187589988911,0.0021795687260269528,0.0030434270737265297,g) Species contaminants,NA,NA,NA,Species contaminants,g,#972C80FF
Coho,1986,6.546540314439272e-4,8.424022315865783e-4,0.001070462234770776,7.245892422543869e-4,9.706912920064531e-4,g) Species contaminants,NA,NA,NA,Species contaminants,g,#F76F5CFF
Pink,1986,0.0012771168739082602,0.001781538780786069,0.0024888205985541595,0.0014537664447512256,0.0021599618564439897,g) Species contaminants,NA,NA,NA,Species contaminants,g,#251256FF
Sockeye,1986,0.0026698489321851453,0.003411889532754329,0.004330311819496417,0.0029770649813104016,0.0038955426111068605,g) Species contaminants,NA,NA,NA,Species contaminants,g,#5F187FFF
Chinook,1986,640.1426239509764,755.206318111003,905.6795220382082,681.618841032255,829.7508305382966,e) Species nutrients,NA,NA,NA,Species nutrients,e,#CF406FFF
Chum,1986,2861.727705020676,3330.7393420746957,4131.034271296623,3047.002940371627,3752.6567619615016,e) Species nutrients,NA,NA,NA,Species nutrients,e,#972C80FF
Coho,1986,625.9780547055051,748.1130449304083,923.6047173040856,677.8907535437495,844.2643599200896,e) Species nutrients,NA,NA,NA,Species nutrients,e,#F76F5CFF
Pink,1986,3693.7596507356957,4183.891737389005,4802.510457946133,3886.5069319788877,4498.952424578201,e) Species nutrients,NA,NA,NA,Species nutrients,e,#251256FF
Sockeye,1986,3465.1907085119524,3976.629767081108,4610.162663124833,3689.142989323111,4331.068882241518,e) Species nutrients,NA,NA,NA,Species nutrients,e,#5F187FFF
Chinook,1987,0.0010268981964427421,0.0013344861547392988,0.0016756011059014368,0.0011405934970011233,0.0015317059749914064,g) Species contaminants,NA,NA,NA,Species contaminants,g,#CF406FFF
Chum,1987,0.0019132092832938646,0.0026477673928957854,0.003423925564565283,0.0022080932291400355,0.003086128917013916,g) Species contaminants,NA,NA,NA,Species contaminants,g,#972C80FF
Coho,1987,6.707360426431232e-4,8.656948661307979e-4,0.0010959824557484584,7.432896749146323e-4,9.956316830448287e-4,g) Species contaminants,NA,NA,NA,Species contaminants,g,#F76F5CFF
Pink,1987,0.0013078968546802504,0.00181731105867089,0.0025413269358890134,0.0014811149742624068,0.002195924371338847,g) Species contaminants,NA,NA,NA,Species contaminants,g,#251256FF
Sockeye,1987,0.002663912340250995,0.0034138353828357146,0.004326160079303003,0.002973093797147118,0.003897245035561359,g) Species contaminants,NA,NA,NA,Species contaminants,g,#5F187FFF
Chinook,1987,659.5577145132662,773.8421317122022,926.560249174416,700.4330860218338,854.2197497890115,e) Species nutrients,NA,NA,NA,Species nutrients,e,#CF406FFF
Chum,1987,2894.7174303995853,3384.320566039378,4193.434163439724,3086.6926119776167,3800.091488978649,e) Species nutrients,NA,NA,NA,Species nutrients,e,#972C80FF
Coho,1987,642.6182980140248,763.9648576211189,942.8508789098071,689.0838669943248,861.6601445706099,e) Species nutrients,NA,NA,NA,Species nutrients,e,#F76F5CFF
Pink,1987,3772.1899861204365,4263.295703378597,4899.636257973623,3970.698932670053,4597.6125460434,e) Species nutrients,NA,NA,NA,Species nutrients,e,#251256FF
Sockeye,1987,3475.857435234234,3986.064703968309,4612.082528592641,3693.7757305951163,4323.902658647197,e) Species nutrients,NA,NA,NA,Species nutrients,e,#5F187FFF
Chinook,1988,0.0010636543109169376,0.0013710846570203989,0.0017170292176399609,0.0011722495497780215,0.0015724665901934742,g) Species contaminants,NA,NA,NA,Species contaminants,g,#CF406FFF
Chum,1988,0.0019403451591410692,0.0026876135596244164,0.0034719946842630095,0.002238986669083869,0.003120676262461402,g) Species contaminants,NA,NA,NA,Species contaminants,g,#972C80FF
Coho,1988,6.814987681595854e-4,8.82455137200111e-4,0.0011171463839477088,7.54855128876706e-4,0.001014955141590793,g) Species contaminants,NA,NA,NA,Species contaminants,g,#F76F5CFF
Pink,1988,0.0013327119172411518,0.0018518361062442893,0.0025732200425865144,0.0015127259793797528,0.0022457388945122552,g) Species contaminants,NA,NA,NA,Species contaminants,g,#251256FF
Sockeye,1988,0.0026743956312858717,0.0034199680082174916,0.0043203174483008415,0.00297016047002506,0.0039017164234663717,g) Species contaminants,NA,NA,NA,Species contaminants,g,#5F187FFF
Chinook,1988,677.1428531857907,789.627114273716,954.7836862789762,721.1569035544052,876.4974355364548,e) Species nutrients,NA,NA,NA,Species nutrients,e,#CF406FFF
Chum,1988,2929.764659366246,3435.8202091581124,4247.09111038898,3124.232477676328,3849.818581193727,e) Species nutrients,NA,NA,NA,Species nutrients,e,#972C80FF
Coho,1988,657.4112097706129,776.7475589388737,960.5405135803944,702.8731714355041,879.6932269266235,e) Species nutrients,NA,NA,NA,Species nutrients,e,#F76F5CFF
Pink,1988,3843.8997006550685,4342.844760176895,5012.58010538683,4045.8201775675925,4697.817762733384,e) Species nutrients,NA,NA,NA,Species nutrients,e,#251256FF
Sockeye,1988,3465.432832953364,3997.209468248104,4626.714874490383,3697.710000833121,4324.613524325925,e) Species nutrients,NA,NA,NA,Species nutrients,e,#5F187FFF
Chinook,1989,0.001091528578046724,0.0014124633269723815,0.0017664041420550035,0.001203888700282365,0.0016136104328175267,g) Species contaminants,NA,NA,NA,Species contaminants,g,#CF406FFF
Chum,1989,0.0019598205855908585,0.00271707560868955,0.0035356231662087663,0.0022736118122549257,0.003156432480106119,g) Species contaminants,NA,NA,NA,Species contaminants,g,#972C80FF
Coho,1989,6.885623300631208e-4,8.936519762028502e-4,0.00113383548792206,7.670030348485971e-4,0.0010341833680189683,g) Species contaminants,NA,NA,NA,Species contaminants,g,#F76F5CFF
Pink,1989,0.0013638394724800188,0.0018928597222254108,0.002613634523028221,0.0015463406889002014,0.0023039651467271095,g) Species contaminants,NA,NA,NA,Species contaminants,g,#251256FF
Sockeye,1989,0.002693751633828492,0.003421644736734135,0.004323504225001294,0.0029667161610359015,0.00390407906457094,g) Species contaminants,NA,NA,NA,Species contaminants,g,#5F187FFF
Chinook,1989,695.9262992719213,812.2040112167952,974.9154566679655,739.5107510676595,905.5966758804377,e) Species nutrients,NA,NA,NA,Species nutrients,e,#CF406FFF
Chum,1989,2967.646458733726,3478.2119953568335,4308.793124781888,3152.9112194787285,3903.374604397191,e) Species nutrients,NA,NA,NA,Species nutrients,e,#972C80FF
Coho,1989,666.684171862288,787.6959646894456,977.9044319436395,713.3637249641678,896.2802756554399,e) Species nutrients,NA,NA,NA,Species nutrients,e,#F76F5CFF
Pink,1989,3934.579229586191,4438.957821622844,5115.623120442353,4129.854112399343,4791.451625355095,e) Species nutrients,NA,NA,NA,Species nutrients,e,#251256FF
Sockeye,1989,3471.590602796646,3997.146728907269,4623.990578851267,3697.5370168530353,4336.254060824575,e) Species nutrients,NA,NA,NA,Species nutrients,e,#5F187FFF
Chinook,1990,0.0011240112835023742,0.0014490962003891879,0.001825463086833006,0.0012324968296659826,0.0016531540626361257,g) Species contaminants,NA,NA,NA,Species contaminants,g,#CF406FFF
Chum,1990,0.0019937903000671634,0.0027568038266862324,0.0035732978336575497,0.0023149234854607814,0.003213876444051538,g) Species contaminants,NA,NA,NA,Species contaminants,g,#972C80FF
Coho,1990,6.99032320975313e-4,9.051376851282292e-4,0.001151541307350933,7.771020681078588e-4,0.001043920242638496,g) Species contaminants,NA,NA,NA,Species contaminants,g,#F76F5CFF
Pink,1990,0.001391146053607124,0.00193606927315756,0.0026623268381194285,0.0015831960146149616,0.0023527818615941692,g) Species contaminants,NA,NA,NA,Species contaminants,g,#251256FF
Sockeye,1990,0.0027055106390074454,0.0034322746561077913,0.0043339050482301715,0.00296540182418664,0.0039114593402058955,g) Species contaminants,NA,NA,NA,Species contaminants,g,#5F187FFF
Chinook,1990,714.993186005514,829.0034588222552,1004.5631506917023,758.5198228893947,930.3010667441239,e) Species nutrients,NA,NA,NA,Species nutrients,e,#CF406FFF
Chum,1990,3013.0103201903257,3528.1896588080986,4387.99760934178,3188.408554080171,3964.4135919484715,e) Species nutrients,NA,NA,NA,Species nutrients,e,#972C80FF
Coho,1990,674.9641631474356,799.0825473227783,997.7895998437941,724.0476585926046,907.1740991305489,e) Species nutrients,NA,NA,NA,Species nutrients,e,#F76F5CFF
Pink,1990,4010.609649526028,4533.2369553489825,5210.142016397501,4211.739436946254,4898.349687195731,e) Species nutrients,NA,NA,NA,Species nutrients,e,#251256FF
Sockeye,1990,3476.148233723672,3999.139725741945,4661.62893584787,3703.0481461413956,4332.383338446645,e) Species nutrients,NA,NA,NA,Species nutrients,e,#5F187FFF
Chinook,1991,0.001151647225614626,0.0014826167816485774,0.001875697635308793,0.0012602435289429108,0.0016968509152281675,g) Species contaminants,NA,NA,NA,Species contaminants,g,#CF406FFF
Chum,1991,0.0020296234628318513,0.002797404968823557,0.003640951906522599,0.0023495721072889194,0.0032756798165333198,g) Species contaminants,NA,NA,NA,Species contaminants,g,#972C80FF
Coho,1991,7.038628545824823e-4,9.115805387091803e-4,0.0011594387422249174,7.846808344569895e-4,0.0010507462287035298,g) Species contaminants,NA,NA,NA,Species contaminants,g,#F76F5CFF
Pink,1991,0.001431006361338385,0.001978478035801187,0.0027115957410148587,0.0016275439906639265,0.002405871779347454,g) Species contaminants,NA,NA,NA,Species contaminants,g,#251256FF
Sockeye,1991,0.002687799091158526,0.0034323255557489143,0.004336065755185659,0.002973197836600257,0.003911408475970885,g) Species contaminants,NA,NA,NA,Species contaminants,g,#5F187FFF
Chinook,1991,731.4934563236529,853.5502390398677,1027.2412059094067,780.1139885985997,951.3729729156471,e) Species nutrients,NA,NA,NA,Species nutrients,e,#CF406FFF
Chum,1991,3063.2642605138626,3594.1411462095384,4461.425429651352,3233.795457204624,4042.3576899782593,e) Species nutrients,NA,NA,NA,Species nutrients,e,#972C80FF
Coho,1991,679.8835953347835,804.6893179714308,1009.6793121989837,729.1684452572307,912.476955310976,e) Species nutrients,NA,NA,NA,Species nutrients,e,#F76F5CFF
Pink,1991,4082.678215676798,4622.308388545075,5312.105099626735,4307.060826084505,5008.008316161536,e) Species nutrients,NA,NA,NA,Species nutrients,e,#251256FF
Sockeye,1991,3491.310198034325,4005.686058058409,4671.129486961919,3700.3749124455508,4341.271389089647,e) Species nutrients,NA,NA,NA,Species nutrients,e,#5F187FFF
Chinook,1992,0.001179303524281878,0.0015133756319992329,0.001914477039148612,0.001290836539809872,0.0017330896012118639,g) Species contaminants,NA,NA,NA,Species contaminants,g,#CF406FFF
Chum,1992,0.0020707526763763164,0.0028585672835522236,0.0037036675913741037,0.0023928451946856402,0.0033481347584574557,g) Species contaminants,NA,NA,NA,Species contaminants,g,#972C80FF
Coho,1992,7.071706219771505e-4,9.149488242213674e-4,0.0011726055026612878,7.930674981399266e-4,0.0010569352094358284,g) Species contaminants,NA,NA,NA,Species contaminants,g,#F76F5CFF
Pink,1992,0.001465485945468398,0.002023689268735593,0.002793031663108207,0.0016672930242999278,0.002464371829382946,g) Species contaminants,NA,NA,NA,Species contaminants,g,#251256FF
Sockeye,1992,0.0026963777211368137,0.0034296402627625694,0.004312488286408815,0.002975442184727611,0.003908024415915383,g) Species contaminants,NA,NA,NA,Species contaminants,g,#5F187FFF
Chinook,1992,747.0631723088183,875.6306091633658,1051.7582625639816,796.4349932999238,973.8887759281404,e) Species nutrients,NA,NA,NA,Species nutrients,e,#CF406FFF
Chum,1992,3120.380004045392,3676.1588901747077,4551.516874632036,3296.7427943461757,4128.323711500005,e) Species nutrients,NA,NA,NA,Species nutrients,e,#972C80FF
Coho,1992,681.8825584555505,809.2207431312577,1015.1512470962599,732.9162377933496,914.6025472778879,e) Species nutrients,NA,NA,NA,Species nutrients,e,#F76F5CFF
Pink,1992,4186.79286896032,4731.470994050682,5433.668713660312,4415.656693218909,5117.679887060145,e) Species nutrients,NA,NA,NA,Species nutrients,e,#251256FF
Sockeye,1992,3483.5446362365947,4001.1093085070943,4653.731607323769,3701.3607322288126,4338.865857122723,e) Species nutrients,NA,NA,NA,Species nutrients,e,#5F187FFF
Chinook,1993,0.0011942963565936887,0.0015322501511448204,0.001954239928507265,0.0013199852883293726,0.0017712311820019186,g) Species contaminants,NA,NA,NA,Species contaminants,g,#CF406FFF
Chum,1993,0.0021176029385229257,0.002931274353005506,0.003788165980453904,0.0024597236623204195,0.0034319566216623218,g) Species contaminants,NA,NA,NA,Species contaminants,g,#972C80FF
Coho,1993,7.061699851543304e-4,9.18121532584016e-4,0.001177256829438476,7.959898962459216e-4,0.0010592432159452487,g) Species contaminants,NA,NA,NA,Species contaminants,g,#F76F5CFF
Pink,1993,0.0014907337561371461,0.0020674718146693125,0.0028412887198202034,0.0017019488597848987,0.0025392521816268113,g) Species contaminants,NA,NA,NA,Species contaminants,g,#251256FF
Sockeye,1993,0.002691870106946254,0.0034350537176480386,0.004314737435922773,0.002976624529015583,0.0039004131796520807,g) Species contaminants,NA,NA,NA,Species contaminants,g,#5F187FFF
Chinook,1993,760.787720198606,890.4189575562837,1076.534486327638,812.1330741512731,996.9379992161705,e) Species nutrients,NA,NA,NA,Species nutrients,e,#CF406FFF
Chum,1993,3198.788584782874,3752.3525339047947,4666.110975221479,3394.6802765658995,4223.074165586648,e) Species nutrients,NA,NA,NA,Species nutrients,e,#972C80FF
Coho,1993,681.9358674375408,811.4989441815438,1017.3630650406479,730.5043160622633,915.1983149640535,e) Species nutrients,NA,NA,NA,Species nutrients,e,#F76F5CFF
Pink,1993,4302.326930412184,4834.930825951498,5559.971344086053,4511.500578314863,5248.515919148667,e) Species nutrients,NA,NA,NA,Species nutrients,e,#251256FF
Sockeye,1993,3481.5877784069667,4012.155473653307,4647.119726798337,3701.2420696957247,4338.696814505795,e) Species nutrients,NA,NA,NA,Species nutrients,e,#5F187FFF
Chinook,1994,0.0012104957237213342,0.0015623041797817013,0.0019952185523669863,0.0013456097598188207,0.001802629069576204,g) Species contaminants,NA,NA,NA,Species contaminants,g,#CF406FFF
Chum,1994,0.0021903915814396875,0.003000417117657685,0.003902209875023922,0.002528666081515735,0.0035058632749368846,g) Species contaminants,NA,NA,NA,Species contaminants,g,#972C80FF
Coho,1994,7.040357795274877e-4,9.151756780154661e-4,0.0011709938782846583,7.895376156405744e-4,0.001052709184836807,g) Species contaminants,NA,NA,NA,Species contaminants,g,#F76F5CFF
Pink,1994,0.0015111928655279837,0.0021160509388225782,0.0029125364468949055,0.001740893198122333,0.0025944681002623444,g) Species contaminants,NA,NA,NA,Species contaminants,g,#251256FF
Sockeye,1994,0.0026920989996879413,0.003424375719439889,0.004335234797919713,0.0029664562624127627,0.0038918150964179117,g) Species contaminants,NA,NA,NA,Species contaminants,g,#5F187FFF
Chinook,1994,773.3281247036432,906.5513519404033,1086.476389291183,824.7860095499593,1010.3986533456787,e) Species nutrients,NA,NA,NA,Species nutrients,e,#CF406FFF
Chum,1994,3278.321499486418,3844.12583828692,4798.787559880739,3494.102458174848,4337.046088604994,e) Species nutrients,NA,NA,NA,Species nutrients,e,#972C80FF
Coho,1994,678.2705144560567,808.7140876096764,1010.9099062639435,726.1285675927102,911.2887677503431,e) Species nutrients,NA,NA,NA,Species nutrients,e,#F76F5CFF
Pink,1994,4420.66238462898,4951.36423525664,5687.25253488435,4635.646678039924,5375.738022595902,e) Species nutrients,NA,NA,NA,Species nutrients,e,#251256FF
Sockeye,1994,3482.405452753768,4005.46969252515,4639.321704303755,3700.321402294764,4346.627819797115,e) Species nutrients,NA,NA,NA,Species nutrients,e,#5F187FFF
Chinook,1995,0.0012356659155810545,0.0015854759739001782,0.002033111377724421,0.001363638068692269,0.0018319704379298198,g) Species contaminants,NA,NA,NA,Species contaminants,g,#CF406FFF
Chum,1995,0.0022451091722499486,0.0030985674740538005,0.004022385924526356,0.0025958779323845015,0.0035961675084259137,g) Species contaminants,NA,NA,NA,Species contaminants,g,#972C80FF
Coho,1995,7.002443085963071e-4,9.067349239597147e-4,0.0011607662445321928,7.827305306639255e-4,0.0010499672686163524,g) Species contaminants,NA,NA,NA,Species contaminants,g,#F76F5CFF
Pink,1995,0.0015569891762114475,0.0021635082705934077,0.002987461367244285,0.0017769897391352878,0.0026579158123043833,g) Species contaminants,NA,NA,NA,Species contaminants,g,#251256FF
Sockeye,1995,0.0026739631798882125,0.0034228357854456017,0.0043382116001465555,0.0029669997495664667,0.0038732984069777794,g) Species contaminants,NA,NA,NA,Species contaminants,g,#5F187FFF
Chinook,1995,782.7453900199746,920.6740155829345,1102.9083203518044,835.8134991511901,1022.9727088572234,e) Species nutrients,NA,NA,NA,Species nutrients,e,#CF406FFF
Chum,1995,3379.3101854717447,3960.377531632702,4918.032483385341,3593.590863159615,4441.539107678543,e) Species nutrients,NA,NA,NA,Species nutrients,e,#972C80FF
Coho,1995,674.950104766716,802.8288480649653,1006.4689412534605,721.8351060194208,902.3286642821133,e) Species nutrients,NA,NA,NA,Species nutrients,e,#F76F5CFF
Pink,1995,4532.485847598247,5091.178029222468,5845.887034172637,4737.551943606333,5523.815586507622,e) Species nutrients,NA,NA,NA,Species nutrients,e,#251256FF
Sockeye,1995,3470.8846081963775,3997.5865058630684,4634.1284213837125,3700.5894810333766,4336.824518245602,e) Species nutrients,NA,NA,NA,Species nutrients,e,#5F187FFF
Chinook,1996,0.0012405583130198161,0.001602436256626538,0.002058254971580302,0.001380763715520177,0.0018530287994596153,g) Species contaminants,NA,NA,NA,Species contaminants,g,#CF406FFF
Chum,1996,0.0023083457702577906,0.0031835492545746035,0.004130616059021825,0.0026675504738067554,0.0036983084794561596,g) Species contaminants,NA,NA,NA,Species contaminants,g,#972C80FF
Coho,1996,6.960302793249911e-4,8.979137078617039e-4,0.001153760947635597,7.755551930609093e-4,0.0010458142030556426,g) Species contaminants,NA,NA,NA,Species contaminants,g,#F76F5CFF
Pink,1996,0.0015970156098586907,0.0022075164662025237,0.0030474400685691202,0.001817288046044487,0.0027096821103045603,g) Species contaminants,NA,NA,NA,Species contaminants,g,#251256FF
Sockeye,1996,0.002669936477531069,0.003420420915395752,0.004312239693458159,0.0029758082878312813,0.003869979884918739,g) Species contaminants,NA,NA,NA,Species contaminants,g,#5F187FFF
Chinook,1996,789.1164925290669,933.0673081704471,1113.3364193748444,842.8910731305679,1038.618218973347,e) Species nutrients,NA,NA,NA,Species nutrients,e,#CF406FFF
Chum,1996,3470.6006861141914,4078.0405002652105,5062.239495039879,3705.8379548606613,4568.567880359919,e) Species nutrients,NA,NA,NA,Species nutrients,e,#972C80FF
Coho,1996,669.3322446891544,800.4183146572364,997.9072918719952,715.816668635875,896.7473643080549,e) Species nutrients,NA,NA,NA,Species nutrients,e,#F76F5CFF
Pink,1996,4634.955745362308,5198.879615946413,6007.467927401432,4845.977827223251,5649.587008050074,e) Species nutrients,NA,NA,NA,Species nutrients,e,#251256FF
Sockeye,1996,3458.242270788548,3986.17057633873,4632.0242007818115,3701.084491071798,4330.576317702292,e) Species nutrients,NA,NA,NA,Species nutrients,e,#5F187FFF
Chinook,1997,0.0012532159771349986,0.0016123310454200595,0.002083863254456051,0.0013945801331727752,0.0018681444076980426,g) Species contaminants,NA,NA,NA,Species contaminants,g,#CF406FFF
Chum,1997,0.0023522637909269726,0.0032528868245094702,0.004218862122885612,0.0027128230214137307,0.003790548508820534,g) Species contaminants,NA,NA,NA,Species contaminants,g,#972C80FF
Coho,1997,6.928372055354932e-4,8.929868839890202e-4,0.0011534425127055798,7.731594330912518e-4,0.0010351621003724253,g) Species contaminants,NA,NA,NA,Species contaminants,g,#F76F5CFF
Pink,1997,0.0016339627399447,0.0022536052616370537,0.0031253725177980366,0.0018528217247166642,0.0027663988280740136,g) Species contaminants,NA,NA,NA,Species contaminants,g,#251256FF
Sockeye,1997,0.002661890983530229,0.0034166112950657634,0.004309548317176366,0.0029815242168239955,0.003865114052788607,g) Species contaminants,NA,NA,NA,Species contaminants,g,#5F187FFF
Chinook,1997,801.1976625245031,942.5653878718053,1120.2945365315823,847.9734471361393,1046.0760951016568,e) Species nutrients,NA,NA,NA,Species nutrients,e,#CF406FFF
Chum,1997,3538.1062038266023,4165.806278359537,5159.872575386146,3789.587772069116,4678.236223241801,e) Species nutrients,NA,NA,NA,Species nutrients,e,#972C80FF
Coho,1997,661.7677024748059,795.3165367639774,993.1401810932856,712.7693521527481,892.2256132599578,e) Species nutrients,NA,NA,NA,Species nutrients,e,#F76F5CFF
Pink,1997,4741.704905219724,5319.650882254396,6147.049048393523,4939.62832964084,5789.4281331223265,e) Species nutrients,NA,NA,NA,Species nutrients,e,#251256FF
Sockeye,1997,3461.0098038927995,3988.0621363422397,4628.713169330684,3699.233201434362,4320.351949426102,e) Species nutrients,NA,NA,NA,Species nutrients,e,#5F187FFF
Chinook,1998,0.0012609705951548763,0.001622564287698611,0.002094431491960478,0.0014018112880083288,0.0018796510269274685,g) Species contaminants,NA,NA,NA,Species contaminants,g,#CF406FFF
Chum,1998,0.002382706456238731,0.003299018067564228,0.004248410779844747,0.0027488939148987406,0.0038514011559577844,g) Species contaminants,NA,NA,NA,Species contaminants,g,#972C80FF
Coho,1998,6.936826739197387e-4,8.908533881023806e-4,0.0011439482493845687,7.734773185464789e-4,0.001038472218743384,g) Species contaminants,NA,NA,NA,Species contaminants,g,#F76F5CFF
Pink,1998,0.001669145325652584,0.0023169348295763014,0.003220514418896949,0.0018915777783687008,0.002841578748770541,g) Species contaminants,NA,NA,NA,Species contaminants,g,#251256FF
Sockeye,1998,0.0026489091205040235,0.0034183745715824906,0.004301359336159832,0.0029822978050136634,0.003865477819316635,g) Species contaminants,NA,NA,NA,Species contaminants,g,#5F187FFF
Chinook,1998,803.9055005569753,945.2928094083669,1133.150708310855,852.945622309363,1049.9234021517,e) Species nutrients,NA,NA,NA,Species nutrients,e,#CF406FFF
Chum,1998,3588.539405549778,4217.155393468283,5181.249483390954,3839.0416200271447,4737.784979110487,e) Species nutrients,NA,NA,NA,Species nutrients,e,#972C80FF
Coho,1998,660.1857830240137,793.27235913094,994.8816654339446,712.9657826351083,888.678709620815,e) Species nutrients,NA,NA,NA,Species nutrients,e,#F76F5CFF
Pink,1998,4841.769732757386,5431.042097983996,6250.642730226538,5045.838960590017,5920.198538502594,e) Species nutrients,NA,NA,NA,Species nutrients,e,#251256FF
Sockeye,1998,3479.524338992336,4001.352044282597,4622.01684178579,3699.262162262906,4322.458594331831,e) Species nutrients,NA,NA,NA,Species nutrients,e,#5F187FFF
Chinook,1999,0.0012638377952662744,0.0016236707337837276,0.002091465155704392,0.0014036263623472644,0.0018909103185933494,g) Species contaminants,NA,NA,NA,Species contaminants,g,#CF406FFF
Chum,1999,0.0023957098392115663,0.0032913024152834117,0.00426560227538836,0.0027498550381619712,0.0038668327020314258,g) Species contaminants,NA,NA,NA,Species contaminants,g,#972C80FF
Coho,1999,6.954611856068586e-4,8.920116303838875e-4,0.0011514312939926638,7.726575096260171e-4,0.0010354846335511073,g) Species contaminants,NA,NA,NA,Species contaminants,g,#F76F5CFF
Pink,1999,0.0016928356834510702,0.0023610704788997535,0.0032750177693180674,0.001920818146360035,0.002898015469461177,g) Species contaminants,NA,NA,NA,Species contaminants,g,#251256FF
Sockeye,1999,0.0026525636694279963,0.0034075388231214116,0.0042991283281437935,0.0029833303007594787,0.0038740803513979453,g) Species contaminants,NA,NA,NA,Species contaminants,g,#5F187FFF
Chinook,1999,811.2185806208483,948.1241685707683,1140.4188218993354,855.4440842367463,1052.8909781919378,e) Species nutrients,NA,NA,NA,Species nutrients,e,#CF406FFF
Chum,1999,3601.0577847126256,4237.043210862059,5214.050880222372,3843.9087624172694,4747.642273022094,e) Species nutrients,NA,NA,NA,Species nutrients,e,#972C80FF
Coho,1999,662.0086816855534,793.4547082885676,999.2976183739141,711.2382663902386,894.5071691509527,e) Species nutrients,NA,NA,NA,Species nutrients,e,#F76F5CFF
Pink,1999,4913.092710369996,5518.039268587947,6371.4553319874,5146.517123391961,6029.445727079426,e) Species nutrients,NA,NA,NA,Species nutrients,e,#251256FF
Sockeye,1999,3484.2528189158575,3996.4313740853217,4630.27747786426,3686.091377549905,4334.933173176754,e) Species nutrients,NA,NA,NA,Species nutrients,e,#5F187FFF
Chinook,2000,0.0012642787688750396,0.0016210070349385198,0.0020831603424947714,0.001404485434847356,0.0018881476472627492,g) Species contaminants,NA,NA,NA,Species contaminants,g,#CF406FFF
Chum,2000,0.002361055954602888,0.0032674156644690237,0.004226466145832085,0.002728882424796938,0.0038519542648223827,g) Species contaminants,NA,NA,NA,Species contaminants,g,#972C80FF
Coho,2000,6.964035603656078e-4,9.000713895110258e-4,0.001155758275871764,7.749615758075755e-4,0.0010414216835935716,g) Species contaminants,NA,NA,NA,Species contaminants,g,#F76F5CFF
